0,7500,7500,7500
1,12709.8349781535,12709.8349781535,12709.8349781535
2,21052.1369147808,21052.1369147808,21052.1369147808
3,33752.7561753096,33752.7561753096,33752.7561753096
4,51867.6688204585,51867.6688204585,51867.6688204585
5,76000.9068339402,76000.9068339402,76000.9068339402
6,106531.58031479,106531.58031479,106531.58031479
7,144254.081131956,144254.081131956,144254.081131956
8,190754.935480635,190754.935480635,190754.935480635
9,248194.883704079,248194.883704079,248194.883704079
10,318628.366660923,318628.366660923,318628.366660923
