0,15000,15000,15000
1,25513.5163152126,25513.5163152126,25513.5163152126
2,42387.1878409884,42387.1878409884,42387.1878409884
3,67398.8012158994,67398.8012158994,67398.8012158994
4,99640.0243964841,99640.0243964841,99640.0243964841
5,133367.512449623,133367.512449623,133367.512449623
6,160864.736332568,160864.736332568,160864.736332568
7,178678.703872847,178678.703872847,178678.703872847
8,188457.931874971,188457.931874971,188457.931874971
9,193324.469473711,193324.469473711,193324.469473711
10,195625.569103594,195625.569103594,195625.569103594
