0,22500,22500,22500
1,47118.6953908948,47118.6953908948,47118.6953908948
2,90575.1115565152,90575.1115565152,90575.1115565152
3,156678.905620837,156678.905620837,156678.905620837
4,238986.967383468,238986.967383468,238986.967383468
5,317933.992793149,317933.992793149,317933.992793149
6,371020.127583367,371020.127583367,371020.127583367
7,387017.089213919,387017.089213919,387017.089213919
8,368445.279432398,368445.279432398,368445.279432398
9,324624.788223286,324624.788223286,324624.788223286
10,265813.39805782,265813.39805782,265813.39805782
