0,15000,15000,15000
1,26139.6551621876,26139.6551621876,26139.6551621876
2,44894.9490619998,44894.9490619998,44894.9490619998
3,75152.7973643686,75152.7973643686,75152.7973643686
4,120594.365930867,120594.365930867,120594.365930867
5,181853.958227455,181853.958227455,181853.958227455
6,253822.037612027,253822.037612027,253822.037612027
7,327437.346838575,327437.346838575,327437.346838575
8,395623.976707077,395623.976707077,395623.976707077
9,456489.135326854,456489.135326854,456489.135326854
10,511653.86437772,511653.86437772,511653.86437772
