0,7500,7500,7500
1,15144.9607177,15144.9607177,15144.9607177
2,29877.1494312799,29877.1494312799,29877.1494312799
3,56564.0824448231,56564.0824448231,56564.0824448231
4,100139.212218909,100139.212218909,100139.212218909
5,160940.499802935,160940.499802935,160940.499802935
6,230029.367745683,230029.367745683,230029.367745683
7,292796.007546141,292796.007546141,292796.007546141
8,339437.607353992,339437.607353992,339437.607353992
9,369243.099468054,369243.099468054,369243.099468054
10,386509.861602291,386509.861602291,386509.861602291
