0,7500,7500,7500
1,15004.8934433016,15004.8934433016,15004.8934433016
2,29366.811575952,29366.811575952,29366.811575952
3,55349.8520265687,55349.8520265687,55349.8520265687
4,98139.3620884301,98139.3620884301,98139.3620884301
5,158965.015379506,158965.015379506,158965.015379506
6,229035.413953013,229035.413953013,229035.413953013
7,290286.166081313,290286.166081313,290286.166081313
8,327115.018713319,327115.018713319,327115.018713319
9,336044.231409723,336044.231409723,336044.231409723
10,323265.541522526,323265.541522526,323265.541522526
