0,15000,15000,15000
1,25410.6139433763,25410.6139433763,25410.6139433763
2,42110.4265208837,42110.4265208837,42110.4265208837
3,67639.78885226,67639.78885226,67639.78885226
4,104197.608493704,104197.608493704,104197.608493704
5,152705.120590027,152705.120590027,152705.120590027
6,212604.695147161,212604.695147161,212604.695147161
7,282782.03853659,282782.03853659,282782.03853659
8,362444.511054363,362444.511054363,362444.511054363
9,450849.759603889,450849.759603889,450849.759603889
10,546185.711872298,546185.711872298,546185.711872298
