0,15000,15000,15000
1,1783.87766071842,1783.87766071842,1783.87766071842
2,3796.04907857648,3796.04907857648,3796.04907857648
3,7553.2605099218,7553.2605099218,7553.2605099218
4,14029.3805049074,14029.3805049074,14029.3805049074
5,24264.2328503391,24264.2328503391,24264.2328503391
6,38952.0217837249,38952.0217837249,38952.0217837249
7,57842.9918702178,57842.9918702178,57842.9918702178
8,79244.9867511981,79244.9867511981,79244.9867511981
9,100077.256527174,100077.256527174,100077.256527174
10,116718.079086369,116718.079086369,116718.079086369
