0,22500,22500,22500
1,49400.9141914136,49400.9141914136,49400.9141914136
2,98153.7435545635,98153.7435545635,98153.7435545635
3,172582.982535575,172582.982535575,172582.982535575
4,262815.405014455,262815.405014455,262815.405014455
5,343775.148576998,343775.148576998,343775.148576998
6,390858.058153455,390858.058153455,390858.058153455
7,395796.982356532,395796.982356532,395796.982356532
8,365284.713456799,365284.713456799,365284.713456799
9,311338.356382198,311338.356382198,311338.356382198
10,245471.40616145,245471.40616145,245471.40616145
