0,15000,15000,15000
1,14407.3633207264,14407.3633207264,14407.3633207264
2,30219.8556678142,30219.8556678142,30219.8556678142
3,58421.64990464,58421.64990464,58421.64990464
4,102941.306849869,102941.306849869,102941.306849869
5,163234.38268488,163234.38268488,163234.38268488
6,230764.771072202,230764.771072202,230764.771072202
7,290820.560086041,290820.560086041,290820.560086041
8,330372.684018907,330372.684018907,330372.684018907
9,344519.529539341,344519.529539341,344519.529539341
10,336038.687059654,336038.687059654,336038.687059654
