0,7500,7500,7500
1,16990.9196877456,16990.9196877456,16990.9196877456
2,37329.9180948384,37329.9180948384,37329.9180948384
3,77667.6647305095,77667.6647305095,77667.6647305095
4,147587.505327878,147587.505327878,147587.505327878
5,245458.406592186,245458.406592186,245458.406592186
6,346959.18546914,346959.18546914,346959.18546914
7,418395.360674439,418395.360674439,418395.360674439
8,444587.044685786,444587.044685786,444587.044685786
9,432457.899350383,432457.899350383,432457.899350383
10,396173.573587151,396173.573587151,396173.573587151
