0,22500,22500,22500
1,38147.648418262,38147.648418262,38147.648418262
2,63409.1822977342,63409.1822977342,63409.1822977342
3,102548.635110424,102548.635110424,102548.635110424
4,159828.574721193,159828.574721193,159828.574721193
5,237813.732896354,237813.732896354,237813.732896354
6,335716.950511364,335716.950511364,335716.950511364
7,449058.321746686,449058.321746686,449058.321746686
8,570578.449903067,570578.449903067,570578.449903067
9,691330.765824075,691330.765824075,691330.765824075
10,801899.067018772,801899.067018772,801899.067018772
