0,7500,7500,7500
1,15762.6450588357,15762.6450588357,15762.6450588357
2,30646.2895522993,30646.2895522993,30646.2895522993
3,54304.5063551451,54304.5063551451,54304.5063551451
4,86059.0200368668,86059.0200368668,86059.0200368668
5,119696.2009456,119696.2009456,119696.2009456
6,144332.165841607,144332.165841607,144332.165841607
7,150674.732282327,150674.732282327,150674.732282327
8,137240.823389801,137240.823389801,137240.823389801
9,110299.376967618,110299.376967618,110299.376967618
10,79045.0167304627,79045.0167304627,79045.0167304627
