0,15000,15000,15000
1,-1.11045897882252e-11,-1.11045897882252e-11,-1.11045897882252e-11
2,-7.67199804526711e-13,-7.67199804526711e-13,-7.67199804526711e-13
3,1.24266658378007e-12,1.24266658378007e-12,1.24266658378007e-12
4,5.80552947259086e-12,5.80552947259086e-12,5.80552947259086e-12
5,3.72603055346106e-12,3.72603055346106e-12,3.72603055346106e-12
6,-2.58828312044947e-13,-2.58828312044947e-13,-2.58828312044947e-13
7,-1.32487585736991e-12,-1.32487585736991e-12,-1.32487585736991e-12
8,-2.74676114978525e-12,-2.74676114978525e-12,-2.74676114978525e-12
9,3.38634928058036e-12,3.38634928058036e-12,3.38634928058036e-12
10,1.0111670388551e-11,1.0111670388551e-11,1.0111670388551e-11
