time,S,R,T,dose_u1
0,25500,4500,30000,1.5
0.2,28535.96356202,5082.3727970142,33618.3363590342,1.5
0.4,31785.0987013729,5727.90797506152,37513.0066764345,1.5
0.6,35257.772880495,6446.78939895669,41704.5622794517,1.5
0.8,38950.5956534472,7247.05809487697,46197.6537483241,1.5
1,42852.1051248861,8136.00280302015,50988.1079279062,0
1.2,47762.9952194253,9132.35494901567,56895.3501684409,0
1.4,53107.1580171925,10223.5265275181,63330.6845447107,0
1.6,58932.6698254282,11420.824402779,70353.4942282072,0
1.8,65272.7997789891,12732.5091351201,78005.3089141092,0
2,72145.851119001,14163.6617721595,86309.5128911605,1.5
2.2,77151.9051748983,15739.92609422,92891.8312691183,1.5
2.4,82119.3554790183,17446.4159275253,99565.7714065436,1.5
2.6,86999.0274932726,19295.4488823938,106294.476375666,1.5
2.8,91736.7094136087,21300.557991096,113037.267404705,1.5
3,96280.6145548721,23470.169761913,119750.784316785,0
3.2,105313.770133391,25822.014566018,131135.784699409,0
3.4,114802.497746651,28305.5698054598,143108.067552111,0
3.6,124705.681859302,30910.541569534,155616.223428836,0
3.8,135013.773739793,33636.0394800519,168649.813219845,0
4,145675.020509281,36468.9449081283,182143.965417409,1.5
4.2,147480.597668115,39467.7787068959,186948.376375011,1.5
4.4,148723.64268933,42646.888372657,191370.531061987,1.5
4.6,149432.189246972,46005.8636981722,195438.052945144,1.5
4.8,149556.653630502,49574.2061022398,199130.859732742,1.5
5,149103.632019038,53367.5223518007,202471.154370839,0
5.2,159481.228105421,57331.0506358035,216812.278741224,0
5.4,169931.746908657,61339.0489015748,231270.795810232,0
5.6,180377.829648432,65361.1509840056,245738.980632438,0
5.8,190741.053724588,69366.0936383667,260107.147362954,0
6,200956.242668775,73326.8188687092,274283.061537484,1.5
6.2,193198.933000733,77446.0786629862,270645.011663719,1.5
6.4,185368.029318816,81857.9450416136,267225.97436043,1.5
6.6,177487.910271834,86564.3803374011,264052.290609235,1.5
6.8,169573.839400104,91613.6868835512,261187.526283655,1.5
7,161646.493241291,97028.7856238074,258675.278865099,0
7.2,170355.289141325,102603.246340756,272958.535482081,0
7.4,178882.245296541,108077.999173113,286960.244469655,0
7.6,187187.775569084,113424.92408617,300612.699655255,0
7.8,195203.092927557,118599.26629742,313802.359224977,0
8,202883.677958721,123570.324696205,326454.002654926,1.5
8.2,187184.955797475,128771.418052088,315956.373849563,1.5
8.4,172541.2876188,134503.003427112,307044.291045912,1.5
8.6,158839.449387992,140761.120769239,299600.570157231,1.5
8.8,146043.713632079,147578.818838265,293622.532470344,1.5
9,134067.350849542,154951.204192395,289018.555041937,0
9.2,140184.162917046,162487.485239693,302671.64815674,0
9.4,146082.524471688,169773.388659523,315855.913131211,0
9.6,151746.85570019,176786.015158477,328532.870858666,0
9.8,157130.39190097,183466.372855684,340596.764756653,0
10,162212.546469775,189786.220210129,351998.766679904,1.5
10.2,144415.876660046,196352.26474859,340768.141408636,1.5
10.4,128375.762574832,203629.076617249,332004.839192081,1.5
10.6,113977.839507809,211601.066672983,325578.906180792,1.5
10.8,101039.124124876,220209.113480495,321248.237605371,1.5
11,89387.1686635956,229381.896078196,318769.064741792,0
