time,S,R,T,dose_u1
0,25500,4500,30000,0
0.2,28587.6684065887,5082.35635285723,33670.0247594459,0
0.4,31986.5749125024,5727.74681979052,37714.3217322929,0
0.6,35743.2214540497,6446.10744924477,42189.3289032944,0
0.8,39891.9132587784,7245.046310665,47136.9595694434,0
1,44461.4922376894,8131.17101781125,52592.6632555007,1.5
1.2,48707.8230991858,9123.45248263276,57831.2755818186,1.5
1.4,53109.2715811853,10211.852508053,63321.1240892383,1.5
1.6,57648.5444162724,11409.2916448821,69057.8360611546,1.5
1.8,62296.4911926341,12726.4677408505,75022.9589334846,1.5
2,67016.545678062,14171.6871966347,81188.2328746967,0
2.2,74079.2942280104,15767.2948625201,89846.5890905305,0
2.4,81643.7362722964,17486.2708909806,99130.007163277,0
2.6,89730.4353112866,19334.781210965,109065.216522252,0
2.8,98355.3738662972,21318.0782889078,119673.452155205,0
3,107504.925854141,23434.1868657436,130939.112719884,1.5
3.2,111928.08493757,25719.0896541318,137647.174591702,1.5
3.4,116013.584782363,28161.2441277968,144174.82891016,1.5
3.6,119721.153699894,30766.9513814453,150488.105081339,1.5
3.8,122987.359027175,33555.7350401364,156543.094067312,1.5
4,125777.525590694,36537.6672483862,162315.19283908,0
4.2,135992.98597943,39705.7949199577,175698.780899387,0
4.4,146492.534730105,42977.141136966,189469.675867071,0
4.6,157201.405127141,46327.5808261432,203528.985953285,0
4.8,168073.055596744,49743.7622178875,217816.817814631,0
5,179032.216376227,53201.785341689,232234.001717916,1.5
5.2,176412.75328341,56809.1421406231,233221.895424033,1.5
5.4,173311.685282019,60633.2999871289,233944.985269148,1.5
5.6,169785.408066855,64677.3472390284,234462.755305883,1.5
5.8,165825.929331111,68980.2102548831,234806.139585994,1.5
6,161468.100492417,73563.1174394727,235031.21793189,0
6.2,171223.559998661,78303.906564047,249527.466562708,0
6.4,180880.826046067,83013.8728470354,263894.698893102,0
6.6,190380.508718977,87661.9553513581,278042.464070335,0
6.8,199674.472291054,92222.2125082908,291896.684799345,0
7,208686.871388478,96657.1593420598,305344.030730538,1.5
7.2,196317.297265759,101280.067717505,297597.364983264,1.5
7.4,184451.392107763,106310.000250423,290761.392358185,1.5
7.6,173029.970610859,111738.353234119,284768.323844979,1.5
7.8,162064.086049993,117617.632775572,279681.718825564,1.5
8,151526.819595792,123963.568786472,275490.388382264,0
8.2,158994.647246168,130477.236602314,289471.883848482,0
8.4,166245.304437743,136819.14443716,303064.448874902,0
8.6,173252.653756438,142963.250171847,316215.903928285,0
8.8,179958.307735168,148857.564039195,328815.871774363,0
9,186330.847534459,154472.121557189,340802.969091649,1.5
9.2,168825.9836085,160340.652219859,329166.63582836,1.5
9.4,152801.290181755,166849.467030386,319650.757212142,1.5
9.6,138148.405327565,174003.072976893,312151.478304458,1.5
9.8,124743.779067924,181788.743617212,306532.522685136,1.5
10,112449.450331913,190171.165974618,302620.616306531,0
10.2,117170.108643739,198680.261623526,315850.370267265,0
10.4,121690.925321885,206848.47639207,328539.401713956,0
10.6,126004.86293927,214659.046221599,340663.909160869,0
10.8,130077.134938107,222047.606101364,352124.741039471,0
