time,S,R,T,dose_u1
0,28500,1500,30000,1.5
0.2,31893.2743205011,1694.13189961618,33587.4062201173,1.5
0.4,35525.1779354961,1909.33982457458,37434.5177600707,1.5
0.6,39407.6246685785,2149.0384871296,41556.6631557081,1.5
0.8,43537.2914741731,2415.93804297604,45953.2295171491,1.5
1,47902.0197538154,2712.51225323835,50614.5320070537,0
1.2,53397.4615660356,3045.04578609055,56442.5073521262,0
1.4,59379.645125898,3409.34350041967,62788.9886263177,0
1.6,65903.295693207,3809.23912778939,69712.5348209964,0
1.8,73006.5027192792,4247.5460051475,77254.0487244267,0
2,80710.4882209418,4726.00136185949,85436.4895828013,1.5
2.2,86336.5638485401,5253.58070551079,91590.1445540509,1.5
2.4,91932.9314833764,5825.636169165,97758.5676525414,1.5
2.6,97448.7037290433,6446.79149494509,103895.495223988,1.5
2.8,102828.288477875,7122.09953146611,109950.388009341,1.5
3,108018.59688285,7855.04462240611,115873.641505256,0
3.2,118279.290341463,8651.99234515379,126931.282686617,0
3.4,129081.326930912,9495.47814775154,138576.805078664,0
3.6,140386.202136948,10382.7230162549,150768.925153203,0
3.8,152187.090576488,11313.7624737176,163500.853050206,0
4,164428.124603614,12284.4181036088,176712.542707222,1.5
4.2,166745.307162652,13318.2042043581,180063.51136701,1.5
4.4,168497.340285131,14421.8623243869,182919.202609518,1.5
4.6,169708.090715011,15597.5691441129,185305.659859124,1.5
4.8,170332.797127823,16858.496425239,187191.293553062,1.5
5,170385.056464549,18212.9799001086,188598.036364657,0
5.2,182925.786529872,19643.6560986391,202569.442628511,0
5.4,195650.029489375,21101.3643175175,216751.393806893,0
5.6,208468.784545238,22575.3986777451,231044.183222983,0
5.8,221302.423486984,24057.2854846052,245359.708971589,0
6,234046.627733144,25534.8121160997,259581.439849244,1.5
6.2,225967.806733711,27095.1500533215,253062.956787033,1.5
6.4,217887.867329193,28793.7007014879,246681.568030681,1.5
6.6,209818.051364197,30635.0973822809,240453.148746478,1.5
6.8,201769.824818103,32647.5446677862,234417.36948589,1.5
7,193753.610114839,34848.6258882731,228602.236003112,0
7.2,205812.711779555,37162.3603131052,242975.07209266,0
7.4,217798.823443718,39470.6299302161,257269.453373934,0
7.6,229624.98609111,41756.0626782946,271381.048769405,0
7.8,241242.495740693,44007.6302775064,285250.126018199,0
8,252561.7861222,46207.7917093966,298769.577831596,1.5
8.2,234838.416696674,48567.5327107896,283405.949407463,1.5
8.4,218425.438945983,51227.2258568975,269652.66480288,1.5
8.6,203157.568529002,54201.7667257212,257359.335254723,1.5
8.8,188959.89777776,57530.2108667126,246490.108644473,1.5
9,175701.276135736,61234.015754036,236935.291889772,0
9.2,186225.165698342,65146.1537795611,251371.319477903,0
9.4,196635.660673052,69029.950160954,265665.610834006,0
9.6,206884.609469572,72864.8006784953,279749.410148068,0
9.8,216892.886828556,76620.8360548686,293513.722883424,0
10,226591.212212319,80271.1489319252,306862.361144244,1.5
10.2,204277.050880647,84195.6641997407,288472.715080387,1.5
10.4,184221.398773277,88670.8064136943,272892.205186972,1.5
10.6,166217.923158814,93737.7970593127,259955.720218126,1.5
10.8,149989.769814095,99413.5210890567,249403.290903152,1.5
11,135283.428662819,105707.006575389,240990.435238208,0
11.2,143229.940718551,112329.700508109,255559.64122666,0
11.4,151067.799393516,118884.680045793,269952.479439309,0
11.6,158763.449028731,125339.374709401,284102.823738132,0
11.8,166255.987677115,131642.130078639,297898.117755755,0
12,173493.533817862,137747.676848238,311241.2106661,1.5
12.2,151647.282698007,144205.404001723,295852.68669973,1.5
12.4,132441.524570246,151464.667467118,283906.192037364,1.5
12.6,115619.674720818,159533.315746885,275152.990467704,1.5
