time,S,R,T,dose_u1
0,34000,6000,40000,0
0.2,38011.6085818867,6756.55838908798,44768.1669709747,0
0.4,42403.233529241,7590.228795122,49993.462324363,0
0.6,47225.1155516073,8511.8397533828,55736.9553049901,0
0.8,52513.1626271957,9529.48330459159,62042.6459317873,0
1,58293.0095769078,10649.2487406083,68942.2583175161,1.5
1.2,63574.156972484,11892.2213086235,75466.3782811075,1.5
1.4,68991.5877901617,13244.66163316,82236.2494233217,1.5
1.6,74510.8172219077,14718.3138895991,89229.1311115068,1.5
1.8,80086.7914147115,16323.803133344,96410.5945480555,1.5
2,85666.8010955503,18068.0064787842,103734.807574335,0
2.2,94113.6223351175,19970.9763362472,114084.598671365,0
2.4,103057.480191229,21997.048292827,125054.528484056,0
2.6,112484.530230779,24144.065914681,136628.59614546,0
2.8,122395.530951267,26413.7071856095,148809.238136877,0
3,132751.784693226,28797.8977865762,161549.682479802,1.5
3.2,137098.601100584,31336.3257354485,168434.926836032,1.5
3.4,140951.36778181,34024.7730786517,174976.140860461,1.5
3.6,144302.586223942,36860.7055482905,181163.291772232,1.5
3.8,147074.985750405,39865.5478486975,186940.533599102,1.5
4,149243.420192125,43049.2887777817,192292.708969907,0
4.2,160066.315069438,46380.9709987572,206447.286068195,0
4.4,171021.937952672,49767.4596235218,220789.397576194,0
4.6,182033.507195552,53183.7771546207,235217.284350173,0
4.8,193026.881072437,56608.3889165915,249635.269989029,0
5,203910.933498719,60012.42274829,263923.356247009,1.5
5.2,199367.93108721,63538.295034818,262906.226122028,1.5
5.4,194432.971300699,67278.8409657204,261711.812266419,1.5
5.6,189161.734311727,71238.2056305897,260399.939942317,1.5
5.8,183557.617341304,75455.8262216838,259013.443562988,1.5
6,177657.004341172,79953.2909895615,257610.295330733,0
6.2,187282.116425928,84572.5867792017,271854.703205129,0
6.4,196713.998523397,89113.0677511744,285827.066274571,0
6.6,205908.349785437,93551.1792646802,299459.529050118,0
6.8,214789.534820217,97850.0454825143,312639.580302732,0
7,223307.854906227,101983.997178012,325291.852084239,1.5
7.2,209090.051355279,106311.595844653,315401.647199933,1.5
7.4,195620.139455932,111076.666400894,306696.805856826,1.5
7.6,182793.247168747,116264.862354373,299058.10952312,1.5
7.8,170608.788457246,121926.888675833,292535.677133079,1.5
8,159013.049208815,128074.426848116,287087.476056932,0
8.2,166352.610499667,134376.297863494,300728.908363161,0
8.4,173439.809028472,140477.390244738,313917.19927321,0
8.6,180254.825041524,146357.595211822,326612.420253346,0
8.8,186741.57265904,151967.638388871,338709.211047911,0
9,192874.335562014,157283.032882133,350157.368444147,1.5
9.2,174369.110951653,162868.231456096,337237.34240775,1.5
9.4,157506.413168008,169126.752161395,326633.165329403,1.5
9.6,142161.587908576,176062.005933695,318223.593842271,1.5
9.8,128179.174352416,183652.986707713,311832.161060129,1.5
10,115398.426974054,191859.728531375,307258.155505429,0
10.2,120100.996300962,200192.514280008,320293.510580969,0
10.4,124594.818515858,208173.745304689,332768.563820547,0
10.6,128874.627902779,215790.148716114,344664.776618893,0
10.8,132906.370613615,222979.739542435,355886.110156051,0
11,136679.982184733,229721.694376149,366401.676560882,1.5
11.2,119452.720866254,236666.670337047,356119.391203301,1.5
11.4,104186.929883043,244348.177476427,348535.10735947,1.5
11.6,90736.6196758595,252707.989962554,343444.609638413,1.5
11.8,78875.4550479035,261641.30816307,340516.763210974,1.5
12,68401.2993780281,271039.133273318,339440.432651346,0
12.2,70610.5806575728,280365.99134935,350976.572006923,0
12.4,72688.5328481143,289154.387105851,361842.919953965,0
12.6,74639.0885549028,297417.010939252,372056.099494155,0
12.8,76448.665953929,305094.670022293,381543.335976222,0
13,78117.7795599466,312186.70916846,390304.488728407,1.5
13.2,65837.6227911032,319214.233794577,385051.85658568,1.5
13.4,55295.7494215489,326727.569976773,382023.319398322,1.5
13.6,46323.755141453,334601.744574534,380925.499715987,1.5
13.8,38702.497952084,342695.856623056,381398.35457514,1.5
14,32230.7398449294,350876.186722265,383106.926567194,0
14.2,32912.1704344476,358776.022917897,391688.193352345,0
14.4,33540.1089246915,366064.366098861,399604.475023553,0
14.6,34118.8426025246,372788.486281946,406907.328884471,0
14.8,34645.6244200733,378915.272898177,413560.89731825,0
15,35122.9323375455,384471.812539581,419594.744877127,1.5
15.2,28508.6322812672,389698.920513361,418207.552794629,1.5
15.4,23035.1869816607,395061.157422905,418096.344404565,1.5
15.6,18554.1736743971,400449.906818272,419004.080492669,1.5
15.8,14900.2136580008,405767.545504349,420667.759162349,1.5
16,11924.6197732229,410933.592762263,422858.212535486,0
16.2,12059.0395823284,415864.454752116,427923.494334445,0
16.4,12180.7131967809,420330.570091712,432511.283288493,0
16.6,12291.0992980773,424384.569562373,436675.66886045,0
16.8,12389.9739219347,428017.76052996,440407.734451895,0
17,12478.2491803943,431263.046410744,443741.295591138,1.5
17.2,9770.26103855388,434099.113209985,443869.374248539,1.5
17.4,7610.85147446833,436901.894939683,444512.746414151,1.5
17.6,5910.11761175594,439619.590220021,445529.707831777,1.5
17.8,4576.77722651679,442213.165429361,446789.942655878,1.5
18,3532.48705573877,444655.82748562,448188.314541359,0
18.2,3550.56503510936,447077.48829505,450628.053330159,0
18.4,3566.7487721275,449246.023115142,452812.77188727,0
18.6,3581.29018241481,451194.973509148,454776.263691563,0
18.8,3594.18922973099,452924.221538874,456518.410768605,0
19,3605.60291311234,454454.6750914,458060.278004512,1.5
19.2,2730.54634403749,455603.979506534,458334.525850571,1.5
19.4,2056.70143479419,456708.950958161,458765.652392955,1.5
19.6,1544.68566432849,457753.093897288,459297.779561617,1.5
19.8,1157.37505046073,458726.157434648,459883.532485109,1.5
20,864.437896128717,459622.926419721,460487.364315849,0
20.2,866.309816456181,460681.988318772,461548.298135228,0
20.4,867.976766781571,461625.199925759,462493.176692541,0
20.6,869.467711142748,462468.909511508,463338.37722265,0
20.8,870.78422261234,463213.985589461,464084.769812074,0
21,871.944517143355,463870.711108013,464742.655625156,1.5
21.2,639.925193949681,464173.635028944,464813.560222894,1.5
21.4,467.00540232979,464461.915045771,464928.920448101,1.5
21.6,339.934093253127,464730.991932443,465070.926025697,1.5
21.8,246.94035903535,464978.308633311,465225.248992347,1.5
22,178.833505987151,465202.863347787,465381.696853774,0
22.2,179.011830223447,465696.433198881,465875.445029104,0
22.4,179.170297889438,466135.067991632,466314.238289522,0
22.6,179.311778434673,466526.701534709,466706.013313144,0
22.8,179.436482424674,466871.911983799,467051.348466224,0
