time,S,R,T,dose_u1
0,22500,7500,30000,1.5
0.2,26138.2648469518,8484.39937564762,34622.6642225994,1.5
0.4,30214.2282478535,9574.66249459104,39788.8907424445,1.5
0.6,34789.4129968164,10786.9163024522,45576.3292992686,1.5
0.8,39902.3769298729,12132.4740251589,52034.8509550318,1.5
1,45585.4026041154,13622.1190823317,59207.5216864471,1.5
1.2,51934.0744730863,15284.5549885327,67218.629461619,1.5
1.4,58858.3689568369,17101.595554013,75959.9645108499,1.5
1.6,66406.5270751952,19092.8574759139,85499.384551109,1.5
1.8,74594.1409997146,21271.6206998214,95865.7616995361,1.5
2,83414.812712291,23647.5542242802,107062.366936571,1.5
2.2,92930.0146220491,26257.3043250386,119187.318947088,1.5
2.4,102978.975910754,29065.6223202467,132044.598231,1.5
2.6,113531.433894884,32083.9520456143,145615.385940498,1.5
2.8,124547.282232157,35325.7768534639,159873.059085621,1.5
3,135949.417891641,38794.038207384,174743.456099025,1.5
3.2,147677.348464205,42526.512592102,190203.861056307,1.5
3.4,159560.470508634,46472.4879792115,206032.958487845,1.5
3.6,171485.767327708,50621.6822918477,222107.449619556,1.5
3.8,183337.375647724,54986.5868048435,238323.962452567,1.5
4,194985.924843228,59561.9013415735,254547.826184801,1.5
4.2,206216.758315255,64373.055633467,270589.813948722,1.5
4.4,216974.747690412,69366.4673252012,286341.215015614,1.5
4.6,227175.056345371,74522.310343471,301697.366688842,1.5
4.8,236651.594128597,79846.6921608367,316498.286289433,1.5
5,245292.55031658,85330.4366529022,330622.986969482,1.5
5.2,252843.466585019,90988.325025107,343831.791610126,1.5
5.4,259436.032840186,96777.897482028,356213.930322215,1.5
5.6,265070.916307143,102683.115228828,367754.031535971,1.5
5.8,269612.785400621,108707.653414322,378320.438814943,1.5
6,273028.753377353,114845.595136945,387874.348514299,1.5
6.2,275128.990817915,121110.582694404,396239.573512319,1.5
6.4,276176.428755686,127474.775786037,403651.204541723,1.5
6.6,276243.939498861,133928.815143055,410172.754641916,1.5
6.8,275262.69803767,140479.06110832,415741.75914599,1.5
7,273268.32217607,147124.981616002,420393.303792072,1.5
7.2,270165.87948023,153883.599950692,424049.479430922,1.5
7.4,266231.124277662,160734.227561762,426965.351839425,1.5
7.6,261560.136710732,167670.988652366,429231.125363098,1.5
7.8,256139.608584326,174702.301176546,430841.909760872,1.5
8,250032.416963824,181829.211635252,431861.628599076,0
8.2,274214.178289589,196061.90149095,470276.07978054,0
8.4,299034.517763659,210447.694155687,509482.211919346,0
8.6,324242.33483388,224861.308116315,549103.642950195,0
8.8,349637.638274631,239167.067248051,588804.705522682,0
9,374929.907004048,253211.239198804,628141.146202851,1.5
9.2,350541.945729069,256635.10444263,607177.050171699,1.5
9.4,327578.489895458,260423.580061475,588002.069956933,1.5
9.6,305847.398779104,264530.386524838,570377.785303942,1.5
9.8,285355.720025519,268957.900072242,554313.620097761,1.5
10,266006.020599581,273677.650526682,539683.671126263,0
10.2,287259.360620336,291409.69946433,578669.060084666,0
10.4,308500.995165209,308898.082976811,617399.07814202,0
10.6,329555.018571698,326043.611586236,655598.630157934,0
10.8,350212.989165095,342682.996914218,692895.986079313,0
11,370283.190613031,358678.43145988,728961.622072911,1.5
11.2,331940.467255577,356436.63561214,688377.102867717,1.5
11.4,297874.060425155,355287.087067462,653161.147492617,1.5
11.6,267667.72875439,355101.355088238,622769.083842628,1.5
11.8,240757.533976073,355738.187919567,596495.72189564,1.5
12,216649.822428241,357031.601020324,573681.423448565,0
12.2,232855.122860543,378701.068744678,611556.191605221,0
12.4,248953.52163601,399973.486250584,648927.007886593,0
