time,S,R,T,dose_u1
0,22500,7500,30000,1.5
0.2,26138.2648469518,8484.39937564762,34622.6642225994,1.5
0.4,30214.2282478535,9574.66249459104,39788.8907424445,1.5
0.6,34789.4129968164,10786.9163024522,45576.3292992686,1.5
0.8,39902.3769298729,12132.4740251589,52034.8509550318,1.5
1,45585.4026041154,13622.1190823317,59207.5216864471,1.5
1.2,51934.0744730863,15284.5549885327,67218.629461619,1.5
1.4,58858.3689568369,17101.595554013,75959.9645108499,1.5
1.6,66406.5270751952,19092.8574759139,85499.384551109,1.5
1.8,74594.1409997146,21271.6206998214,95865.7616995361,1.5
2,83414.812712291,23647.5542242802,107062.366936571,1.5
2.2,92930.0146220491,26257.3043250386,119187.318947088,1.5
2.4,102978.975910754,29065.6223202467,132044.598231,1.5
2.6,113531.433894884,32083.9520456143,145615.385940498,1.5
2.8,124547.282232157,35325.7768534639,159873.059085621,1.5
3,135949.417891641,38794.038207384,174743.456099025,1.5
3.2,147677.348464205,42526.512592102,190203.861056307,1.5
3.4,159560.470508634,46472.4879792115,206032.958487845,1.5
3.6,171485.767327708,50621.6822918477,222107.449619556,1.5
3.8,183337.375647724,54986.5868048435,238323.962452567,1.5
4,194985.924843228,59561.9013415735,254547.826184801,1.5
4.2,206216.758315255,64373.055633467,270589.813948722,1.5
4.4,216974.747690412,69366.4673252012,286341.215015614,1.5
4.6,227175.056345371,74522.310343471,301697.366688842,1.5
4.8,236651.594128597,79846.6921608367,316498.286289433,1.5
5,245292.55031658,85330.4366529022,330622.986969482,1.5
5.2,252843.466585019,90988.325025107,343831.791610126,1.5
5.4,259436.032840186,96777.897482028,356213.930322215,1.5
5.6,265070.916307143,102683.115228828,367754.031535971,1.5
5.8,269612.785400621,108707.653414322,378320.438814943,1.5
6,273028.753377353,114845.595136945,387874.348514299,1.25
6.2,278801.630661617,122379.468726826,401181.099388443,1.25
6.4,283522.440560262,130122.772064256,413645.212624517,1.25
6.6,287223.490341395,138058.722286616,425282.212628011,1.25
6.8,289791.09502789,146202.791868678,435993.886896568,1.25
7,291220.257516843,154554.463875344,445774.721392187,1
7.2,298752.722332896,164570.149064849,463322.871397745,1
7.4,305249.327417411,174815.12498505,480064.45240246,1
7.6,310727.28502128,185262.62652428,495989.91154556,1
7.8,315058.517066069,195920.361491245,510978.878557314,1
8,318223.293744817,206779.215632172,525002.509376989,0.75
8.2,331745.744285268,219245.344130714,550991.088415981,0.75
8.4,344344.360067678,231741.211463545,576085.571531224,0.75
8.6,355979.746869713,244221.585064865,600201.331934578,0.75
8.8,366479.363194644,256644.559470622,623123.922665266,0.75
9,375775.487631475,268973.330980016,644748.818611491,0.5
9.2,395369.920238181,282277.161260398,677647.081498579,0.5
9.4,414065.033894766,295156.579877623,709221.61377239,0.5
9.6,431789.503503298,307575.249544778,739364.753048076,0.5
9.8,448345.622034089,319438.155742482,767783.777776571,0.5
10,463648.478525594,330704.615655074,794353.094180668,0.25
10.2,482867.623156256,341967.018780961,824834.641937217,0.25
10.4,500889.367524572,352472.681057842,853362.048582414,0.25
10.6,517728.69284834,362247.777153823,879976.470002163,0.25
10.8,533244.380365877,371219.890277635,904464.270643512,0.25
11,547432.90530166,379399.64072096,926832.54602262,0
11.2,560702.471810414,386906.509441113,947608.981251527,0
11.4,572797.141773692,393722.669844861,966519.811618552,0
11.6,583819.64324469,399914.380927237,983734.024171927,0
11.8,593720.803365543,405458.332149568,999179.135515112,0
12,602567.217002626,410397.478090227,1012964.69509285,0
12.2,610297.984879956,414701.222743077,1024999.20762303,0
12.4,617213.081887644,418543.131029209,1035756.21291685,0
