time,S,R,T,dose_u1
0,28500,1500,30000,0
0.2,33160.9527841777,1697.59649927219,34858.5492834499,0
0.4,38505.0192061695,1918.36977070694,40423.3889768765,0
0.6,44666.6123615393,2166.16981018782,46832.7821717271,0
0.8,51760.470141305,2443.96440064655,54204.4345419515,0
1,59914.0593664042,2754.88098106915,62668.9403474734,0.25
1.2,69363.0133030646,3105.07653162944,72468.0898346941,0.25
1.4,80079.7271515968,3492.56394645214,83572.291098049,0.25
1.6,92284.2945192573,3922.68127361019,96206.9757928675,0.25
1.8,106142.066101362,4398.86820760835,110540.93430897,0.25
2,121818.649666848,4924.23809704501,126742.887763893,0.5
2.2,139330.741348809,5503.83706278701,144834.578411596,0.5
2.4,158712.36711642,6133.0848165361,164845.451932956,0.5
2.6,180183.00180998,6816.64820925954,186999.650019239,0.5
2.8,203845.391296816,7555.89446844989,211401.285765266,0.5
3,229740.279847908,8350.5240349802,238090.803882888,0.75
3.2,255439.498572894,9192.79626330107,264632.294836195,0.75
3.4,282521.409894848,10082.1188148649,292603.528709713,0.75
3.6,310828.772368932,11015.8191935406,321844.591562472,0.75
3.8,340236.603737216,11993.0523532033,352229.656090419,0.75
4,370498.57073873,13009.2708743163,383507.841613046,1
4.2,394030.608999225,14019.2274852278,408049.836484452,1
4.4,416896.074989681,15058.2824350839,431954.357424765,1
4.6,438926.974812022,16122.1372992137,455049.112111236,1
4.8,459842.19219142,17210.7584937959,477052.950685216,1
5,479449.78904161,18322.1001754053,497771.889217015,1.25
5.2,488523.493379635,19340.9816628835,507864.475042519,1.25
5.4,495961.712534067,20381.4617577201,516343.174291787,1.25
5.6,501869.954121708,21443.6491491152,523313.603270823,1.25
5.8,506135.494759178,22531.6599075503,528667.154666729,1.25
6,508810.008436697,23648.4044900412,532458.412926738,1
6.2,520682.124381744,24981.4053689187,545663.529750663,1
6.4,531031.204798294,26341.461968305,557372.666766599,1
6.6,539938.661752726,27728.1579361906,567666.819688917,1
6.8,547281.482729347,29146.0065594803,576427.489288827,1
7,553091.855640505,30598.0143147048,583689.869955209,0.75
7.2,574700.07736824,32257.2424644162,606957.319832657,0.75
7.4,594819.73205879,33913.5893079104,628733.321366701,0.75
7.6,613451.593678938,35564.3561231557,649015.949802093,0.75
7.8,630394.640664448,37207.1150433941,667601.755707842,0.75
8,645615.296838843,38841.0484379011,684456.345276744,1
8.2,636340.698304718,40242.6553797533,676583.353684472,1
8.4,626765.521325604,41714.4405245305,668479.961850134,1
8.6,616934.466870479,43257.3798360846,660191.846706563,1
8.8,606851.231293474,44883.8895819394,651735.120875413,1
9,596542.705469396,46600.6199415043,643143.3254109,0.75
9.2,609433.546020799,48739.6894725175,658173.235493317,0.75
9.4,620884.436775302,50885.3462586963,671769.783033998,0.75
9.6,630990.862146429,53037.906449659,684028.768596088,0.75
9.8,639656.502938855,55199.8690308056,694856.37196966,0.75
10,646928.393495632,57374.328212369,704302.721708001,0.5
10.2,674308.6912453,59795.9064115813,734104.597656881,0.5
10.4,699958.583329583,62117.4586958782,762076.042025461,0.5
10.6,723880.820707356,64338.8659599558,788219.686667312,0.5
10.8,745850.418253345,66447.1171993928,812297.535452738,0.5
11,765843.81227186,68441.1099760085,834284.922247868,0.75
11.2,756439.831457593,70033.2931881496,826473.124645743,0.75
11.4,747235.581535931,71707.9771859316,818943.558721862,0.75
11.6,738195.2698107,73462.9619992217,811658.231809921,0.75
11.8,729309.336734755,75308.6936264392,804618.030361194,0.75
12,720553.286069,77248.6886254893,797801.97469449,0.5
12.2,739937.231462301,79648.8729226955,819586.104384996,0.5
12.4,757574.194152089,81932.3839225299,839506.578074619,0.5
12.6,773586.273297185,84107.3264550285,857693.599752214,0.5
12.8,787868.721413144,86167.0189019898,874035.740315134,0.5
13,800495.221665211,88117.0351892717,888612.256854483,0.25
13.2,822940.256137051,90165.4011456622,913105.657282714,0.25
13.4,843392.581727454,92028.4449097507,935421.026637204,0.25
13.6,862009.040748028,93722.5866355762,955731.627383604,0.25
13.8,878691.456749848,95240.454615055,973931.911364903,0.25
14,893544.917486127,96593.0245324647,990137.942018591,0
14.2,907613.208212483,97835.6658419078,1005448.87405439,0
14.4,920166.42014827,98941.7553999833,1019108.17554825,0
14.6,931387.257447737,99928.3842066295,1031315.64165437,0
14.8,941261.784415341,100794.869264566,1042056.65367991,0
15,949911.360357363,101552.499888127,1051463.86024549,0
15.2,957312.971196076,102199.670888584,1059512.64208466,0
15.4,963829.780031303,102768.785204245,1066598.56523555,0
15.6,969588.400001492,103271.168671349,1072859.56867284,0
15.8,974598.822465292,103707.842927678,1078306.66539297,0
16,978943.485857025,104086.16152298,1083029.64738001,0
16.2,982624.638926851,104406.428769161,1087031.06769601,0
16.4,985843.851683122,104686.342099947,1090530.19378307,0
16.6,988672.108325605,104932.139319335,1093604.24764494,0
16.8,991118.954231919,105144.686992453,1096263.64122437,0
17,993230.045293737,105327.991769217,1098558.03706295,0
17.2,995010.043959898,105482.484649131,1100492.52860903,0
17.4,996561.532934566,105617.106675137,1102178.6396097,0
17.6,997920.764851096,105735.018734278,1103655.78358537,0
17.8,999093.458271179,105836.725541379,1104930.18381256,0
18,1000103.00698168,105924.2654919,1106027.27247358,0
18.2,1000952.01454955,105997.870234412,1106949.88478397,0
18.4,1001690.85730601,106061.915757568,1107752.77306357,0
18.6,1002337.27154859,106117.942968811,1108455.21451741,0
18.8,1002894.23938571,106166.212301546,1109060.45168725,0
19,1003373.1699511,106207.714664032,1109580.88461513,0
19.2,1003775.48917915,106242.574953818,1110018.06413297,0
19.4,1004123.1118539,106272.693937683,1110395.80579158,0
19.6,1004423.03045415,106298.678241307,1110721.70869546,0
19.8,1004681.75949183,106321.092876731,1111002.85236856,0
20,1004904.94098234,106340.42706083,1111245.36804317,0
20.2,1005097.20414513,106357.082149241,1111454.28629437,0
20.4,1005263.26807621,106371.467247161,1111634.73532337,0
20.6,1005406.49742402,106383.873991037,1111790.37141506,0
20.8,1005530.02218175,106394.573644505,1111924.59582626,0
21,1005636.54974924,106403.800818918,1112040.35056815,0
21.2,1005728.30008056,106411.747876135,1112140.04795669,0
21.4,1005807.53404871,106418.610713993,1112226.1447627,0
21.6,1005875.86255847,106424.528901204,1112300.39145968,0
21.8,1005934.78310753,106429.63217324,1112364.41528077,0
22,1005985.59023963,106434.032676356,1112419.62291598,0
22.2,1006029.34509824,106437.822335174,1112467.16743341,0
22.4,1006067.12789078,106441.094723585,1112508.22261437,0
22.6,1006099.70803804,106443.916490743,1112543.62452878,0
22.8,1006127.80055293,106446.349571118,1112574.15012405,0
23,1006152.0233685,106448.447488673,1112600.47085718,0
23.2,1006172.88293277,106450.254110295,1112623.13704306,0
23.4,1006190.89467979,106451.814080715,1112642.70876051,0
23.6,1006206.42569284,106453.159194554,1112659.58488739,0
23.8,1006219.81704298,106454.318993015,1112674.136036,0
24,1006231.36345307,106455.319002611,1112686.68245568,0
24.2,1006241.30645627,106456.180142882,1112697.48659916,0
24.4,1006249.89184581,106456.923702226,1112706.81554803,0
24.6,1006257.29465882,106457.564840651,1112714.85949947,0
24.8,1006263.67751658,106458.117642735,1112721.79515932,0
25,1006269.18093268,106458.59427824,1112727.77521092,0
