time,S,R,T,dose_u1
0,22500,7500,30000,0
0.2,26180.0571205116,8488.07855758473,34668.1356780963,0
0.4,30400.4352155736,9592.29771229456,39992.7329278681,0
0.6,35267.9863065677,10832.0730054343,46100.059312002,0
0.8,40874.3669789257,12222.4735564104,53096.840535336,0
1,47321.8546800872,13779.4759715925,61101.3306516797,0.125
1.2,54804.6568430012,15535.1456286014,70339.8024716026,0.125
1.4,63301.2317844246,17479.6859795222,80780.9177639468,0.125
1.6,72990.9706799329,19640.7533988321,92631.724078765,0.125
1.8,84011.4518072739,22036.715324827,106048.167132101,0.125
2,96503.1520206606,24684.7146894522,121187.866710113,0.25
2.2,110741.606550406,27623.2207280841,138364.82727849,0.25
2.4,126604.228280541,30822.9572181779,157427.185498719,0.25
2.6,144307.706034993,34310.5643650226,178618.270400016,0.25
2.8,163973.444883369,38095.4994851167,202068.944368486,0.25
3,185678.637805101,42179.2983992301,227857.936204331,0.375
3.2,209484.586964254,46578.0337285095,256062.620692763,0.375
3.4,235151.556000331,51233.9366967946,286385.492697125,0.375
3.6,262718.35140953,56142.9829383402,318861.334347871,0.375
3.8,292124.431267287,61286.2522411668,353410.683508453,0.375
4,323198.092582798,66629.8030233102,389827.895606108,0.5
4.2,354738.423298219,72113.5577261347,426851.981024353,0.5
4.4,387125.313081213,77697.5997797121,464822.912860925,0.5
4.6,420020.122558745,83333.6940298721,503353.816588617,0.5
4.8,453146.459423878,88978.6916180014,542125.15104188,0.5
5,486103.600129211,94575.9804124758,580679.580541687,0.375
5.2,520618.565613319,100140.75154048,620759.317153799,0.375
5.4,554467.295296785,105556.310945792,660023.606242577,0.375
5.6,587383.628474247,110791.252004488,698174.880478734,0.375
5.8,618989.504441179,115791.616421769,734781.120862948,0.375
6,649020.366612062,120524.993684615,769545.360296677,0.25
6.2,678344.664025126,124980.230633371,803324.894658498,0.25
6.4,705869.074137745,129135.803312747,835004.877450492,0.25
6.6,731591.109779226,132999.120657961,864590.230437187,0.25
6.8,755275.339274517,136538.857310658,891814.196585174,0.25
7,776901.369291159,139757.61168762,916658.980978779,0.125
7.2,796681.76018388,142658.311923835,939340.072107715,0.125
7.4,814644.057479282,145281.366760413,959925.424239694,0.125
7.6,830948.41938981,147653.704016861,978602.123406671,0.125
7.8,845521.775381455,149766.500007644,995288.275389099,0.125
8,858471.863861658,151637.760195328,1010109.62405699,0
8.2,869759.191611571,153267.361144898,1023026.55275647,0
8.4,879799.701595975,154713.97561036,1034513.67720634,0
8.6,888751.997450088,156001.553381562,1044753.55083165,0
8.8,896612.011055322,157130.112022293,1053742.12307762,0
9,903484.169882798,158115.349715047,1061599.51959785,0
9.2,909355.550532667,158955.865054995,1068311.41558766,0
9.4,914520.500776229,159694.501378599,1074215.00215483,0
9.6,919081.833344962,160346.253464553,1079428.08680951,0
9.8,923048.96851533,160912.630136724,1083961.59865205,0
10,926488.471157457,161403.317586141,1087891.7887436,0
10.2,929403.031468978,161818.817019119,1091221.8484881,0
10.4,931952.554564624,162182.098323733,1094134.65288836,0
10.6,934193.337703662,162501.254419034,1096694.5921227,0
10.8,936133.057418175,162777.418696891,1098910.47611507,0
11,937807.803812542,163015.773556654,1100823.5773692,0
11.2,939221.226937506,163216.866811861,1102438.09374937,0
11.4,940454.233774482,163392.250274565,1103846.48404905,0
11.6,941535.392932303,163546.004200254,1105081.39713256,0
11.8,942469.150746555,163678.770309116,1106147.92105567,0
12,943273.904509918,163793.174764217,1107067.07927414,0
12.2,943951.592003906,163889.499468659,1107841.09147257,0
12.4,944541.995228037,163973.408410622,1108515.40363866,0
12.6,945059.106484278,164046.894012569,1109106.00049685,0
12.8,945505.225972653,164110.28530975,1109615.5112824,0
13,945889.341337468,164164.861767542,1110054.20310501,0
13.2,946212.504000481,164210.774245459,1110423.27824594,0
13.4,946492.088117167,164250.493233663,1110742.58135083,0
13.6,946733.619921124,164284.804681872,1111018.424603,0
13.8,946942.255551534,164314.44173998,1111256.69729151,0
14,947122.465282948,164340.039899188,1111462.50518214,0
14.2,947277.919314588,164362.120865885,1111640.04018047,0
14.4,947412.369013662,164381.21783561,1111793.58684927,0
14.6,947528.4883359,164397.710812513,1111926.19914841,0
14.8,947628.769013383,164411.95386647,1112040.72287985,0
15,947715.369044089,164424.253613114,1112139.6226572,0
15.2,947790.059224744,164434.861642449,1112224.92086719,0
15.4,947854.648022964,164444.034885483,1112298.68290845,0
15.6,947910.423790413,164451.956367076,1112362.38015749,0
15.8,947958.586355446,164458.79652762,1112417.38288307,0
16,948000.174318493,164464.702897216,1112464.87721571,0
16.2,948036.039704223,164469.796500952,1112505.83620517,0
16.4,948067.05231942,164474.200887186,1112541.25320661,0
16.6,948093.831649047,164478.004045351,1112571.8356944,0
16.8,948116.954445865,164481.287893334,1112598.2423392,0
17,948136.919839574,164484.123322331,1112621.04316191,0
17.2,948154.137243891,164486.568480637,1112640.70572453,0
17.4,948169.024538098,164488.682718304,1112657.7072564,0
17.6,948181.879301873,164490.508298944,1112672.38760082,0
17.8,948192.9785493,164492.084564886,1112685.06311419,0
18,948202.561984166,164493.445559162,1112696.00754333,0
18.2,948210.826212863,164494.619203923,1112705.44541679,0
18.4,948217.971888851,164495.633995955,1112713.60588481,0
18.6,948224.141892457,164496.510226952,1112720.65211941,0
18.8,948229.469220747,164497.266784891,1112726.73600564,0
19,948234.068951319,164497.920012776,1112731.9889641,0
19.2,948238.035468727,164498.48331481,1112736.51878354,0
19.4,948241.465096202,164498.970370489,1112740.43546669,0
19.6,948244.426421093,164499.39092032,1112743.81734141,0
19.8,948246.983284411,164499.754030727,1112746.73731514,0
20,948249.190924012,164500.067546332,1112749.25847034,0
20.2,948251.094644368,164500.337901057,1112751.43254543,0
20.4,948252.740679522,164500.571660829,1112753.31234035,0
20.6,948254.161950113,164500.773500866,1112754.93545098,0
20.8,948255.389098226,164500.947772789,1112756.33687102,0
21,948256.448636275,164501.098241744,1112757.54687802,0
21.2,948257.36230882,164501.227995768,1112758.59030459,0
21.4,948258.152306369,164501.34018623,1112759.4924926,0
21.6,948258.834429426,164501.437057025,1112760.27148645,0
21.8,948259.423384746,164501.520696718,1112760.94408146,0
22,948259.931896966,164501.592912386,1112761.52480935,0
22.2,948260.37040236,164501.655186124,1112762.02558848,0
22.4,948260.749551198,164501.709030419,1112762.45858162,0
22.6,948261.076926855,164501.755522215,1112762.83244907,0
22.8,948261.359587741,164501.795663903,1112763.15525164,0
23,948261.603640945,164501.830322773,1112763.43396372,0
23.2,948261.814095264,164501.860210144,1112763.67430541,0
23.4,948261.996062187,164501.886051917,1112763.8821141,0
23.6,948262.153181274,164501.908364959,1112764.06154623,0
23.8,948262.288840127,164501.927630357,1112764.21647048,0
24,948262.40596977,164501.944264354,1112764.35023412,0
24.2,948262.506974112,164501.958608341,1112764.46558245,0
24.4,948262.594306345,164501.971010702,1112764.56531705,0
24.6,948262.669713228,164501.981719501,1112764.65143273,0
24.8,948262.734820592,164501.990965629,1112764.72578622,0
25,948262.791035141,164501.998948857,1112764.789984,0
