time,S,R,T,dose_u1
0,28500,1500,30000,0
0.2,33160.9527841777,1697.59649927219,34858.5492834499,0
0.4,38505.0192061695,1918.36977070694,40423.3889768765,0
0.6,44666.6123615393,2166.16981018782,46832.7821717271,0
0.8,51760.470141305,2443.96440064655,54204.4345419515,0
1,59914.0593664042,2754.88098106915,62668.9403474734,1.5
1.2,68221.8053272883,3089.73986113127,71311.5451884195,1.5
1.4,77270.4125023872,3455.32304491852,80725.7355473057,1.5
1.6,87117.7049582278,3855.40317448248,90973.1081327103,1.5
1.8,97779.4145178109,4292.50263543061,102071.917153242,1.5
2,109241.705637018,4768.38160692828,114010.087243946,0
2.2,125514.747781445,5341.10382944951,130855.851610894,0
2.4,143677.986658919,5965.68821200292,149643.674870922,0
2.6,163988.816347094,6647.54233866548,170636.35868576,0
2.8,186594.389557739,7388.66478921361,193983.054346953,0
3,211590.944390187,8189.51219107868,219780.456581265,1.5
3.2,228333.569409783,8929.38904729618,237262.958457079,1.5
3.4,245041.936251152,9704.68669878407,254746.622949936,1.5
3.6,261556.535232431,10512.0899987108,272068.625231142,1.5
3.8,277686.060517797,11353.3441928372,289039.404710634,1.5
4,293251.56041292,12227.1694311053,305478.729844025,0
4.2,327523.060250932,13381.785077758,340904.84532869,0
4.4,363725.024499665,14579.5799021893,378304.604401855,0
4.6,401645.535850603,15812.5346793286,417458.070529931,0
4.8,441060.244142906,17071.96473111,458132.208874016,0
5,481589.222792372,18345.869922335,499935.092714707,1.5
5.2,485210.821622629,19195.7792336753,504406.600856304,1.5
5.4,487249.673650874,20057.1493578459,507306.823008719,1.5
5.6,487853.035457917,20930.8112266648,508783.846684582,1.5
5.8,486958.651420473,21819.9438513996,508778.595271873,1.5
6,484654.848742399,22727.1648678455,507382.013610245,0
6.2,525615.873815209,24283.970422111,549899.84423732,0
6.4,566593.177663013,25819.7352011621,592412.912864175,0
6.6,607153.036784385,27321.094586461,634474.131370846,0
6.8,646920.807809478,28777.4934612009,675698.301270679,0
7,685435.247676631,30172.7353766095,715607.98305324,1.5
7.2,652871.288198087,30592.534573174,683463.822771262,1.5
7.4,622497.459760804,31092.4208058654,653589.880566669,1.5
7.6,593925.820069907,31665.7034537085,625591.523523616,1.5
7.8,567075.610619975,32317.5203134293,599393.130933404,1.5
8,541724.867934947,33046.8046526881,574771.672587635,0
8.2,581916.188814575,35036.3736255188,616952.562440093,0
8.4,621452.226606814,36970.7171513047,658422.943758119,0
8.6,659996.210582743,38837.4851619426,698833.695744685,0
8.8,697095.088442958,40615.8945418383,737710.982984797,0
9,732424.190981037,42293.4404259165,774717.631406953,1.5
9.2,673144.583858624,42263.6643634552,715408.248222079,1.5
9.4,620904.88430776,42441.3507332038,663346.235040964,1.5
9.6,574775.782885818,42812.2947684244,617588.077654243,1.5
9.8,533695.489016143,43357.8805747198,577053.369590863,1.5
10,496707.994450423,44060.5382442398,540768.532694663,0
10.2,536142.866626242,46897.4133290673,583040.27995531,0
10.4,575290.600020843,49678.5201875387,624969.120208381,0
10.6,613783.395253969,52383.4397197519,666166.834973721,0
10.8,651182.281726242,54982.4443690194,706164.726095261,0
11,687124.17676299,57454.600629069,744578.777392059,1.5
11.2,616019.213913631,57103.6519575389,673122.86587117,1.5
11.4,554922.873850074,57104.4748167785,612027.348666852,1.5
11.6,502274.089385145,57418.9664145995,559693.055799745,1.5
11.8,456385.531957036,57999.4346563529,514384.966613389,1.5
12,415887.561931689,58812.8506805673,474700.412612257,0
12.2,453187.012926698,63085.3992141321,516272.41214083,0
12.4,490887.999382707,67340.0831499281,558228.082532636,0
12.6,528563.309464454,71533.1720401523,600096.481504606,0
12.8,565862.388710969,75637.7722130905,641500.160924059,0
13,602374.606348997,79610.6149065752,681985.221255572,1.5
13.2,528764.877360436,78948.5782029819,607713.455563418,1.5
13.4,466456.675200069,78804.3869776395,545261.062177708,1.5
13.6,413519.507549277,79078.4421249484,492597.949674225,1.5
13.8,368022.768026702,79728.6060801955,447751.374106898,1.5
14,328440.617187707,80688.4312502052,409129.048437912,0
14.2,361345.154773182,87228.2729336106,448573.427706792,0
14.4,395221.158030738,93855.0046529311,489076.162683669,0
14.6,429707.933764433,100507.303637775,530215.237402208,0
14.8,464522.85071035,107126.44480714,571649.29551749,0
15,499297.807795574,113648.415266597,612946.223062171,1.5
15.2,429324.964540427,112492.629020646,541817.593561073,1.5
15.4,370792.535571481,112021.409520625,482813.945092106,1.5
15.6,321667.362288541,112139.485032923,433806.847321464,1.5
15.8,280008.048501727,112722.266855551,392730.315357278,1.5
16,244289.868081339,113687.490941251,357977.35902259,0
16.2,270800.441536702,123661.793521892,394462.235058594,0
16.4,298504.980601136,133909.091135769,432414.071736905,0
16.6,327162.440877399,144344.039477666,471506.480355066,0
16.8,356600.253401348,154892.937189594,511493.190590942,0
17,386534.26033209,165458.505747592,551992.766079683,1.5
17.2,325102.691419259,163276.575380167,488379.266799426,1.5
17.4,274346.280813265,161980.226029039,436326.506842304,1.5
17.6,232335.394995602,161403.142362928,393738.53735853,1.5
17.8,197272.489757689,161395.25037366,358667.740131349,1.5
18,167740.270720331,161814.759548577,329555.030268909,0
18.2,186733.198660416,176623.488496375,363356.687156791,0
18.4,206761.793789433,191967.000599751,398728.794389184,0
18.6,227710.81448775,207747.664344246,435458.478831996,0
18.8,249481.803331873,223871.908002667,473353.71133454,0
19,271889.604308603,240203.227209125,512092.831517728,1.5
19.2,222987.908658754,235710.968298287,458698.876957041,1.5
19.4,183225.010224425,232297.719433979,415522.729658404,1.5
19.6,150918.920130989,229731.400388516,380650.320519505,1.5
19.8,124518.679958178,227798.408797675,352317.088755854,1.5
20,102792.715612779,226326.526430481,329119.242043261,0
20.2,114451.915410444,247075.374077817,361527.289488261,0
20.4,126773.329763595,268619.15577755,395392.485541145,0
20.6,139698.276900004,290837.841143939,430536.118043942,0
20.8,153177.005329842,313616.139370581,466793.144700423,0
21,167106.427519691,336777.058069802,503883.485589493,1.5
21.2,133054.837516563,327458.780983226,460513.618499789,1.5
21.4,105986.522014705,319457.511788858,425444.033803562,1.5
21.6,84551.556908288,312481.123791034,397032.680699322,1.5
21.8,67519.4460665336,306269.30907439,373788.755140923,1.5
22,53912.7707877626,300618.369419014,354531.140206777,0
22.2,59812.5064241656,327215.222713063,387027.729137229,0
22.4,66019.7386079986,354722.726090932,420742.464698931,0
22.6,72497.4173950929,382968.452321481,455465.869716574,0
22.8,79221.5124166664,411810.636263352,491032.148680018,0
23,86140.918286079,441030.328057665,527171.246343744,1.5
23.2,66312.8046678192,423501.548730316,489814.353398135,1.5
23.4,51021.4752039423,407799.880588187,458821.355792129,1.5
23.6,39302.7749788845,393580.969660205,432883.74463909,1.5
23.8,30304.0154675604,380538.999908869,410843.015376429,1.5
24,23360.1222425592,368436.347095749,391796.469338308,0
24.2,25778.7882123116,399289.481552474,425068.269764785,0
24.4,28303.8564033143,430974.661991313,459278.518394627,0
24.6,30915.0269070201,463256.486613304,494171.513520324,0
24.8,33601.7638712863,495964.457350238,529566.221221524,0
25,36342.8421568123,528848.287371544,565191.129528356,0
