time,S,R,T,dose_u1
0,22500,7500,30000,1
0.2,26132.2578318238,8470.91535116364,34603.1731829874,1
0.4,30238.9441518468,9551.45165491009,39790.3958067568,1
0.6,34899.1656223549,10759.6534839589,45658.8191063138,1
0.8,40171.658345817,12109.0744451982,52280.7327910152,1
1,46115.8249308193,13613.8295243174,59729.6544551367,0
1.2,53364.2121307615,15320.1459956961,68684.3581264576,0
1.4,61588.0523128618,17206.7698504776,78794.8221633395,0
1.6,70959.6516849548,19299.8415685042,90259.493253459,0
1.8,81610.7852690954,21616.5355442207,103227.320813316,0
2,93675.7835829578,24172.7671804193,117848.550763377,1
2.2,105533.485346911,26958.9541584898,132492.4395054,1
2.4,118329.952368226,29982.743650087,148312.696018313,1
2.6,132106.164164071,33266.4902433033,165372.654407374,1
2.8,146865.147000809,36826.9166335273,183692.063634336,1
3,162558.430084717,40671.2791338916,203229.709218609,0
3.2,184041.910803264,44965.1049551138,229007.015758377,0
3.4,207366.084540887,49528.7209716365,256894.805512523,0
3.6,232627.205621379,54365.3134096717,286992.519031051,0
3.8,259808.316068376,59459.8020022787,319268.118070654,0
4,288794.12581075,64782.5554074454,353576.681218196,1
4.2,308708.304120393,70085.549210805,378793.853331198,1
4.4,328256.902901498,75572.0154808061,403828.918382304,1
4.6,347270.057201611,81216.2102775332,428486.267479144,1
4.8,365501.590804748,87017.9628096899,452519.553614437,1
5,382759.407004422,92962.8362621318,475722.243266554,0
5.2,416036.302588633,99444.5754145201,515480.878003153,0
5.4,449576.083400271,105879.712291924,555455.795692195,0
5.6,483009.616074308,112204.813852874,595214.429927182,0
5.8,516047.840408879,118384.02278161,634431.863190488,0
6,548335.247620925,124354.023753495,672689.271374421,1
6.2,551258.421752064,129490.954975517,680749.376727581,1
6.4,552775.499586537,134695.620124909,687471.119711445,1
6.6,553029.496403807,139974.625835498,693004.122239306,1
6.8,551975.707901174,145348.168074641,697323.875975815,1
7,549697.869519473,150832.381817939,700530.251337413,0
7.2,578537.134245535,157205.552974843,735742.687220378,0
7.4,605992.20020321,163220.654571473,769212.854774682,0
7.6,631985.376017606,168873.312349786,800858.688367391,0
7.8,656254.432802452,174111.873834016,830366.306636468,0
8,678714.31463543,178927.251182017,857641.565817447,1
8.2,655360.291815377,182382.176692689,837742.468508066,1
8.4,633342.36984907,186245.57531647,819587.94516554,1
8.6,612411.10765754,190488.90091005,802900.00856759,1
8.8,592501.017445434,195143.837465777,787644.854911211,1
9,573459.887982424,200208.95211651,773668.840098934,0
9.2,597467.424287634,206968.171843872,804435.596131506,0
9.4,619943.756826262,213252.869955252,833196.626781513,0
9.6,640910.181053597,219080.869048147,859991.050101744,0
9.8,660189.666880589,224408.526020462,884598.192901051,0
10,677782.333689919,229244.324217679,907026.657907597,1
10.2,640000.275387624,232116.258002642,872116.533390266,1
10.4,605772.627915125,235786.576997126,841559.204912252,1
10.6,574531.881495844,240204.288363672,814736.169859516,1
10.8,545921.008782521,245361.907732505,791282.916515026,1
