time,S,R,T,dose_u1
0,22500,7500,30000,1.5
0.2,26138.2648469518,8484.39937564762,34622.6642225994,1.5
0.4,30214.2282478535,9574.66249459104,39788.8907424445,1.5
0.6,34789.4129968164,10786.9163024522,45576.3292992686,1.5
0.8,39902.3769298729,12132.4740251589,52034.8509550318,1.5
1,45585.4026041154,13622.1190823317,59207.5216864471,0
1.2,52809.0657834688,15361.4751975698,68170.5409810386,0
1.4,61016.5321133083,17289.0529305927,78305.585043901,0
1.6,70383.2148995214,19432.6727131286,89815.8876126499,0
1.8,81044.7139156345,21811.030248126,102855.744163761,0
2,93140.4273172821,24441.7638383699,117582.191155652,1.5
2.2,103602.123377973,27104.5467876343,130706.670165607,1.5
2.4,114613.418435229,29962.8104797919,144576.228915021,1.5
2.6,126129.452713907,33025.3147739566,159154.767487863,1.5
2.8,138098.13728427,36304.2355496837,174402.372833953,1.5
3,150427.048938663,39800.6196207899,190227.668559453,0
3.2,170896.68290063,44171.292845207,215067.975745837,0
3.4,193248.996757748,48844.8080004514,242093.804758199,0
3.6,217622.109143017,53832.3560225528,271454.46516557,0
3.8,244030.142317449,59123.3548080795,303153.497125529,0
4,272398.25879373,64692.6837880614,337090.942581791,1.5
4.2,284728.984323959,69245.045143105,353974.029467064,1.5
4.4,296094.00609236,73900.1913741197,369994.19746648,1.5
4.6,306440.033279102,78642.2350605048,385082.268339607,1.5
4.8,315571.087056409,83470.5054556864,399041.592512095,1.5
5,323400.454125246,88377.4018349898,411777.855960236,0
5.2,355666.488760837,95511.2528987794,451177.741659616,0
5.4,388869.081262183,102736.858118544,491605.939380727,0
5.6,422655.963803339,109987.680769205,532643.644572544,0
5.8,456749.720874678,117199.706724632,573949.42759931,0
6,490791.226456793,124303.528115772,615094.754572565,1.5
6.2,479951.652137922,127854.197188403,607805.849326324,1.5
6.4,468481.813775386,131490.698571283,599972.51234667,1.5
6.6,456488.331938559,135216.519823628,591704.851762187,1.5
6.8,443994.588287361,139049.111347,583043.69963436,1.5
7,431073.388192032,142998.165853786,574071.554045819,0
7.2,463165.558005643,151636.710065334,614802.268070977,0
7.4,494842.349036633,160063.63298577,654905.982022403,0
7.6,525838.113946603,168225.433886504,694063.547833107,0
7.8,555806.941980055,176035.208108509,731842.150088563,0
8,584489.682719268,183438.045844621,767927.72856389,1.5
8.2,544901.379297777,184085.245255945,728986.624553722,1.5
8.4,508751.981254536,185280.616074963,694032.597329499,1.5
8.6,475590.615051898,186979.105445683,662569.720497581,1.5
8.8,445096.627864443,189154.505867984,634251.133732427,1.5
9,416876.285104418,191761.607894925,608637.892999343,0
9.2,445762.118030363,202550.185224878,648312.303255241,0
9.4,474061.658385586,213004.594729104,687066.25311469,0
9.6,501567.330200569,223069.574222348,724636.904422917,0
9.8,527976.15371694,232640.492467514,760616.646184453,0
10,553081.998843919,241658.720617017,794740.719460935,1.5
10.2,499275.96775492,239735.322442143,739011.290197063,1.5
10.4,452027.853325156,238907.53674493,690935.390070085,1.5
10.6,410501.592837806,239031.291023198,649532.883861004,1.5
10.8,373699.436335034,240002.470879641,613701.907214675,1.5
11,340760.16895382,241664.305684387,582424.474638207,0
11.2,365742.090291873,256042.650839819,621784.741131692,0
11.4,390418.757277107,270081.334080404,660500.091357511,0
11.6,414592.301120023,283695.417268831,698287.718388853,0
11.8,438005.064085537,296746.0206773,734751.084762836,0
12,460462.612510449,309144.894076135,769607.506586584,1.5
12.2,404941.274590121,304717.509757239,709658.78434736,1.5
12.4,357250.724687623,301833.491020081,659084.215707704,1.5
12.6,316240.541418832,300266.550773135,616507.092191967,1.5
