time,S,R,T,dose_u1
0,29970,30,30000,0
0.2,34871.2431432651,33.9518358477486,34905.1949791128,0
0.4,40490.5012176333,38.3669556255232,40528.8681732588,0
0.6,46968.8801800405,43.3221972080506,47012.2023772486,0
0.8,54426.6862514355,48.8766911654037,54475.5629426009,0
1,62997.4255603504,55.0926547859594,63052.5182151363,1.5
1.2,71728.3254865003,61.7861509436458,71790.111637444,1.5
1.4,81236.0813677604,69.0926669348857,81305.1740346953,1.5
1.6,91580.6987031946,77.0871224537013,91657.7858256483,1.5
1.8,102778.037247326,85.8195174653493,102863.856764791,1.5
2,114812.791947973,95.324536448912,114908.116484422,0
2.2,131896.722346959,106.761199279642,132003.483546238,0
2.4,150956.45663277,119.228287240021,151075.68492001,0
2.6,172257.964596004,132.831495472901,172390.796091477,0
2.8,195950.58304488,147.608113913856,196098.191158794,0
3,222129.620415724,163.563882173326,222293.184297897,1.5
3.2,239619.831131036,178.288208804083,239798.11933984,1.5
3.4,257062.613184042,193.711566201608,257256.324750244,1.5
3.6,274293.09076814,209.768788187504,274502.859556327,1.5
3.8,291112.406358161,226.495071091426,291338.901429253,1.5
4,307336.501195017,243.866493494241,307580.367688511,0
4.2,343141.007522855,266.82279967994,343407.830322535,0
4.4,380926.615940039,290.61630367271,381217.232243712,0
4.6,420458.481250299,315.081294516107,420773.562544815,0
4.8,461494.164167506,340.041000105164,461834.205167611,0
5,503629.126580483,365.253503048038,503994.380083531,1.5
5.2,507172.865995727,382.02250883414,507554.888504561,1.5
5.4,509121.771229548,399.046959612193,509520.81818916,1.5
5.6,509629.897131691,416.3471730047,510046.244304696,1.5
5.8,508640.534786378,433.995231255461,509074.530017633,1.5
6,506247.635818904,452.049865391954,506699.685684296,0
6.2,549069.464526862,483.040891500267,549552.505418362,0
6.4,591885.736971468,513.596775581609,592399.33374705,0
6.6,634239.541450732,543.44964977049,634782.991100503,0
6.8,675737.648053266,572.388854225582,676310.036907491,0
7,715889.403611313,600.087374817697,716489.490986131,1.5
7.2,681910.314640508,608.460563701225,682518.775204209,1.5
7.4,650360.830324608,618.541747701997,650979.37207231,1.5
7.6,620802.599759657,630.190300479905,621432.790060137,1.5
7.8,593138.87921005,643.519771407859,593782.398981458,1.5
8,567118.610084375,658.513291193917,567777.123375569,0
8.2,609770.431762261,698.697246859603,610469.129009121,0
8.4,651762.432641788,737.792828714961,652500.225470503,0
8.6,692726.623908899,775.541482887104,693502.165391786,0
8.8,732175.174556444,811.517097261073,732986.691653705,0
9,769753.900257349,845.459160398798,770599.359417748,1.5
9.2,707984.716304911,845.401209856221,708830.117514767,1.5
9.4,653732.393980278,849.692933540118,654582.086913818,1.5
9.6,605984.173485667,858.070630083319,606842.24411575,1.5
9.8,563586.091952825,870.159429864111,564456.251382689,1.5
10,525509.573100517,885.617212408888,526395.190312926,0
10.2,568359.275054533,944.165671678383,569303.440726211,0
10.4,610971.780024605,1001.60972773734,611973.389752342,0
10.6,652970.54910763,1057.60525500049,654028.15436263,0
10.8,693872.2829712,1111.54163049974,694983.8246017,0
11,733250.269406018,1162.92311576614,734413.192521784,1.5
11.2,658454.288035658,1157.53806206217,659611.82609772,1.5
11.4,594384.445245292,1159.44292213035,595543.888167422,1.5
11.6,539326.238873585,1168.15584871284,540494.394722298,1.5
11.8,491447.488099947,1182.71290671001,492630.201006657,1.5
12,449269.19115535,1202.43590851782,450471.627063868,0
12.2,491238.386046126,1293.38232978005,492531.768375906,0
12.4,533855.466844218,1384.37722014565,535239.844064363,0
12.6,576653.358911907,1474.58258827629,578127.941500183,0
12.8,619196.037634177,1563.06571908253,620759.103353259,0
13,661006.228617912,1648.95133935306,662655.179957265,1.5
13.2,581981.968574582,1639.26494790603,583621.233522489,1.5
13.4,515274.563282283,1641.03359473839,516915.596877021,1.5
13.6,458722.290164827,1652.61961825494,460374.909783082,1.5
13.8,410186.512778181,1672.66600399535,411859.178782176,1.5
14,367987.615040979,1700.06122702839,369687.676268007,0
14.2,407150.100677758,1846.3382047665,408996.438882525,0
14.4,447805.411779831,1995.65643616571,449801.068215997,0
14.6,489519.40833877,2146.58223405777,491665.990572827,0
14.8,531975.192653347,2297.83732109789,534273.029974445,0
15,574711.81409936,2447.89037449019,577159.70447385,1.5
15.2,496860.845384261,2433.72966135038,499294.575045612,1.5
15.4,431843.52560345,2436.44705237099,434279.972655821,1.5
15.6,377309.11265805,2453.13973030029,379762.25238835,1.5
15.8,331034.906428377,2481.80192326336,333516.70835164,1.5
16,291290.206652035,2520.65803407566,293810.86468611,0
16.2,325884.001297273,2762.51133173171,328646.512629005,0
16.4,362530.148253538,3014.05704604628,365544.205299584,0
16.6,401046.514863491,3273.76203695749,404320.276900448,0
16.8,441214.1799015,3539.83977861225,444754.019680112,0
17,482656.540598499,3809.79266405336,486466.333262552,1.5
17.2,409913.678756508,3789.62111595885,413703.299872467,1.5
17.4,349724.321841262,3793.6564224692,353517.978263732,1.5
17.6,299752.794662265,3817.49594683382,303570.290609099,1.5
17.8,257841.734282769,3857.98933465574,261699.723617424,1.5
18,222309.817533595,3912.31275800388,226222.130291599,0
18.2,251199.819828059,4322.77522201418,255522.595050073,0
18.4,282384.202690242,4757.06126950847,287141.263959751,0
18.6,315912.250146017,5214.63772839674,321126.887874414,0
18.8,351697.111574861,5693.41207303121,357390.523647893,0
19,389515.343140933,6189.89075853508,395705.233899468,1.5
19.2,324907.388353145,6159.21305270995,331066.601405855,1.5
19.4,271943.715266673,6162.37951252021,278106.094779193,1.5
19.6,228453.763069319,6193.19686786894,234646.959937188,1.5
19.8,192449.223750944,6246.50829082711,198695.732041771,1.5
20,162370.05055638,6317.85337323487,168687.903929614,0
20.2,185043.682537852,7029.64088357319,192073.323421425,0
20.4,209932.393714625,7794.28991708338,217726.683631709,0
20.6,237232.344095333,8614.61433080232,245846.958426136,0
20.8,266988.720322298,9489.4923988101,276478.212721108,0
21,299150.815007207,10415.4517715749,309566.266778782,1.5
21.2,244885.156743421,10360.3999365581,255245.556679979,1.5
21.4,200861.319587497,10351.082845536,211212.402433033,1.5
21.6,165172.952548089,10378.8507483125,175551.803296402,1.5
21.8,136069.990943766,10435.2225070754,146505.213450842,1.5
22,112166.412287325,10513.3656892264,122679.777976551,0
22.2,128709.87683383,11763.7457140574,140473.622547887,0
22.4,147128.930186264,13124.3067125135,160253.236898778,0
22.6,167667.839843831,14605.8575438619,182273.697387693,0
22.8,190457.895173067,16211.7800329424,206669.675206009,0
23,215576.203459016,17941.9419827513,233518.145441767,1.5
23.2,172927.386511335,17819.1909108546,190746.57742219,1.5
23.4,138768.478560939,17755.0581787631,156523.536739703,1.5
23.6,111505.493623401,17736.1479313315,129241.641554733,1.5
23.8,89669.6785281985,17750.0012682328,107419.679796431,1.5
24,72088.3516016284,17786.7588454334,89875.1104470618,0
24.2,83128.9128285671,19982.5625001598,103111.475328727,0
24.4,95552.0174519995,22394.8197597739,117946.837211773,0
24.6,109574.91082598,25050.8345851726,134625.745411153,0
24.8,125344.468869864,27965.3313904814,153309.800260345,0
25,142987.369384184,31148.6631667395,174136.032550923,0
