time,S,R,T,dose_u1
0,30000,10000,40000,0
0.2,33539.500306192,11260.8757983207,44800.3761045127,0
0.4,37413.950364978,12650.1416812498,50064.0920462278,0
0.6,41667.4665551624,14185.7649162271,55853.2314713895,0
0.8,46331.4754156563,15881.1345324591,62212.6099481154,0
1,51428.2681391586,17746.273214717,69174.5413538756,0.25
1.2,56785.3072673225,19814.1492936146,76599.4565609371,0.25
1.4,62490.0950278808,22057.818847137,84547.9138750178,0.25
1.6,68553.9059835513,24492.2935181472,93046.1995016985,0.25
1.8,74977.2203915869,27129.4991929103,102106.719584497,0.25
2,81741.7329057844,29973.4823106175,111715.215216402,0.5
2.2,88281.1747510322,33059.6064296696,121340.781180702,0.5
2.4,94953.043982904,36345.5898335652,131298.633816469,0.5
2.6,101710.948360394,39830.7176202261,141541.66598062,0.5
2.8,108507.373555403,43524.7689151125,152032.142470516,0.5
3,115283.566240594,47423.3049448767,162706.871185471,0.25
3.2,123133.295481776,51542.0555191051,174675.351000881,0.25
3.4,130996.984963713,55818.628160259,186815.613123972,0.25
3.6,138816.342759584,60228.21992041,199044.562679994,0.25
3.8,146525.072931322,64765.9554812336,211291.028412556,0.25
4,154056.684127115,69412.3077859533,223468.991913068,0
4.2,163862.587506917,74125.6814202117,237988.268927129,0
4.4,173627.874978141,78837.3593783296,252465.234356471,0
4.6,183280.157771229,83511.1825913081,266791.340362537,0
4.8,192775.92462528,88122.750786423,280898.675411703,0
5,202041.310645806,92635.8549862666,294677.165632072,0
5.2,210960.089524344,96994.7600094942,307954.849533838,0
5.4,219547.443717727,101202.176365107,320749.620082835,0
5.6,227784.012634876,105246.550076238,333030.562711114,0
5.8,235603.456193228,109094.673637483,344698.129830711,0
6,242978.546372533,112731.627276806,355710.173649339,0
6.2,249821.123838998,116113.356634379,365934.480473377,0
6.4,256227.764371546,119284.665878155,375512.430249701,0
6.6,262219.249400391,122254.562445247,384473.811845638,0
6.8,267758.354716971,125004.042612156,392762.397329128,0
7,272852.991433676,127536.121298081,400389.112731757,0
7.2,277454.49818532,129826.141733235,407280.639918555,0
7.4,281678.628986316,131930.347728267,413608.976714584,0
7.6,285560.34634521,133865.569912572,419425.916257782,0
7.8,289084.767263098,135624.105435655,424708.872698754,0
8,292272.531387049,137215.848885024,429488.380272073,0
8.2,295101.892700957,138629.714623826,433731.607324783,0
8.4,297666.834329394,139912.142994261,437578.977323655,0
8.6,299998.020269451,141078.243863195,441076.264132646,0
8.8,302091.056208421,142125.706765337,444216.762973758,0
9,303964.859297773,143063.849568576,447028.708866349,0
9.2,305610.591997264,143888.161006928,449498.753004192,0
9.4,307091.452041987,144630.116458922,451721.568500909,0
9.6,308428.63266138,145300.259482855,453728.892144235,0
9.8,309621.368263731,145898.16755493,455519.535818661,0
10,310682.702611992,146430.330099962,457113.032711954,0
10.2,311609.378398704,146895.083785654,458504.462184358,0
10.4,312439.687031455,147311.576242559,459751.263274014,0
10.6,313186.673506437,147686.327278926,460873.000785363,0
10.8,313850.506720487,148019.409186858,461869.915907345,0
11,314439.228925299,148314.841726653,462754.070651952,0
11.2,314951.528981141,148571.957440336,463523.486421477,0
11.4,315409.47089245,148801.812585875,464211.283478325,0
11.6,315820.614252564,149008.194314746,464828.80856731,0
11.8,316185.241274391,149191.240467683,465376.481742074,0
12,316508.060933726,149353.31025014,465861.371183866,0
12.2,316788.40824849,149494.066996057,466282.475244547,0
12.4,317038.684099055,149619.731696435,466658.41579549,0
12.6,317263.130858243,149732.432299602,466995.563157845,0
12.8,317461.960412152,149832.274051615,467294.234463767,0
13,317637.814843815,149920.582251417,467558.397095232,0
13.2,317790.377605225,149997.197097381,467787.574702605,0
13.4,317925.758163379,150065.18517839,467990.943341769,0
13.6,318045.748128973,150125.445615352,468171.193744325,0
13.8,318152.084478668,150178.850222611,468330.93470128,0
14,318246.313911303,150226.175400214,468472.489311517,0
14.2,318329.723299169,150268.067150546,468597.790449715,0
14.4,318403.709600034,150305.226789347,468708.936389381,0
14.6,318469.261598905,150338.150747126,468807.41234603,0
14.8,318527.336187777,150367.319475335,468894.655663112,0
15,318578.784213216,150393.160206963,468971.944420179,0
15.2,318624.313111604,150416.028173255,469040.341284859,0
15.4,318664.689728566,150436.308452285,469100.99818085,0
15.6,318700.456560004,150454.273471981,469154.730031986,0
15.8,318732.138086602,150470.18662334,469202.324709942,0
16,318760.200301124,150484.281932962,469244.482234086,0
16.2,318785.03051072,150496.753913175,469281.784423895,0
16.4,318807.048218982,150507.813250406,469314.861469389,0
16.6,318826.550112863,150517.608951811,469344.159064675,0
16.8,318843.822873342,150526.285002105,469370.107875447,0
17,318859.121103911,150533.969277516,469393.090381426,0
17.2,318872.656374366,150540.768041065,469413.424415431,0
17.4,318884.657744467,150546.796341614,469431.454086081,0
17.6,318895.287187327,150552.135533497,469447.422720823,0
17.8,318904.701167803,150556.864205285,469461.565373088,0
18,318913.038611413,150561.05213665,469474.090748063,0
18.2,318920.414949547,150564.757306829,469485.172256376,0
18.4,318926.95512706,150568.042473902,469494.997600963,0
18.6,318932.747487548,150570.952011882,469503.699499429,0
18.8,318937.877356749,150573.528779199,469511.406135947,0
19,318942.420486064,150575.81082538,469518.231311444,0
19.2,318946.439812599,150577.829763463,469524.269576062,0
19.4,318950.00345192,150579.619807724,469529.623259644,0
19.6,318953.159563607,150581.205148665,469534.364712272,0
19.8,318955.954658066,150582.609148491,469538.563806557,0
20,318958.43002398,150583.85254659,469542.282570569,0
20.2,318960.619964422,150584.952573484,469545.572537907,0
20.4,318962.561602371,150585.927876178,469548.489478549,0
20.6,318964.281184119,150586.791638299,469551.072822418,0
20.8,318965.804055993,150587.556591437,469553.36064743,0
21,318967.152717846,150588.234037406,469555.386755253,0
21.2,318968.345862465,150588.833365711,469557.179228177,0
21.4,318969.40371853,150589.364737357,469558.768455887,0
21.6,318970.340587708,150589.835336175,469560.175923884,0
21.8,318971.170280918,150590.252099498,469561.422380416,0
22,318971.90505782,150590.621185453,469562.526243273,0
22.2,318972.555103595,150590.947710142,469563.502813737,0
22.4,318973.131440067,150591.237209923,469564.36864999,0
22.6,318973.641859573,150591.493598957,469565.13545853,0
22.8,318974.093886995,150591.72065706,469565.814544055,0
23,318974.494201926,150591.921739455,469566.41594138,0
23.2,318974.848353662,150592.099633606,469566.947987268,0
23.4,318975.16234727,150592.257355916,469567.419703186,0
23.6,318975.440428276,150592.397038954,469567.83746723,0
23.8,318975.686696437,150592.520742069,469568.207438505,0
24,318975.904790955,150592.630293269,469568.535084223,0
24.2,318976.097735214,150592.72721123,469568.824946443,0
24.4,318976.268800896,150592.813139351,469569.081940247,0
24.6,318976.420301044,150592.889239497,469569.309540541,0
24.8,318976.55446927,150592.956633636,469569.511102906,0
25,318976.673288267,150593.016317693,469569.68960596,0
