40000,40000,40000
54271.5341686506,54271.5341686506,54271.5341686506
73633.5364055545,73633.5364055545,73633.5364055545
99893.9083789821,99893.9083789821,99893.9083789821
135484.070969533,135484.070969533,135484.070969533
183535.490937709,183535.490937709,183535.490937709
247507.073402071,247507.073402071,247507.073402071
328334.910732673,328334.910732673,328334.910732673
414692.747904844,414692.747904844,414692.747904844
477791.135192622,477791.135192622,477791.135192622
505778.986621498,505778.986621498,505778.986621498
514498.011457703,514498.011457703,514498.011457703
516844.973051997,516844.973051997,516844.973051997
517449.607388133,517449.607388133,517449.607388133
517603.549671609,517603.549671609,517603.549671609
