30000,30000,30000
23686.63342,19747.80098,23145.95017
46670.84721,41425.07822,41347.82059
104127.0037,82174.21225,85730.79665
233098.3427,190837.5184,179923.2261
424791.1018,317650.2096,312711.9692
463822.1247,372288.9557,378928.546
537414.2219,587898.1176,570414.5238
478517.8955,496007.7972,472873.1623
716429.9412,752438.2443,713021.5341
637358.3196,552844.7211,573540.2738
