time,S,R,T
0,28500,1500,30000
0.2,31892.8303960897,1694.12996516117,33586.9603612509
0.4,35529.1541750195,1910.03560756287,37439.1897825824
0.6,39413.313240014,2150.37710494833,41563.6903449623
0.8,43541.8540479596,2417.86307054311,45959.7171185027
1,47903.4883125571,2715.13891588268,50618.6272284397
1.2,52476.5239155281,3044.82180675675,55521.3457222848
1.4,57247.8168527888,3409.54313250462,60657.3599852934
1.6,62178.5689473709,3812.50086930528,65991.0698166761
1.8,67248.8387732136,4256.43965104007,71505.2784242537
2,72407.8142205331,4744.90187241998,77152.7160929531
2.2,77625.701572488,5280.87994350315,82906.5815159911
2.4,82845.8451359801,5868.22939242177,88714.0745284018
2.6,88028.9164598232,6510.22375083033,94539.1402106536
2.8,93116.9296772737,7211.13556976285,100328.065247037
3,98063.2553970921,7974.56061653802,106037.81601363
3.2,102822.148653833,8806.89406453169,111629.042718364
3.4,107343.278209015,9711.23325542721,117054.511464442
3.6,111577.792044652,10691.7482791585,122269.540323811
3.8,115489.020120947,11754.7803135495,127243.800434497
4,119052.181217738,12908.7761959836,131960.957413721
4.2,122212.519659443,14156.873910608,136369.393570051
4.4,124927.274981518,15504.335944385,140431.610925903
4.6,127230.577064745,16966.2032527932,144196.780317538
4.8,129087.173811818,18548.6931934271,147635.867005245
5,130457.996510797,20257.5377489507,150715.534259748
5.2,131334.960656783,22103.0405965573,153438.00125334
5.4,131787.203754744,24107.9820495835,155895.185804327
5.6,131763.188741488,26275.6452251486,158038.833966637
5.8,131254.96599152,28616.3555926946,159871.321584215
6,130308.315964235,31153.6084420732,161461.924406308
6.2,128950.322361907,33906.3162873222,162856.638649229
6.4,127166.877764764,36883.2952564244,164050.173021188
6.6,124966.972362349,40099.1523044614,165066.12466681
6.8,122424.278078009,43591.6690755806,166015.94715359
7,119545.839544107,47374.0288196807,166919.868363788
7.2,116365.331089105,51469.1699217784,167834.501010884
7.4,112917.216185083,55901.1983613976,168818.41454648
7.6,109199.513937453,60694.3623307774,169893.87626823
7.8,105261.445657574,65875.4659530264,171136.911610601
8,101137.025066365,71472.0404081988,172609.065474563
8.2,96857.9900629538,77510.5183413556,174368.508404309
8.4,92430.5475061907,84003.1575860043,176433.705092195
8.6,87896.7320453941,90982.5428842366,178879.274929631
8.8,83286.3636878375,98474.5719012751,181760.935589113
9,78627.1979978621,106497.163116772,185124.361114634
9.2,73937.9904144305,115035.780030884,188973.770445314
9.4,69250.1989746084,124120.019357523,193370.218332132
9.6,64590.2831693801,133761.144272078,198351.427441458
9.8,59983.7662536166,143950.67218727,203934.438440887
10,55454.319521547,154634.474034116,210088.793555663
10.2,51027.5927443232,165821.11589096,216848.708635284
10.4,46727.9212239618,177488.719979326,224216.641203288
10.6,42576.8552070113,189589.795266876,232166.650473887
10.8,38591.9868722014,202041.086054384,240633.072926586
11,34796.4595820911,214805.866370162,249602.325952253
