time,S,R,T
0,39960,40,40000
0.2,44674.9475959838,45.0438920881695,44719.9914880719
0.4,49851.6848950212,50.6199209633969,49902.3048159846
0.6,55535.0979765535,56.7839717224788,55591.881948276
0.8,61763.7705232694,63.5855625264809,61827.3560857959
1,68572.2668864311,71.070560271959,68643.337446703
1.2,75980.6216188848,79.2684761108862,76059.8900949957
1.4,84019.7352282441,88.2225327702003,84107.9577610143
1.6,92708.8261644442,97.9615122033542,92806.7876766475
1.8,102047.079644609,108.493279498355,102155.572924107
2,112060.146184064,119.854106487229,112180.000290551
2.2,122705.047096183,132.00233654137,122837.049432724
2.4,133994.708207396,144.960269888595,134139.668477285
2.6,145885.018727463,158.682430762322,146043.701158226
2.8,158324.613755828,173.114648856656,158497.728404685
3,171284.34934188,188.22866737763,171472.578009257
3.2,184651.994058424,203.89270504226,184855.886763466
3.4,198394.027004707,220.073764715389,198614.100769422
3.6,212401.087957048,236.638494523288,212637.726451572
3.8,226573.348557519,253.469210162402,226826.817767681
4,240803.215421124,270.437723473076,241073.653144597
4.2,254998.478648684,287.429746819069,255285.908395503
4.4,269064.288758942,304.32595575837,269368.614714701
4.6,282869.023691461,320.964328507977,283189.988019969
4.8,296313.363478789,337.219647985625,296650.583126774
5,309381.526799942,353.067939793881,309734.594739736
5.2,321947.833978259,368.349115393716,322316.183093653
5.4,333927.199959101,382.951634476186,334310.151593577
5.6,345325.796548391,396.880058705731,345722.676607097
5.8,356070.517936314,410.035477522802,356480.553413836
6,366121.526248567,422.360417839655,366543.886666407
6.2,375491.277381864,433.868827184842,375925.146209049
6.4,384194.567815996,444.575488911206,384639.143304907
6.6,392236.385534783,454.478816749681,392690.864351533
6.8,399640.610143471,463.605402660202,400104.215546132
7,406432.91372549,471.989023275731,406904.902748766
7.2,412667.178704247,479.69175874001,413146.870462987
7.4,418392.076018822,486.772151492305,418878.848170314
7.6,423494.447650401,493.08532430466,423987.532974706
7.8,428112.082311626,498.802658576731,428610.884970203
8,432299.818617907,503.991423323008,432803.81004123
8.2,436119.876036973,508.72850046004,436628.604537433
8.4,439632.603427377,513.088635316712,440145.692062694
8.6,442686.703796931,516.878019047306,443203.581815979
8.8,445434.014228878,520.288066573587,445954.302295452
9,447917.535984665,523.372208864546,448440.90819353
9.2,450182.288431156,526.186679025203,450708.475110181
9.4,452271.969873574,528.786230197083,452800.756103771
9.6,454083.029998583,531.037000170016,454614.066998753
9.8,455711.868767905,533.061754221184,456244.930522126
10,457179.75070315,534.88711917302,457714.637822323
10.2,458506.447514539,536.538021635061,459042.985536174
10.4,459710.110637396,538.037511610538,460248.148149006
10.6,460777.800814751,539.365979155974,461317.166793907
10.8,461733.67927203,540.555522365594,462274.234794396
11,462585.48549585,541.615879368252,463127.101375218
11.2,463338.795812872,542.554160402055,463881.349973274
11.4,463997.023389808,543.374847814358,464540.398237622
