time,S,R,T
0,20000,20000,40000
0.2,22335.5516839325,22521.4281767382,44856.9798606707
0.4,24853.6991709821,25307.9007024213,50161.5998734034
0.6,27561.6753376151,28387.0337897949,55948.70912741
0.8,30461.4950619596,31783.4563606284,62244.951422588
1,33550.4219426668,35520.1881126111,69070.6100552779
1.2,36818.9813860422,39613.6566030961,76432.6379891383
1.4,40257.2920847105,44085.8761588053,84343.1682435157
1.6,43847.8904598033,48950.3384936504,92798.2289534537
1.8,47570.2546776758,54220.5496747341,101790.80435241
2,51398.6545333906,59904.7596955496,111303.41422894
2.2,55300.2955839941,66006.9381170164,121307.23370101
2.4,59242.0222763142,72527.2002729573,131769.222549272
2.6,63180.7782548727,79456.9309399362,142637.709194809
2.8,67077.4504148258,86787.1620113432,153864.612426169
3,70882.9068544756,94495.6100998138,165378.516954289
3.2,74553.8636354425,102556.71067776,177110.574313202
3.4,78042.3344043855,110933.072579169,188975.406983554
3.6,81306.3305498831,119614.504052002,200920.834601885
3.8,84306.7269768431,128559.186057399,212865.913034242
4,87008.2286708095,137710.32186424,224718.55053505
4.2,89365.6324089389,147049.861209208,236415.493618147
4.4,91354.974733855,156533.453282438,247888.428016294
4.6,92972.6306000325,166103.450470467,259076.0810705
4.8,94173.2571667407,175729.479331163,269902.736497904
5,94952.995097563,185374.392187067,280327.38728463
5.2,95353.2551149165,195006.826102035,290360.081216952
5.4,95335.7287079083,204585.231381733,299920.960089642
5.6,94910.3023248409,214080.645240325,308990.947565166
5.8,94136.0053255691,223486.511242446,317622.516568015
6,92994.3047344711,232760.908974138,325755.213708609
6.2,91501.0762944719,241880.841283735,333381.917578207
6.4,89707.2837373209,250851.68105671,340558.964794031
6.6,87633.6404831154,259649.610221214,347283.250704329
6.8,85316.1634068189,268264.514385024,353580.677791843
7,82777.7667805652,276691.6408361,359469.407616666
7.2,80046.1408988584,284929.238554225,364975.379453083
7.4,77165.9679466365,292976.945709697,370142.913656334
7.6,74177.8465851917,300838.571629585,375016.418214777
7.8,71080.755710026,308501.494065477,379582.249775503
8,67921.001994621,315976.15852863,383897.160523251
8.2,64731.3839572986,323269.062603983,388000.446561281
8.4,61534.2638671231,330378.824962406,391913.088829529
8.6,58331.4059106103,337285.966439815,395617.372350425
8.8,55154.3435726467,344001.752752493,399156.09632514
9,52021.2650564909,350526.385033928,402547.650090419
9.2,48942.6753983608,356849.705558094,405792.380956455
9.4,45929.4537405976,362965.518541299,408894.972281897
9.6,42992.6990960903,368871.316007614,411864.015103704
9.8,40140.2908984296,374562.275272341,414702.566170771
10,37389.6935426099,380056.193638387,417445.887180997
10.2,34743.2732975025,385344.8521497,420088.125447202
10.4,32206.3011788863,390429.488956205,422635.790135091
10.6,29783.341703197,395309.436431991,425092.778135188
10.8,27478.2583324117,399982.105576418,427460.36390883
11,25291.6777056964,404450.250662621,429741.928368317
11.2,23223.4687459031,408714.866917898,431938.335663801
11.4,21275.8758249075,412777.294609409,434053.170434317
11.6,19448.7580587938,416639.109949629,436087.868008423
11.8,17738.5424748976,420302.101107513,438040.643582411
12,16141.7685248515,423768.349433244,439910.117958096
12.2,14658.3999130254,427045.738540738,441704.138453763
12.4,13283.3355829146,430137.653950249,443420.989533164
12.6,12011.1302933959,433048.710917865,445059.841211261
12.8,10836.3532367178,435784.607250921,446620.960487639
13,9758.87832600507,438351.929595442,448110.807921447
13.2,8770.60896204415,440757.489308609,449528.098270653
13.4,7865.43545620682,443008.820604337,450874.256060544
13.6,7038.23979702376,445112.272329721,452150.512126744
13.8,6286.99997331174,447070.607239236,453357.607212548
14,5604.74974943279,448892.35478179,454497.104531223
14.2,4986.3700468937,450583.894261477,455570.264308371
14.4,4428.09898600203,452151.670479569,456579.769465572
14.6,3924.52157423211,453602.04845962,457526.570033852
14.8,3470.76314890129,454941.419301009,458412.18244991
15,3063.89433953033,456175.821867721,459239.716207251
15.2,2700.04847072171,457311.464742186,460011.513212908
15.4,2374.33751873045,458354.741443079,460729.07896181
15.6,2083.28495649594,459311.611129272,461394.896085768
15.8,1825.05408191942,460187.374314279,462012.428396199
16,1595.3425042189,460988.32187,462583.664374219
16.2,1392.04439017586,461719.194631571,463111.239021747
16.4,1212.66347536605,462385.0801668,463597.743642166
16.6,1053.98005312439,462991.696592896,464045.67664602
16.8,915.032241115054,463541.987519061,464457.019760176
17,792.837697948082,464041.511887724,464834.349585672
17.2,685.393572580717,464494.52086321,465179.914435791
17.4,591.629651671535,464903.960179516,465495.589831187
17.6,509.572216673282,465274.024963215,465783.597179888
17.8,438.289601582469,465607.382363374,466045.671964957
18,376.173828534807,465907.701529288,466283.875357822
18.2,322.456412196216,466177.312096345,466499.768508541
18.4,275.796249403583,466419.474151613,466695.270401016
18.6,235.625002841943,466636.10268799,466871.727690832
18.8,200.839792242313,466830.058688481,467030.898480723
19,170.991354932169,467002.973504468,467173.9648594
19.2,145.255797075156,467157.194679041,467302.450476116
19.4,123.155255772617,467294.361756883,467417.517012655
19.6,104.240367817891,467416.063150593,467520.30351841
19.8,88.0608585183339,467523.845841112,467611.90669963
20,74.2456278967626,467619.057941377,467693.303569274
20.2,62.4943719272461,467702.907917069,467765.402288996
20.4,52.4961619791555,467776.559593494,467829.055755473
20.6,44.0388362975393,467840.977562766,467885.016399063
20.8,36.8699570838566,467897.15988489,467934.029841974
21,30.8274784816536,467945.901126063,467976.728604545
21.2,25.7259185506798,467988.015352788,468013.741271338
21.4,21.4346015362609,468024.174626923,468045.60922846
21.6,17.8268342703916,468055.018697112,468072.845531383
21.8,14.7982564025578,468081.114485372,468095.912741775
22,12.2657192983541,468102.958286791,468115.22400609
22.2,10.1481848307823,468121.018055118,468131.166239949
22.4,8.38279817022625,468135.699942609,468144.082740779
22.6,6.91267541822733,468147.3747837,468154.287459119
22.8,5.69004247034584,468156.374914774,468162.064957244
23,4.67609655498535,468162.991554899,468167.667651454
23.2,3.834976651242,468167.49582838,468171.330805032
23.4,3.14048027447548,468170.116140489,468173.256620764
23.6,2.56649409358788,468171.070203156,468173.63669725
23.8,2.09447651032792,468170.540224586,468172.634701097
24,1.70591949281325,468168.698806539,468170.404726032
24.2,1.38743882179164,468165.691785204,468167.079224026
24.4,1.12631358752921,468161.6546544,468162.780967988
24.6,0.912828461702467,468156.704373734,468157.617202195
24.8,0.73854136913101,468150.946221935,468151.684763304
25,0.596856653659736,468144.471560302,468145.068416956
