time,S,R,T
0,20000,20000,40000
0.2,22359.318338898,22521.3960331528,44880.7143720508
0.4,24948.5558512256,25307.5614859389,50256.1173371645
0.6,27789.4116222236,28385.5635429396,56174.9751651632
0.8,30900.2927676743,31779.123101936,62679.4158696103
1,34297.3743908272,35509.8720283904,69807.2464192177
1.2,37989.3572006292,39590.9615527022,77580.3187533314
1.4,41989.7132507917,44041.7091645608,86031.4224153525
1.6,46306.0458077726,48874.1168803577,95180.1626881303
1.8,50935.4401431903,54089.0056393745,105024.445782565
2,55887.763170832,59701.0668905247,115588.830061357
2.2,61137.9350789931,65684.9590578016,126822.894136795
2.4,66690.491408884,72049.4971184947,138739.988527379
2.6,72514.7065052752,78761.344777183,151276.051282458
2.8,78587.1988653927,85796.0392587492,164383.238124142
3,84882.5671897101,93125.9784753677,178008.545665078
3.2,91347.6788335139,100688.91006318,192036.588896694
3.4,97959.7038904938,108460.560379367,206420.264269861
3.6,104659.574561803,116367.975658132,221027.550219935
3.8,111397.947441055,124353.627537065,235751.574978121
4,118116.39927218,132347.243805069,250463.643077249
4.2,124774.018532764,140297.504697504,265071.523230268
4.4,131324.620562095,148146.218265306,279470.838827401
4.6,137701.40674358,155810.9329193,293512.33966288
4.8,143852.298841838,163225.955948853,307078.254790691
5,149794.610193991,170410.913465871,320205.523659862
5.2,155463.792775503,177283.490476999,332747.283252502
5.4,160825.835181457,183798.586120352,344624.421301809
5.6,165878.875678047,189952.438461789,355831.314139836
5.8,170615.801716616,195733.649422945,366349.451139561
6,175020.498233641,201118.272016778,376138.770250419
6.2,179091.532597856,206101.560985037,385193.093582893
6.4,182839.122319885,210696.662717871,393535.785037756
6.6,186271.475067203,214909.416948004,401180.892015207
6.8,189405.308299017,218757.762114377,408163.070413394
7,192251.953479964,222256.728357703,414508.681837667
7.2,194833.878804987,225433.256972531,420267.135777518
7.4,197181.112988891,228322.992856446,425504.105845337
7.6,199305.954867533,230940.344028866,430246.298896399
7.8,201180.78891936,233249.946922797,434430.735842158
8,202862.835828557,235322.852304375,438185.688132933
8.2,204378.990881775,237192.34459385,441571.335475625
8.4,205758.724462879,238895.132814108,444653.857276987
8.6,206993.571362511,240419.478417045,447413.049779556
8.8,208073.195706158,241751.374852232,449824.57055839
9,209041.374348922,242946.231864134,451987.606213056
9.2,209915.94550743,244026.373203945,453942.318711374
9.4,210714.934624389,245014.489660578,455729.424284967
9.6,211422.974346691,245889.824838149,457312.79918484
9.8,212049.474303268,246664.073367074,458713.547670342
10,212610.665300043,247357.952699045,459968.617999089
10.2,213113.237826512,247979.855112806,461093.092939318
