time,S,R,T
10.4,213562.784652166,248536.863365051,462099.648017218
10.6,213964.810990961,249034.583929448,462999.394920409
10.8,214322.521537978,249477.512319257,463800.033857236
11,214638.418636971,249868.769257044,464507.187894015
11.2,214913.969973247,250210.155532934,465124.125506181
11.4,215152.22262278,250505.428283326,465657.650906106
11.6,215370.21619263,250775.623286079,466145.839478708
11.8,215561.82539786,251013.189290294,466575.014688154
12,215728.928462321,251220.461071571,466949.389533892
12.2,215872.864005421,251399.114147078,467271.978152499
12.4,215997.569293179,251553.976481743,467551.545774922
12.6,216109.559641881,251693.003472026,467802.563113907
12.8,216207.293033508,251814.360253667,468021.653287175
13,216292.254495648,251919.884741746,468212.139237394
13.2,216365.643798137,252011.064521292,468376.708319429
13.4,216425.108480897,252085.010906381,468510.119387279
13.6,216473.549254839,252145.297914432,468618.847169271
13.8,216515.055416342,252196.967750311,468712.023166654
14,216551.539359573,252242.382003146,468793.921362718
14.2,216584.913478694,252283.902262061,468868.815740755
14.4,216617.090167871,252323.890116185,468940.980284056
14.6,216649.981821268,252364.707154643,469014.688975911
14.8,216676.521618862,252397.660745288,469074.182364149
15,216693.464076135,252418.762664101,469112.226740237
15.2,216708.74385541,252437.78845464,469146.53231005
15.4,216723.330832787,252455.939381416,469179.270214203
15.6,216738.194884366,252474.41670894,469212.611593306
15.8,216754.305886247,252494.421701725,469248.727587973
16,216772.63371453,252517.155624284,469289.789338814
16.2,216789.110409281,252537.59130511,469326.701714391
16.4,216798.903033153,252549.755806928,469348.658840081
16.6,216808.126820882,252561.211763861,469369.338584744
16.8,216817.082455682,252572.333096094,469389.415551776
17,216826.070620768,252583.493723807,469409.564344575
17.2,216835.391999352,252595.067567185,469430.459566537
17.4,216845.347274649,252607.428546409,469452.775821058
17.6,216854.737179077,252619.07761912,469473.814798197
17.8,216860.721648892,252626.466909255,469487.188558148
18,216865.990344433,252632.953411292,469498.943755726
18.2,216870.576258016,252638.576784434,469509.153042449
18.4,216874.512381956,252643.376687882,469517.889069838
18.6,216877.831708572,252647.392780839,469525.224489411
18.8,216880.567230178,252650.664722508,469531.231952686
19,216882.820499781,252653.330843125,469536.151342906
19.2,216884.89243311,252655.816391373,469540.708824482
19.4,216886.631473325,252657.895427369,469544.526900694
19.6,216888.088890406,252659.633915129,469547.722805535
19.8,216889.315954334,252661.097818664,469550.413772998
20,216890.363935087,252662.353101988,469552.717037076
20.2,216891.284102647,252663.465729115,469554.749831763
20.4,216892.055399907,252664.403610071,469556.459009978
20.6,216892.156122206,252664.455925907,469556.612048113
20.8,216892.119992298,252664.34270291,469556.462695208
21,216891.986318746,252664.11368897,469556.100007716
21.2,216891.794410109,252663.81863198,469555.613042089
21.4,216891.58357495,252663.507279831,469555.090854781
21.6,216891.393121828,252663.229380416,469554.622502244
21.8,216891.262359306,252663.034681627,469554.297040933
22,216891.230595944,252662.972931355,469554.203527299
22.2,216891.337140304,252663.093877493,469554.431017797
22.4,216891.621300947,252663.447267932,469555.068568879
22.6,216892.122386434,252664.082850565,469556.205236999
22.8,216892.879705325,252665.050373283,469557.930078608
23,216893.238382213,252665.510168881,469558.748551094
23.2,216893.243103202,252665.518875166,469558.761978368
23.4,216893.284060383,252665.575805451,469558.859865834
23.6,216893.372929486,252665.695303386,469559.068232871
23.8,216893.521386239,252665.891712619,469559.413098858
24,216893.741106373,252666.1793768,469559.920483173
24.2,216894.043765617,252666.572639579,469560.616405196
24.4,216894.4410397,252667.085844606,469561.526884306
24.6,216894.944604353,252667.733335529,469562.677939881
24.8,216895.566135303,252668.529455998,469564.095591301
25,216896.317308282,252669.488549662,469565.805857944
