time,S,R,T
11.6,103995.929679546,362497.194259052,466493.123938597
11.8,104074.381202014,362788.373904771,466862.755106785
12,104143.372006776,363044.413505093,467187.78551187
12.2,104204.242565265,363270.274453252,467474.517018517
12.4,104257.70180805,363468.629587378,467726.331395428
12.6,104304.603562676,363642.66902159,467947.272584266
12.8,104346.489467961,363797.982152379,468144.471620341
13,104384.491482886,363938.693556373,468323.185039258
13.2,104418.464960191,364064.41067197,468482.875632162
13.4,104448.764333524,364176.475728521,468625.240062045
13.6,104475.585725087,364275.651166071,468751.236891158
13.8,104498.966945639,364362.119635363,468861.086581002
14,104518.787494498,364435.483997836,468954.271492335
14.2,104535.068350913,364495.851828313,469030.920179226
14.4,104553.584648846,364564.139404293,469117.724053139
14.6,104570.449958863,364626.304965909,469196.754924772
14.8,104585.558179598,364681.975089452,469267.53326905
15,104598.695771293,364730.380596435,469329.076367728
15.2,104609.541755804,364770.356553587,469379.898309391
15.4,104617.667716592,364800.34227286,469418.009989452
15.6,104622.537798731,364818.381311423,469440.919110154
15.8,104628.142029324,364839.088414153,469467.230443476
16,104635.153011392,364864.927795378,469500.080806771
16.2,104641.143213881,364887.00884188,469528.152055762
16.4,104645.995985395,364904.900921845,469550.89690724
16.6,104649.5511587,364918.011729231,469567.562887931
16.8,104651.605050718,364925.587283775,469577.192334492
17,104651.910462532,364926.711930986,469578.622393518
17.2,104650.78640835,364922.563387436,469573.349795786
17.4,104651.730107756,364926.07303436,469577.803142116
17.6,104652.256027937,364928.044675607,469580.300703545
17.8,104652.406717885,364928.631337401,469581.038055286
18,104652.217357212,364927.958057232,469580.175414445
18.2,104651.715756159,364926.121883859,469577.837640018
18.4,104650.922355587,364923.191877307,469574.114232894
18.6,104649.850226986,364919.209108867,469569.059335853
18.8,104648.941977779,364915.866640802,469564.808618582
19,104648.199429417,364913.162981669,469561.362411086
19.2,104647.534157437,364910.749976058,469558.284133496
19.4,104646.997328209,364908.816568322,469555.813896531
19.6,104646.637788278,364907.543130518,469554.180918795
19.8,104646.502064365,364907.101462406,469553.603526771
20,104646.63436337,364907.654791452,469554.289154822
20.2,104646.948570154,364908.879645102,469555.828215256
20.4,104647.08312173,364909.42376115,469556.50688288
20.6,104647.307597766,364910.292482697,469557.600080462
20.8,104647.598595055,364911.39686447,469558.995459525
21,104647.925880085,364912.622540854,469560.548420939
21.2,104648.252389036,364913.829725885,469562.082114921
21.4,104648.534227779,364914.853213257,469563.387441036
21.6,104648.720671878,364915.502376318,469564.223048197
21.8,104648.812466675,364915.850940697,469564.663407372
22,104648.912561441,364916.243695334,469565.156256775
22.2,104649.025687231,364916.68262748,469565.708314711
22.4,104649.152215903,364917.16884875,469566.321064653
22.6,104649.292519314,364917.703470762,469566.995990076
22.8,104649.44696932,364918.287605135,469567.734574455
23,104649.615937778,364918.922363484,469568.538301262
23.2,104649.799796545,364919.608857428,469569.408653973
23.4,104649.998917477,364920.348198584,469570.347116061
23.6,104650.213672433,364921.141498569,469571.355171002
23.8,104650.444433267,364921.989869,469572.434302268
24,104650.691571838,364922.894421496,469573.585993334
24.2,104650.928428966,364923.758426106,469574.686855072
24.4,104651.081280959,364924.314798124,469575.396079082
24.6,104651.179917303,364924.671129249,469575.851046552
24.8,104651.211942574,364924.782318632,469575.994261207
25,104651.164961347,364924.603265425,469575.768226772
