time,S,R,T
0,30000,10000,40000
0.2,33503.770717715,11260.870067794,44764.640785509
0.4,37282.6539057329,12654.6768159781,49937.330721711
0.6,41348.3952627931,14195.5938947502,55543.9891575433
0.8,45705.2328443465,15896.4325755569,61601.6654199035
1,50350.7147441886,17769.3880137965,68120.1027579852
1.2,55272.631237106,19823.6910409004,75096.3222780064
1.4,60459.2849087287,22071.5734935819,82530.8584023106
1.6,65888.154512647,24521.6132841149,90409.7677967619
1.8,71532.2345383373,27182.5769217912,98714.8114601284
2,77359.4562632377,30061.6423351667,107421.098598404
2.2,83325.2072164661,33164.0060342177,116489.213250684
2.4,89388.8396485546,36494.412665871,125883.252314426
2.6,95491.4250818055,40053.2626931969,135544.687775002
2.8,101584.709230727,43842.6205791462,145427.329809873
3,107601.816038999,47857.8500955199,155459.666134519
3.2,113487.522298458,52095.917225129,165583.439523587
3.4,119175.761888015,56545.2493902453,175721.011278261
3.6,124612.720098377,61207.7480518476,185820.468150225
3.8,129741.127393462,66078.785168877,195819.912562339
4,134518.673704373,71135.1743946176,205653.848098991
4.2,138883.650136171,76377.7950351383,215261.445171309
4.4,142780.824392832,81799.4917051069,224580.316097939
4.6,146212.050179877,87383.6569961944,233595.707176071
4.8,149130.023086791,93121.8228622739,242251.845949065
5,151485.083113494,99005.9112843034,250490.994397798
5.2,153297.726387428,105031.353459864,258329.079847291
5.4,154595.108628998,111194.105714905,265789.214343903
5.6,155327.757770482,117484.082050315,272811.839820797
5.8,155501.690508557,123896.394093594,279398.084602152
6,155191.359686365,130434.105975642,285625.465662007
6.2,154363.555819151,137087.771113755,291451.326932906
6.4,153023.264437319,143852.38131055,296875.645747869
6.6,151296.21571794,150728.954373423,302025.170091362
6.8,149122.165343004,157717.464899815,306839.630242819
7,146499.415907893,164817.87140622,311317.287314112
7.2,143599.049221324,172024.057736714,315623.106958039
7.4,140341.04303195,179338.88467802,319679.92770997
7.6,136722.325315888,186762.462054653,323484.787370541
7.8,132897.763838252,194286.538149503,327184.301987755
8,128808.698039354,201914.238534531,330722.936573885
8.2,124514.32094764,209637.386554907,334151.707502547
8.4,120074.128461452,217448.027253554,337522.155715006
8.6,115453.23143297,225350.247535735,340803.478968705
8.8,110775.77013744,233312.423438246,344088.193575686
9,105987.903101793,241348.27074156,347336.173843354
9.2,101151.191546618,249432.555654404,350583.747201022
9.4,96301.137230246,257550.726094297,353851.863324543
9.6,91414.7096094716,265709.936268233,357124.645877705
9.8,86561.7216535723,273860.663583279,360422.385236851
10,81750.6911996799,282006.324913224,363757.016112904
10.2,77006.3087205744,290133.601036258,367139.909756832
10.4,72349.527326313,298225.166722925,370574.694049238
10.6,67780.2524795405,306241.136172954,374021.388652495
10.8,63331.3815059755,314176.986933278,377508.368439253
11,59023.6448777841,322015.155133144,381038.800010928
11.2,54870.2573404197,329735.517810056,384605.775150476
11.4,50853.8981687249,337307.554727415,388161.45289614
11.6,47007.9186783149,344717.999389492,391725.918067807
11.8,43346.6761203582,351947.117854981,395293.793975339
12,39876.5018301205,358976.756126898,398853.257957019
12.2,36575.9834368355,365794.221704665,402370.2051415
12.4,33465.7959185221,372378.536968771,405844.332887293
12.6,30551.2167479177,378712.275703453,409263.49245137
12.8,27808.3761661742,384805.998801578,412614.374967752
13,25248.9447636636,390636.141389679,415885.086153343
13.2,22873.0438433705,396190.228195022,419063.272038392
13.4,20665.0675471505,401483.256761476,422148.324308626
13.6,18622.7058464421,406506.998960792,425129.704807234
13.8,16744.3947816912,411251.923402368,427996.31818406
14,15018.8502590134,415729.83780116,430748.688060173
14.2,13436.0790849486,419949.540778957,433385.619863906
14.4,11992.5970667055,423904.658455438,435897.255522144
14.6,10679.9839755314,427603.672800197,438283.656775729
14.8,9487.56512277501,431064.426689585,440551.99181236
15,8409.38443714214,434285.170485959,442694.554923101
15.2,7437.59523281613,437273.764942049,444711.360174865
15.4,6563.70398875693,440050.843078553,446614.54706731
15.6,5780.16484656383,442618.325575318,448398.490421882
15.8,5079.0978303748,444984.730523088,450063.828353463
16,4454.61106219451,447164.485693041,451619.096755235
16.2,3899.82804465983,449169.092045803,453068.920090463
16.4,3406.76723575072,451006.765763672,454413.532999423
16.6,2968.63135458339,452687.888181335,455656.519535919
16.8,2582.79078266663,454224.455887397,456807.246670064
17,2241.83649256528,455626.613122961,457868.449615527
17.2,1941.78113123339,456903.660762408,458845.441893641
17.4,1679.1687619575,458064.518959075,459743.687721032
17.6,1448.34700599812,459119.681456805,460568.028462803
17.8,1247.30059015936,460075.482799433,461322.783389592
18,1071.76743097559,460941.117487174,462012.88491815
18.2,919.444404004519,461722.881517188,462642.325921192
18.4,787.223187048013,462428.327598537,463215.550785585
18.6,672.910996583674,463063.545419168,463736.456415751
18.8,574.151310110003,463634.890818907,464209.042129017
19,489.01596583171,464147.976451841,464636.992417673
19.2,415.808703036255,464608.039058269,465023.847761305
19.4,352.755556033352,465020.371485763,465373.127041796
19.6,298.71792441515,465389.129436977,465687.847361393
19.8,252.522461583445,465718.372640719,465970.895102302
20,213.052034281535,466012.077432486,466225.129466768
20.2,179.50799596855,466273.385915863,466452.893911831
20.4,150.944808147676,466505.809828501,466656.754636649
20.6,126.736703703929,466712.017554253,466838.754257957
20.8,106.218282935188,466894.765544711,467000.983827646
21,88.8479110517229,467056.473745669,467145.321656721
21.2,74.1812059591989,467199.251780354,467273.432986313
21.4,61.8251174910035,467325.076021038,467386.901138529
21.6,51.4158164260894,467435.752440176,467487.168256602
21.8,42.6908169862272,467532.817850849,467575.508667835
22,35.3714645516731,467617.762381453,467653.133846005
22.2,29.2682207886366,467691.816772994,467721.084993783
22.4,24.1706494132736,467756.207195834,467780.377845247
22.6,19.9346036991132,467811.939947198,467831.874550898
22.8,16.4091574750835,467860.001777946,467876.410935421
23,13.4869437284443,467901.212363876,467914.699307604
23.2,11.0619322694413,467936.357136099,467947.419068369
23.4,9.05892612023792,467966.090875367,467975.149801488
23.6,7.40195705310513,467991.040246577,467998.44220363
23.8,6.04060408688601,468011.719842311,468017.760446398
24,4.92095650002402,468028.626448852,468033.547405352
24.2,4.00302339308998,468042.181199086,468046.184222479
24.4,3.25258177956854,468052.766075986,468056.018657766
24.6,2.63816979005879,468060.7266603,468063.36483009
24.8,2.13598550739016,468066.364859675,468068.500845182
25,1.72570128270024,468069.951662387,468071.677363669
