time,S,R,T
12.6,438471.10406442,27494.72668368,465965.8307481
12.8,438909.486053704,27524.0957390935,466433.581792797
13,439212.377717867,27544.4932908032,466756.87100867
13.2,439483.331071714,27562.7619809616,467046.093052675
13.4,439732.390990725,27579.5679204983,467311.958911224
13.6,439966.629126507,27595.3808266751,467562.009953182
13.8,440193.117130664,27610.6704167533,467803.787547418
14,440418.926654802,27625.9064079947,468044.833062796
14.2,440638.233291363,27640.7006876875,468278.93397905
14.4,440791.566838934,27651.0966909805,468442.663529915
14.6,440929.132311603,27660.4333132864,468589.565624889
14.8,441053.450331308,27668.8775429783,468722.327874286
15,441167.04151999,27676.5963684291,468843.637888419
15.2,441272.426499588,27683.7567780121,468956.1832776
15.4,441372.125892043,27690.5257601002,469062.651652143
15.6,441459.943263709,27696.4923662872,469156.435629996
15.8,441525.643110702,27700.977859666,469226.620970368
16,441581.896009032,27704.8221659002,469286.718174932
16.2,441629.83779243,27708.100462541,469337.938254971
16.4,441670.604294626,27710.8879271395,469381.492221765
16.6,441705.331349351,27713.2597372469,469418.591086598
16.8,441735.154790335,27715.2910704143,469450.445860749
17,441766.846952331,27717.4345574271,469484.281509758
17.2,441797.721395065,27719.5123626296,469517.233757694
17.4,441823.165178821,27721.2162444223,469544.381423243
17.6,441843.178303601,27722.5462028052,469565.724506406
17.8,441857.760769403,27723.5022377782,469581.263007182
18,441866.912576229,27724.0843493414,469590.996925571
18.2,441870.633724078,27724.2925374947,469594.926261573
18.4,441868.92421295,27724.1268022383,469593.051015189
18.6,441861.784042846,27723.5871435719,469585.371186418
18.8,441849.213213764,27722.6735614958,469571.88677526
19,441843.369267388,27722.2196751369,469565.588942525
19.2,441845.285502941,27722.2963358252,469567.581838766
19.4,441845.951887547,27722.2857430269,469568.237630574
19.6,441845.368421207,27722.187896742,469567.556317949
19.8,441843.53510392,27722.0027969704,469565.53790089
20,441840.451935686,27721.7304437123,469562.182379399
20.2,441836.118916506,27721.3708369675,469557.489753473
20.4,441830.536046379,27720.9239767362,469551.460023115
20.6,441823.703325305,27720.3898630182,469544.093188323
20.8,441815.620753284,27719.7684958136,469535.389249098
21,441810.393966827,27719.3497432533,469529.74371008
21.2,441808.784531114,27719.18737373,469527.971904844
21.4,441807.411607349,27719.0426916307,469526.454298979
21.6,441806.275195532,27718.9156969555,469525.190892487
21.8,441805.375295663,27718.8063897043,469524.181685367
22,441804.711907742,27718.7147698772,469523.426677619
22.2,441804.28503177,27718.6408374741,469522.925869244
22.4,441804.094667745,27718.5845924951,469522.67926024
22.6,441804.140815669,27718.5460349402,469522.686850609
22.8,441804.42347554,27718.5251648093,469522.94864035
23,441804.962126629,27718.525918907,469523.488045536
23.2,441805.762307378,27718.5494165653,469524.311723943
23.4,441806.806124062,27718.5920414217,469525.398165483
23.6,441808.09357668,27718.653793476,469526.747370156
23.8,441809.624665234,27718.7346727283,469528.359337962
24,441811.399389722,27718.8346791786,469530.234068901
24.2,441813.417750145,27718.9538128269,469532.371562972
24.4,441815.679746503,27719.0920736731,469534.771820177
24.6,441818.185378796,27719.2494617174,469537.434840514
24.8,441820.934647024,27719.4259769596,469540.360623983
25,441823.927551186,27719.6216193998,469543.549170586
