time,S,R,T
0,28500,1500,30000
0.2,31950.9428415186,1694.12238912444,33645.0652306431
0.4,35761.0617762772,1909.96164606484,37671.023422342
0.6,39970.04070219,2150.08350669985,42120.1242088899
0.8,44616.2219859478,2417.0241014992,47033.246087447
1,49734.7474228789,2713.16894808325,52447.9163709622
1.2,55352.2909545245,3040.4704221453,58392.7613766698
1.4,61504.1496591354,3401.32119763144,64905.4708567669
1.6,68216.9182193499,3797.68667678706,72014.604896137
1.8,75510.1185916752,4231.19316182656,79741.3117535017
2,83415.7910901397,4704.06900455903,88119.8600946987
2.2,91928.701637291,5216.4839921652,97145.1856294562
2.4,101069.791383363,5770.07781323572,106839.869196599
2.6,110841.503320685,6365.36501268034,117206.868333365
2.8,121202.767083163,7000.20819020438,128202.975273368
3,132169.199630128,7675.94145497218,139845.1410851
3.2,143670.124448051,8388.38246422751,152058.506912278
3.4,155670.095565035,9135.62657992436,164805.72214496
3.6,168132.134123734,9915.61109033554,178047.74521407
3.8,180922.769436708,10719.7688572507,191642.538293959
4,194022.725359116,11547.2726879467,205569.998047063
4.2,207346.817590248,12392.7260023122,219739.54359256
4.4,220748.254772814,13246.3340727877,233994.588845602
4.6,234177.328682483,14105.232967686,248282.561650169
4.8,247531.754394291,14962.6059950453,262494.360389336
5,260690.460791146,15810.0992673579,276500.560058503
5.2,273572.113241744,16642.6103675869,290214.72360933
5.4,286097.289983921,17454.5592898846,303551.849273806
5.6,298190.823537256,18240.5506809882,316431.374218244
5.8,309756.8578756,18994.2912232601,328751.14909886
6,320775.567835026,19714.0441611376,340489.611996163
6.2,331211.449380597,20397.1011346604,351608.550515257
6.4,340982.21340237,21037.8545582411,362020.067960611
6.6,350181.622670219,21642.2988790846,371823.921549304
6.8,358782.018082083,22208.3574954696,380990.375577552
7,366724.309126519,22731.864524404,389456.173650923
7.2,374000.387842606,23212.0635560164,397212.451398623
7.4,380765.252979731,23659.2354973909,404424.488477122
7.6,386944.252923343,24068.120976178,411012.373899521
7.8,392543.242068168,24438.9084053428,416982.150473511
8,397621.569862586,24775.5130151797,422397.082877765
8.2,402254.735224368,25082.9751142522,427337.710338621
8.4,406431.733229448,25360.3085844774,431792.041813925
8.6,410179.178799248,25609.1481536738,435788.326952922
8.8,413559.312704869,25833.8263545539,439393.139059422
9,416598.475798419,26035.9571607492,442634.432959168
9.2,419325.872232945,26217.3713723627,445543.243605308
9.4,421771.406850502,26380.0298158768,448151.436666379
9.6,423950.018163174,26525.0774274671,450475.095590641
9.8,425900.278892413,26654.9475635413,452555.226455954
10,427652.17833075,26771.6056544041,454423.783985155
10.2,429185.027295351,26873.7797009755,456058.806996327
10.4,430512.645199794,26962.4021734942,457475.047373288
10.6,431689.731673288,27041.0170416644,458730.748714953
10.8,432741.246566583,27111.268446279,459852.515012862
11,433692.149730428,27174.800528131,460866.950258559
11.2,434567.401015574,27233.2574280133,461800.658443587
11.4,435391.96027277,27288.2832867189,462680.243559489
11.6,436058.343772991,27332.8749822027,463391.218755193
11.8,436622.27648415,27370.6853147549,463992.961798904
12,437129.93868681,27404.7439104782,464534.682597289
12.2,437596.910563035,27436.082510073,465032.993073108
12.4,438038.772294884,27465.7328542401,465504.505149125
