30000,30000,30000
47622.7152580689,47622.7152580689,47622.7152580689
75594.3351696609,75594.3351696609,75594.3351696609
119997.32182734,119997.32182734,119997.32182734
190470.501723263,190470.501723263,190470.501723263
302193.923593894,302193.923593894,302193.923593894
477633.975998602,477633.975998602,477633.975998602
733539.783593766,733539.783593766,733539.783593766
983052.13358376,983052.13358376,983052.13358376
1076039.23939211,1076039.23939211,1076039.23939211
1091041.71995826,1091041.71995826,1091041.71995826
