30000,30000,30000
51431.1616663472,51431.1616663472,51431.1616663472
87166.4039509173,87166.4039509173,87166.4039509173
144973.488136942,144973.488136942,144973.488136942
234050.425624861,234050.425624861,234050.425624861
361531.489828495,361531.489828495,361531.489828495
525924.583448565,525924.583448565,525924.583448565
711622.955793941,711622.955793941,711622.955793941
892467.396004836,892467.396004836,892467.396004836
1044844.58558183,1044844.58558183,1044844.58558183
1158346.79779054,1158346.79779054,1158346.79779054
