time,S,R,T,dose_u1
0,22500,7500,30000,0
0.2,25224.3247196213,8470.56243079417,33694.8871504155,0
0.4,28223.0593268108,9546.10489528887,37769.1642220997,0
0.6,31537.105685786,10743.1389180466,42280.2446038325,0
0.8,35196.5737197488,12074.2839935126,47270.8577132614,0
1,39226.6986975126,13550.4706352105,52777.1693327231,0.25
1.2,43508.6938783239,15202.1351214133,58710.8289997372,0.25
1.4,48110.2882874996,17010.0253309989,65120.3136184985,0.25
1.6,53055.4417596278,18992.7946906971,72048.2364503248,0.25
1.8,58354.7585559519,21164.5189883753,79519.2775443272,0.25
2,64005.8497570083,23534.0625132604,87539.9122702686,0.5
2.2,69583.1231685652,26138.7223121322,95721.8454806973,0.5
2.4,75354.9291668785,28943.9246608762,104298.853827755,0.5
2.6,81296.9789333986,31961.4479628456,113258.426896244,0.5
2.8,87378.976673696,35204.3260574805,122583.302731176,0.5
3,93557.6710136607,38675.0495310825,132232.720544743,0.75
3.2,99002.2598400161,42415.3490136117,141417.608853628,0.75
3.4,104320.378899442,46379.4236996479,150699.80259909,0.75
3.6,109465.550259348,50561.2974667611,160026.847726109,0.75
3.8,114373.006739053,54977.4032439462,169350.409982999,0.75
4,118990.220505083,59626.607736361,178616.828241444,0.5
4.2,124479.576430165,64531.4262753509,189011.002705516,0.5
4.4,129704.655719851,69625.0649373706,199329.720657221,0.5
4.6,134635.887160558,74885.8558632182,209521.743023776,0.5
4.8,139200.773762228,80318.5984024907,219519.372164719,0.5
5,143355.595324793,85911.9852700955,229267.580594888,0.25
5.2,149292.158845839,91641.8676322619,240934.026478101,0.25
5.4,154907.155143543,97435.8574130867,252343.012556629,0.25
5.6,160180.433932984,103268.340887756,263448.774820739,0.25
5.8,165043.48330951,109121.411412702,274164.894722212,0.25
6,169463.238324278,114974.019918073,284437.258242352,0
6.2,177406.989122618,120719.58440218,298126.573524798,0
6.4,185088.862522946,126290.49037133,311379.352894276,0
6.6,192485.872285855,131667.28937974,324153.161665596,0
6.8,199537.108642731,136804.932282799,336342.04092553,0
7,206213.382614595,141680.103115038,347893.485729633,0
7.2,212433.049919021,146232.466937728,358665.516856749,0
7.4,218273.854079123,150514.801482261,368788.655561384,0
7.6,223750.421466688,154536.021473659,378286.442940347,0
7.8,228826.839517132,158268.993264798,387095.83278193,0
8,233507.078895627,161715.34075998,395222.419655607,0
8.2,237744.529939096,164840.082256719,402584.612195815,0
8.4,241640.970564735,167716.290524042,409357.261088777,0
8.6,245226.612907412,170365.414580779,415592.027488191,0
8.8,248486.660498239,172776.113200409,421262.773698649,0
9,251438.774898822,174960.856844444,426399.631743266,0
9.2,254061.900135113,176903.731953026,430965.63208814,0
9.4,256441.570788968,178667.318776073,435108.889565041,0
9.6,258605.573768326,180271.883066094,438877.456834419,0
9.8,260549.451159833,181713.953683788,442263.40484362,0
10,262290.348113886,183006.02906703,445296.377180916,0
10.2,263819.759562427,184141.668679933,447961.428242361,0
10.4,265196.097634545,185163.980080501,450360.077715045,0
10.6,266438.93057432,186087.386967928,452526.317542247,0
10.8,267547.455071153,186911.234824872,454458.689896025,0
11,268533.731063966,187644.413331893,456178.144395859,0
11.2,269394.673549716,188284.584440009,457679.257989725,0
11.4,270165.897545026,188858.146514832,459024.044059859,0
11.6,270859.536973259,189374.088429335,460233.625402593,0
11.8,271475.743990843,189832.504882589,461308.248873432,0
12,272022.00987336,190238.94592443,462260.95579779,0
12.2,272497.125338062,190592.497698064,463089.623036127,0
12.4,272921.644008937,190908.429327466,463830.073336403,0
12.6,273302.6115233,191191.973555159,464494.585078459,0
12.8,273640.301842278,191443.328625056,465083.630467334,0
13,273939.109655791,191665.758657985,465604.868313776,0
13.2,274198.435101892,191858.812957143,466057.248059035,0
13.4,274429.820038716,192031.076126896,466460.896165613,0
13.6,274637.215656373,192185.486592267,466822.702248641,0
13.8,274820.829057727,192322.196855326,467143.025913053,0
14,274983.12406158,192443.039284534,467426.163346113,0
14.2,275123.820620634,192547.804122357,467671.624742991,0
14.4,275248.594676556,192640.71557168,467889.310248236,0
14.6,275359.114478849,192723.014959013,468082.129437862,0
14.8,275456.996115752,192795.904961759,468252.901077511,0
15,275543.677950151,192860.45612638,468404.134076532,0
15.2,275620.356515439,192917.559051561,468537.915566999,0
15.4,275688.328677546,192968.179089133,468656.507766679,0
15.6,275748.512796111,193012.99988554,468761.512681652,0
15.8,275801.79678919,193052.682474187,468854.479263377,0
16,275848.969714358,193087.814327888,468936.784042247,0
16.2,275890.687489217,193118.883805729,469009.571294947,0
16.4,275927.659939833,193146.41942578,469074.079365614,0
16.6,275960.389432131,193170.795249875,469131.184682005,0
16.8,275989.361170015,193192.372575263,469181.733745278,0
17,276015.005976368,193211.472216882,469226.47819325,0
17.2,276037.681838848,193228.360756093,469266.042594941,0
17.4,276057.775845504,193243.326450758,469301.102296262,0
17.6,276075.561864835,193256.573249982,469332.135114817,0
17.8,276091.304258988,193268.298027724,469359.602286712,0
18,276105.237654912,193278.675517118,469383.91317203,0
18.2,276117.556971625,193287.850880781,469405.407852406,0
18.4,276128.47287801,193295.981012668,469424.453890678,0
18.6,276138.13439895,193303.176899015,469441.311297965,0
18.8,276146.685342131,193309.545641792,469456.230983923,0
19,276154.253308669,193315.182273986,469469.435582655,0
19.2,276160.944292333,193320.165736479,469481.110028813,0
19.4,276166.872823445,193324.581328473,469491.454151919,0
19.6,276172.119912016,193328.489384455,469500.609296472,0
19.8,276176.763718914,193331.948117298,469508.711836212,0
20,276180.873587372,193335.009172947,469515.882760319,0
20.2,276184.507114748,193337.71544926,469522.222564009,0
20.4,276187.726528946,193340.113293043,469527.839821989,0
20.6,276190.575843024,193342.235484939,469532.811327963,0
20.8,276193.097518237,193344.113649927,469537.211168164,0
21,276195.329222904,193345.775843313,469541.105066217,0
21.2,276197.302243729,193347.245367414,469544.547611144,0
21.4,276199.050380286,193348.547396178,469547.597776465,0
21.6,276200.597537961,193349.699734383,469550.297272344,0
21.8,276201.96677815,193350.719558236,469552.686336386,0
22,276203.178558329,193351.622104559,469554.800662888,0
22.2,276204.249869835,193352.420028586,469556.669898421,0
22.4,276205.199067989,193353.12700147,469558.326069459,0
22.6,276206.039134747,193353.752692255,469559.791827002,0
22.8,276206.782593396,193354.306428376,469561.089021771,0
23,276207.440552949,193354.796483916,469562.237036865,0
23.2,276208.022240117,193355.229731005,469563.251971122,0
23.4,276208.537622075,193355.613593282,469564.151215357,0
23.6,276208.993748111,193355.953321119,469564.94706923,0
23.8,276209.397418385,193356.253979339,469565.651397724,0
24,276209.754665029,193356.520060733,469566.274725762,0
24.2,276210.070498062,193356.755296814,469566.825794876,0
24.4,276210.350329508,193356.963718514,469567.314048022,0
24.6,276210.597987019,193357.148176703,469567.746163722,0
24.8,276210.817162924,193357.311421472,469568.128584396,0
25,276211.011132516,193357.455892292,469568.467024808,0
