time,S,R,T,dose_u1
0,22500,7500,30000,1.5
0.2,25178.681970546,8470.58315663035,33649.2651271763,1.5
0.4,28045.1575805357,9546.32747619474,37591.4850567305,1.5
0.6,31108.3168620285,10744.1056724348,41852.4225344633,1.5
0.8,34364.8005661503,12077.1705584187,46441.971124569,1.5
1,37803.9817864291,13557.4495648788,51361.4313513079,1.5
1.2,41427.6001523349,15217.0352979924,56644.6354503273,1.5
1.4,45184.5186985069,17037.6984678828,62222.2171663897,1.5
1.6,49059.5059844266,19040.9238035035,68100.4297879301,1.5
1.8,53026.6827004612,21244.1538886618,74270.836589123,1.5
2,57053.4988920408,23660.6608746769,80714.1597667177,1.25
2.2,61298.5258669051,26333.6871852507,87632.2130521558,1.25
2.4,65559.4628598969,29229.0084495489,94788.4713094458,1.25
2.6,69798.2072889149,32366.7482797795,102164.955568694,1.25
2.8,73970.8212858472,35767.0847229867,109737.906008834,1.25
3,78031.8011777921,39440.9936965729,117472.794874365,1
3.2,82358.5472032942,43439.2589602146,125797.806163509,1
3.4,86544.5131294262,47706.6243938621,134251.137523288,1
3.6,90545.3564306272,52248.5492567685,142793.905687396,1
3.8,94304.7583381518,57086.8005219753,151391.558860127,1
4,97777.662194424,62225.4497913233,160003.111985747,0.75
4.2,101730.466313214,67709.876544581,169440.342857795,0.75
4.4,105399.026755906,73465.1972462536,178864.22400216,0.75
4.6,108762.769211371,79470.1273051967,188232.896516568,0.75
4.8,111756.271575556,85742.5523928531,197498.823968409,0.75
5,114343.923379931,92276.286250555,206620.209630486,0.5
5.2,117916.491430341,99080.4752537432,216996.966684084,0.5
5.4,121128.529306027,106069.106290282,227197.635596309,0.5
5.6,123973.317875358,113213.399205634,237186.717080992,0.5
5.8,126391.261801048,120509.785511471,246901.047312519,0.5
6,128360.79271621,127939.653169495,256300.445885705,0.25
6.2,132225.736154033,135447.835827341,267673.571981374,0.25
6.4,135728.926684622,142951.631822591,278680.558507213,0.25
6.6,138870.449201189,150423.949281666,289294.398482855,0.25
6.8,141599.15731542,157836.000285695,299435.157601115,0.25
7,143902.345713904,165163.76138223,309066.107096135,0
7.2,149699.44946158,172254.974979195,321954.424440775,0
7.4,155237.252031604,179044.42700773,334281.679039334,0
7.6,160509.954092324,185521.702694011,346031.656786336,0
7.8,165476.027569227,191634.619441508,357110.647010735,0
8,170123.605526878,197366.148799469,367489.754326347,0
8.2,174398.535364285,202648.446486804,377046.981851088,0
8.4,178374.766071746,207568.608347036,385943.374418782,0
8.6,182070.887350314,212147.771167482,394218.658517796,0
8.8,185465.987573056,216359.181891342,401825.169464398,0
9,188569.338421423,220213.023791613,408782.362213036,0
9.2,191353.432121428,223674.426589602,415027.858711031,0
9.4,193896.25062978,226838.477615802,420734.728245583,0
9.6,196222.14169111,229734.675030282,425956.816721392,0
9.8,198323.60917294,232353.289761923,430676.898934863,0
10,200215.429963386,234712.189782172,434927.619745558,0
10.2,201886.03624423,236796.638587596,438682.674831827,0
10.4,203394.755748028,238679.978296846,442074.734044874,0
10.6,204761.201697212,240386.404805535,445147.606502747,0
10.8,205983.514323332,241913.447839618,447896.962162951,0
11,207073.768351395,243276.001858186,450349.770209581,0
11.2,208027.748568642,244468.682797812,452496.431366454,0
11.4,208883.651283108,245539.021703095,454422.672986204,0
11.6,209654.424540422,246503.117017975,456157.541558397,0
11.8,210339.947604116,247360.768699835,457700.71630395,0
12,210948.227889941,248121.933483203,459070.161373143,0
12.2,211477.696016768,248784.609887173,460262.305903941,0
12.4,211950.984922516,249377.056193999,461328.041116514,0
12.6,212375.839941635,249908.938946244,462284.778887879,0
12.8,212752.497879726,250380.539379329,463133.037259055,0
13,213085.799864268,250797.90003557,463883.699899838,0
13.2,213375.03147063,251160.115083032,464535.146553662,0
13.4,213633.051692526,251483.267534155,465116.319226681,0
13.6,213864.261798995,251772.86108773,465637.122886724,0
13.8,214068.884079465,252029.169601985,466098.05368145,0
14,214249.668309904,252255.631825105,466505.300135009,0
14.2,214406.300898215,252451.851588564,466858.152486779,0
14.4,214545.877558967,252626.711874041,467172.589433007,0
14.6,214670.832260364,252783.259416401,467454.091676765,0
14.8,214781.312996669,252921.678287166,467702.991283835,0
15,214878.839875419,253043.871356587,467922.711232006,0
15.2,214963.265620913,253149.653121682,468112.918742595,0
15.4,215038.049647504,253243.356365906,468281.40601341,0
15.6,215104.21377631,253326.260701311,468430.474477622,0
15.8,215162.745423893,253399.602783228,468562.348207121,0
16,215214.521875076,253464.481438523,468679.003313599,0
16.2,215260.27236487,253521.810089592,468782.082454462,0
16.4,215300.784701579,253572.57558308,468873.360284659,0
16.6,215336.616886817,253617.476933931,468954.093820748,0
16.8,215368.307329815,253657.188650811,469025.495980626,0
17,215396.333821707,253692.309331135,469088.643152842,0
17.2,215421.09329775,253723.336282122,469144.429579871,0
17.4,215443.014072523,253750.806141668,469193.820214191,0
17.6,215462.399382383,253775.09884676,469237.498229143,0
17.8,215479.541581437,253796.580710492,469276.122291929,0
18,215494.699942742,253815.576604897,469310.276547639,0
18.2,215508.089797274,253832.356344886,469340.446142159,0
18.4,215519.94335191,253847.210896108,469367.154248017,0
18.6,215530.424963212,253860.34620775,469390.771170962,0
18.8,215539.693020802,253871.960755231,469411.653776033,0
19,215547.887943463,253882.230497568,469430.118441031,0
19.2,215555.12633233,253891.301548655,469446.427880985,0
19.4,215561.533883909,253899.331421292,469460.865305201,0
19.6,215567.199554684,253906.431589501,469473.631144185,0
19.8,215572.209051527,253912.709456059,469484.918507585,0
20,215576.638342894,253918.260220878,469494.898563771,0
20.2,215580.550505957,253923.162929391,469503.713435348,0
20.4,215584.013525652,253927.502777628,469511.51630328,0
20.6,215587.075512041,253931.340055473,469518.415567514,0
20.8,215589.782811856,253934.732843335,469524.515655192,0
21,215592.176501565,253937.732617299,469529.909118865,0
21.2,215594.290685624,253940.382116353,469534.672801977,0
