time,S,R,T,dose_u1
0,29970,30,30000,0
0.2,33599.0943144406,33.8825633653667,33632.976877806,0
0.4,37594.4057224638,38.1858121379822,37632.5915346018,0
0.6,42010.8443988136,42.976276246386,42053.82067506,0
0.8,46889.0458813816,48.3050379738936,46937.3509193555,0
1,52263.3324957195,54.2166388949051,52317.5491346144,0.25
1.2,57977.1904316595,60.8348578930174,58038.0252895525,0.25
1.4,64122.2476193506,68.0844459314685,64190.332065282,0.25
1.6,70733.0854711214,76.0434100602336,70809.1288811816,0.25
1.8,77826.7648473513,84.7718190535506,77911.5366664048,0.25
2,85403.7297557059,94.3099683436571,85498.0397240496,0.5
2.2,92904.9737509677,104.818395430861,93009.7921463986,0.5
2.4,100692.477838098,116.165876166684,100808.643714265,0.5
2.6,108743.218111561,128.415857001158,108871.633968563,0.5
2.8,117026.771796765,141.636346347064,117168.408143112,0.5
3,125496.113142344,155.856641056032,125651.9697834,0.75
3.2,133066.135081368,171.288321031098,133237.423402399,0.75
3.4,140553.053607451,187.761734172462,140740.815341623,0.75
3.6,147903.385568056,205.308052039713,148108.693620096,0.75
3.8,155053.79653876,224.04035076418,155277.836889524,0.75
4,161949.84135701,244.00750703776,162193.848864048,0.5
4.2,170215.393880961,265.412294533057,170480.806175494,0.5
4.4,178282.866722484,287.959826899275,178570.826549383,0.5
4.6,186114.09633334,311.596146143499,186425.692479484,0.5
4.8,193637.212578503,336.445643668741,193973.658222171,0.5
5,200803.469592157,362.540976481143,201166.010568638,0.25
5.2,210728.824726223,389.915043046007,211118.739769269,0.25
5.4,220420.457801356,418.150669410571,220838.608470766,0.25
5.6,229838.196775255,447.145886020683,230285.342661276,0.25
5.8,238903.695772885,476.924584399273,239380.620357285,0.25
6,247566.564140383,507.444609419944,248074.008749803,0
6.2,261641.431808383,538.213067290748,262179.644875674,0
6.4,275517.12724663,568.644159185418,276085.771405815,0
6.6,289122.156180665,598.566750277688,289720.722930943,0
