30000,30000,30000
64814.4455101586,64814.4455101586,64814.4455101586
137268.918883998,137268.918883998,137268.918883998
276323.645668023,276323.645668023,276323.645668023
497865.711759376,497865.711759376,497865.711759376
749909.924047281,749909.924047281,749909.924047281
936668.396275734,936668.396275734,936668.396275734
1032620.99393265,1032620.99393265,1032620.99393265
1072336.88710305,1072336.88710305,1072336.88710305
1087245.4784367,1087245.4784367,1087245.4784367
1092631.4447255,1092631.4447255,1092631.4447255
