30000,30000,30000
65902.3517307174,65902.3517307174,65902.3517307174
139584.92460224,139584.92460224,139584.92460224
275401.33325057,275401.33325057,275401.33325057
482475.831983092,482475.831983092,482475.831983092
721887.858067175,721887.858067175,721887.858067175
924164.247298684,924164.247298684,924164.247298684
1054493.67500528,1054493.67500528,1054493.67500528
1124438.80532145,1124438.80532145,1124438.80532145
1158330.12645394,1158330.12645394,1158330.12645394
1173933.74962475,1173933.74962475,1173933.74962475
1180953.29075274,1180953.29075274,1180953.29075274
1184075.74205018,1184075.74205018,1184075.74205018
1185458.21225011,1185458.21225011,1185458.21225011
1186069.14226705,1186069.14226705,1186069.14226705
