30000,30000,30000
68044.9264382307,68044.9264382307,68044.9264382307
147762.757512842,147762.757512842,147762.757512842
294580.017142307,294580.017142307,294580.017142307
510272.031031748,510272.031031748,510272.031031748
741123.73315789,741123.73315789,741123.73315789
917757.124216591,917757.124216591,917757.124216591
1021308.05295917,1021308.05295917,1021308.05295917
1072803.73798932,1072803.73798932,1072803.73798932
1096319.01292754,1096319.01292754,1096319.01292754
1106638.45166334,1106638.45166334,1106638.45166334
