0,20000,20000,20000
1,35068.7473823956,35068.7473823956,35068.7473823956
2,56728.7990798877,56728.7990798877,56728.7990798877
3,83428.3406924935,83428.3406924935,83428.3406924935
4,110279.595114014,110279.595114014,110279.595114014
5,130590.892367114,130590.892367114,130590.892367114
6,139384.291685083,139384.291685083,139384.291685083
7,135674.792085902,135674.792085902,135674.792085902
8,121916.752440174,121916.752440174,121916.752440174
9,102041.427066642,102041.427066642,102041.427066642
10,79945.8176797822,79945.8176797822,79945.8176797822
