0,30000,30000,30000
1,48996.8640544815,48996.8640544815,48996.8640544815
2,77904.2936990646,77904.2936990646,77904.2936990646
3,119158.646141196,119158.646141196,119158.646141196
4,173144.28208274,173144.28208274,173144.28208274
5,236696.986701148,236696.986701148,236696.986701148
6,303345.404624841,303345.404624841,303345.404624841
7,365767.314215037,365767.314215037,365767.314215037
8,418655.40344211,418655.40344211,418655.40344211
9,459930.46503496,459930.46503496,459930.46503496
10,490141.837215553,490141.837215553,490141.837215553
