time,S,R,T,dose_u1
0,25500,4500,30000,0
0.2,28587.6684065887,5082.35635285723,33670.0247594459,0
0.4,31986.5749125024,5727.74681979052,37714.3217322929,0
0.6,35743.2214540497,6446.10744924477,42189.3289032944,0
0.8,39891.9132587784,7245.046310665,47136.9595694434,0
1,44461.4922376894,8131.17101781125,52592.6632555007,1.5
1.2,48707.8230991858,9123.45248263276,57831.2755818186,1.5
1.4,53109.2715811853,10211.852508053,63321.1240892383,1.5
1.6,57648.5444162724,11409.2916448821,69057.8360611546,1.5
1.8,62296.4911926341,12726.4677408505,75022.9589334846,1.5
2,67016.545678062,14171.6871966347,81188.2328746967,1.5
2.2,71765.9536033899,15771.8816964994,87537.8352998893,1.5
2.4,76495.2733349341,17507.9076641569,94003.1809990909,1.5
2.6,81159.2476105491,19393.6031383729,100552.850748922,1.5
2.8,85707.5865344915,21443.2124527854,107150.798987277,1.5
3,90091.1115785918,23665.9934914708,113757.105070063,0
3.2,98704.0853821614,26082.5994428172,124786.684824979,0
3.4,107777.950528561,28642.2226614385,136420.173189999,0
3.6,117282.287436186,31337.0479856621,148619.335421848,0
3.8,127211.289089365,34167.1747332471,161378.463822613,0
4,137518.002822532,37119.9427367879,174637.94555932,1.5
4.2,139486.734115147,40255.2910208285,179742.025135975,1.5
4.4,140917.610474531,43583.1507754398,184500.761249971,1.5
4.6,141833.608612704,47102.460119443,188936.068732147,1.5
4.8,142183.012427015,50843.883666189,193026.896093204,1.5
5,141968.204890872,54823.0781597355,196791.283050608,0
5.2,152079.114498693,58989.740642856,211068.855141549,0
5.4,162288.766712544,63214.1758707064,225502.94258325,0
5.6,172526.090276863,67465.3577415609,239991.448018423,0
5.8,182717.395932891,71714.3682491144,254431.764182005,0
6,192777.419266104,75924.9423989789,268702.361665083,0
6.2,202638.559201798,80066.0479796184,282704.607181416,0
6.4,212251.908164665,84114.80967643,296366.717841095,0
6.6,221578.596013534,88052.8541545554,309631.450168089,0
6.8,230541.791393781,91847.3134748458,322389.104868627,0
7,239096.074277901,95477.4873548438,334573.561632745,0
7.2,247135.961446688,98898.2237507681,346034.185197456,0
7.4,254737.202762991,102138.470855247,356875.673618238,0
7.6,261908.400077325,105200.454320858,367108.854398183,0
7.8,268599.055310604,108062.040763998,376661.096074601,0
8,274806.117925738,110720.88433289,385527.002258627,0
8.2,280463.94092029,113148.362851778,393612.303772069,0
8.4,285692.647789035,115394.329612018,401086.977401054,0
8.6,290526.152234036,117472.623040134,407998.77527417,0
8.8,294941.654887819,119373.098923168,414314.753810987,0
9,298958.075482863,121103.391910894,420061.467393756,0
9.2,302544.030715639,122649.702312246,425193.733027885,0
9.4,305808.680625179,124058.410014619,429867.090639798,0
9.6,308786.92536102,125344.280648154,434131.206009174,0
9.8,311471.133926084,126503.872731767,437975.006657851,0
10,313882.625294545,127546.196657222,441428.821951767,0
10.2,316008.274155159,128465.464532799,444473.738687958,0
10.4,317925.912561898,129295.090228739,447221.002790637,0
10.6,319661.430269549,130046.171217756,449707.601487305,0
10.8,321213.054312338,130717.887115276,451930.941427614,0
