time,S,R,T
0,30000,10000,40000
0.2,33478.0586378044,11260.8903785743,44738.9490163786
0.4,37180.5704506022,12654.8702234727,49835.4406740749
0.6,41104.5583817628,14196.4093195158,55300.9677012786
0.8,45238.3833325646,15898.8049412756,61137.1882738402
1,49562.2270617088,17774.9864267261,67337.2134884349
1.2,54048.6672302131,19835.4622304277,73884.1294606408
1.4,58666.800061485,22093.770611553,80760.570673038
1.6,63376.4996370382,24560.7257990302,87937.2254360683
1.8,68136.8017225003,27247.8423298279,95384.6440523282
2,72897.185987198,30165.5507340583,103062.736721256
2.2,77606.1591834441,33324.3463083605,110930.505491805
2.4,82208.2334273162,36733.2362449332,118941.469672249
2.6,86646.3968723566,40401.2606184459,127047.657490803
2.8,90864.90461045,44335.8307084461,135200.735318896
3,94806.5369641026,48544.3422630922,143350.879227195
3.2,98441.5909464506,53029.6939886242,151471.284935075
3.4,101716.672271866,57799.2733151656,159515.945587032
3.6,104573.835137697,62861.4366058052,167435.271743502
3.8,106961.337451834,68223.2195695246,175184.557021359
4,108874.629283041,73886.6983830883,182761.32766613
4.2,110310.109069327,79853.8495569662,190163.958626293
4.4,111207.824489382,86132.5716319211,197340.396121303
4.6,111541.949064606,92727.3555654503,204269.304630056
4.8,111407.220624868,99632.5586848118,211039.77930968
5,110738.3121741,106855.992031559,217594.304205659
5.2,109524.346569241,114400.890046725,223925.236615966
5.4,107835.976378674,122262.887014878,230098.863393552
5.6,105714.910240961,130440.315358377,236155.225599338
5.8,103144.13035184,138936.981947434,242081.112299274
6,100152.073849268,147749.96924461,247902.043093878
6.2,96849.8770186038,156854.124996473,253704.002015076
6.4,93228.881227851,166256.505334421,259485.386562272
6.6,89322.3856403799,175952.885503738,265275.271144118
6.8,85201.0836104082,185903.513796123,271104.597406531
7,80911.6884062786,196091.421170275,277003.109576554
7.2,76487.5573778145,206512.327590501,282999.884968316
7.4,71972.9699616397,217138.857194908,289111.827156548
7.6,67415.6360957771,227902.376681666,295318.012777443
7.8,62857.5824550659,238802.603366584,301660.18582165
8,58342.9105030744,249814.301807429,308157.212310503
8.2,53892.0692316982,260848.756450323,314740.825682021
8.4,49543.4882891753,271865.509449414,321408.99773859
8.6,45340.7014611398,282837.801789834,328178.503250974
8.8,41312.2660752513,293717.683167207,335029.949242459
