time,S,R,T
9,37449.7886122995,304429.243430925,341879.032043224
9.2,33795.0532686584,314934.540740471,348729.594009129
9.4,30357.446657944,325188.804591104,355546.251249048
9.6,27130.4095914839,335152.921762235,362283.331353719
9.8,24139.9883502985,344776.211198454,368916.199548753
10,21377.8714750007,354036.242204202,375414.113679202
10.2,18838.173086867,362907.995766488,381746.168853355
10.4,16533.1109539279,371347.134617906,387880.245571834
10.6,14444.382068186,379353.34725011,393797.729318296
10.8,12564.5246249083,386909.225615566,399473.750240474
11,10883.6403961128,394008.034479887,404891.674875999
11.2,9385.69561713498,400656.093315053,410041.788932188
11.4,8061.0329943932,406846.703994369,414907.736988762
11.6,6893.56478587172,412600.396307732,419493.961093604
11.8,5871.58485631596,417914.917191288,423786.502047604
12,4981.05145954222,422818.44027529,427799.491734832
12.2,4208.880940009,427317.065187197,431525.946127206
12.4,3543.25906673631,431436.017839346,434979.276906082
12.6,2971.58366175718,435193.80973073,438165.393392487
12.8,2483.08758606999,438611.35733376,441094.44491983
13,2067.97339446058,441712.800907748,443780.774302209
13.2,1714.96529559879,444517.881184091,446232.84647969
13.4,1417.55852452264,447050.23763247,448467.796156992
13.6,1167.08943204302,449331.02888312,450498.118315163
13.8,957.798070104241,451380.70445885,452338.502528955
14,783.309214184566,453218.982568418,454002.291782603
14.2,638.456702624475,454864.446514916,455502.903217541
14.4,518.610290252312,456334.532339416,456853.142629669
14.6,419.779275871535,457645.669354966,458065.448630838
14.8,338.72482604022,458812.765709747,459151.490535787
15,272.548970000812,459849.772327196,460122.321297196
15.2,218.56093241932,460770.137521038,460988.698453458
15.4,174.697593979492,461585.675211313,461760.372805292
15.6,139.286383057752,462306.912815743,462446.199198801
15.8,110.597902209989,462944.498681139,463055.096583349
16,87.5669261104523,463506.930913022,463594.497839132
16.2,69.0878949845942,464002.48568294,464071.573577924
16.4,54.3433226504513,464438.398890197,464492.742212848
16.6,42.6180064936749,464821.22181179,464863.839818284
16.8,33.3169784915025,465156.895411091,465190.212389582
17,25.9765223849275,465450.671646798,465476.648169183
17.2,20.1920189677566,465707.34108706,465727.533106028
17.4,15.6436083952253,465931.15728824,465946.800896635
17.6,12.0839255900764,466125.876302463,466137.960228053
17.8,9.30459476869573,466294.870191782,466304.174786551
18,7.14503597416869,466441.112406273,466448.257442247
18.2,5.47208873871438,466567.249943324,466572.722032063
18.4,4.18130558774339,466675.637095791,466679.818401379
18.6,3.18430591541327,466768.370812679,466771.555118595
18.8,2.4163711279325,466847.300163159,466849.716534287
19,1.82768257705307,466914.055307913,466915.88299049
19.2,1.3786235790732,466970.077302701,466971.45592628
19.4,1.03763906472977,467016.638680822,467017.676319887
19.6,0.778834732225126,467054.866548167,467055.645382899
19.8,0.582512474463379,467085.756378143,467086.338890617
20,0.433927918281532,467110.185361231,467110.619289149
20.2,0.322278796980444,467128.923315917,467129.245594714
20.4,0.238829252162302,467142.65072612,467142.889555372
20.6,0.176558949489506,467151.968516,467152.145074949
20.8,0.130105249607869,467157.406494153,467157.536599403
21,0.0955328239793685,467159.430576383,467159.526109207
21.2,0.0698988530064324,467158.450563194,467158.520462047
21.4,0.0510341996171915,467154.826451552,467154.877485752
21.6,0.037178103253775,467148.877036278,467148.914214382
21.8,0.0269929276229916,467140.882652524,467140.909645452
22,0.0195240508115239,467131.089353689,467131.10887774
22.2,0.0140780275523077,467119.713516114,467119.727594142
22.4,0.0101271330099597,467106.945630805,467106.955757938
22.6,0.00726644135798044,467092.953408251,467092.960674693
22.8,0.00519793222201455,467077.88445224,467077.889650173
23,0.00370585396428896,467061.868618799,467061.872324653
23.2,0.00263468253444799,467045.020034335,467045.022669017
23.4,0.00186875159713166,467027.439035846,467027.440904597
23.6,0.00132190157002302,467009.213897905,467009.215219807
23.8,0.000931906176948314,466990.422285656,466990.423217562
24,0.000654781063264862,466971.132498577,466971.133153358
24.2,0.000458869811770906,466951.40459007,466951.40504894
24.4,0.000320840022868566,466931.291372964,466931.291693804
24.6,0.000223671480178015,466910.839299804,466910.839523475
24.8,0.00015536639934746,466890.089225844,466890.08938121
25,0.000107572420508949,466869.077084601,466869.077192173
