time,S,R,T
12.8,4185.83897116034,414651.281261511,418837.120232671
13,3499.92439990862,420033.574754059,423533.499153967
13.2,2914.24618570595,424955.306103585,427869.552289291
13.4,2417.58118939948,429441.561325222,431859.142514622
13.6,1998.13264143754,433513.424977832,435511.55761927
13.8,1646.33171134752,437201.197594739,438847.529306086
14,1351.10061871692,440529.225066736,441880.325685453
14.2,1105.75044148087,443526.749370671,444632.499812152
14.4,900.72597714177,446220.090887616,447120.816864758
14.6,731.058464370449,448635.207803024,449366.266267394
14.8,591.084037794398,450796.5817793,451387.665817095
15,476.245351227466,452727.315324201,453203.560675429
15.2,382.524104966478,454448.49162276,454831.015727727
15.4,306.337735539904,455980.11866046,456286.456396
15.6,244.476311521143,457341.212744249,457585.68905577
15.8,194.448036024436,458548.828330674,458743.276366698
16,154.063774626872,459618.651748168,459772.715522795
16.2,121.63194840398,460565.297270971,460686.929219375
16.4,95.7244248046372,461401.866236722,461497.590661527
16.6,75.1241684155125,462140.11331694,462215.237485355
16.8,58.7724907781444,462790.783268991,462849.555759769
17,45.8564455797153,463363.427110737,463409.283556317
17.2,35.667438511024,463866.76653387,463902.433972381
17.4,27.6418569288406,464308.652700204,464336.294557133
17.6,21.3592197802874,464695.994819316,464717.354039096
17.8,16.4555381859646,465035.065873863,465051.521412049
18,12.6392433993908,465331.429779594,465344.069022993
18.2,9.68002712205146,465590.019085796,465599.699112918
18.4,7.39103402263749,465815.216057964,465822.607091986
18.6,5.62566673231381,466010.918045964,466016.543712697
18.8,4.26805878849116,466180.586827591,466184.854886379
19,3.22821016837875,466327.281197844,466330.509408012
19.2,2.43571862551841,466453.704286823,466456.140005448
19.4,1.83258945828187,466562.261727332,466564.09431679
19.6,1.37525388790961,466655.070806874,466656.446060762
19.8,1.02902019016559,466734.006207454,466735.035227645
20,0.76739349755381,466800.723980003,466801.491373501
20.2,0.570458545165302,466856.681598801,466857.252057346
20.4,0.42282390263754,466903.164141978,466903.58696588
20.6,0.312642764212912,466941.304255732,466941.616898496
20.8,0.23048174357873,466972.101498598,466972.331980342
21,0.169323646593174,466996.436407871,466996.605731518
21.2,0.123976217650269,467015.084323997,467015.208300215
21.4,0.0905287075219934,467028.727861123,467028.818389831
21.6,0.0659529958270295,467037.968142216,467038.034095212
21.8,0.0479125082161545,467043.334657337,467043.382569846
22,0.0346823832803904,467045.293446449,467045.328128833
22.2,0.0250199079340506,467044.254487251,467044.279507159
22.4,0.0179974976031824,467040.57847708,467040.596474578
22.6,0.0129272553478543,467034.58288127,467034.595808525
22.8,0.00924835694259459,467026.547595903,467026.55684426
23,0.00659466952409485,467016.718037411,467016.724632081
23.2,0.00468997717257639,467005.310226564,467005.314916541
23.4,0.00332311522363144,466992.514478795,466992.517801911
23.6,0.00234680326072936,466978.498092621,466978.500439424
23.8,0.0016529601760689,466963.408035968,466963.409688928
24,0.00116126802661861,466947.373624226,466947.374785494
24.2,0.000813360385651425,466930.508702161,466930.509515521
24.4,0.00056777875710922,466912.913418791,466912.91398657
24.6,0.000395350885869804,466894.675747234,466894.676142585
24.8,0.000274848620604126,466875.873126324,466875.873401172
25,0.000190626167121891,466856.57371721,466856.573907836
