time,S,R,T
0,25500,4500,30000
0.2,28535.563537004,5082.36649005722,33617.9300270612
0.4,31788.6144021156,5729.9882976944,37518.60269981
0.6,35262.7554053329,6450.78764117566,41713.5430465086
0.8,38954.4575218172,7252.79458665654,46207.2521084738
1,42853.0073169529,8143.81270714798,50996.8200241009
1.2,46938.0496042901,9131.41145717788,56069.461061468
1.4,51196.9819876547,10223.3274207306,61420.3094083853
1.6,55593.3690330975,11428.5610683654,67021.9301014629
1.8,60108.0144736605,12755.0939078745,72863.108381535
2,64692.8123651687,14212.465467139,78905.2778323077
2.2,69319.1065982508,15809.1829758997,85128.2895741505
2.4,73932.54392684,17555.0032460629,91487.547172903
2.6,78495.2760553241,19458.8991612217,97954.1752165458
2.8,82950.5425555904,21530.8092912173,104481.351846808
3,87253.5609118093,23780.1166928596,111033.677604669
3.2,91356.9386748069,26218.3922562759,117575.330931083
3.4,95212.7562293756,28854.6106743646,124067.36690374
3.6,98773.2706433464,31698.6167719863,130471.887415333
3.8,102005.724619311,34762.6540972705,136768.378716582
4,104873.51083295,38058.3499315493,142931.860764499
4.2,107327.452369345,41595.3195646759,148922.771934021
4.4,109335.173936987,45385.2979486821,154720.471885669
4.6,110928.124189685,49446.7645724599,160374.888762145
4.8,112046.133458923,53788.5172427535,165834.650701677
5,112660.993366568,58422.7312463426,171083.72461291
5.2,112816.96189265,63367.1728734878,176184.134766138
5.4,112509.199164297,68635.8203633668,181145.019527664
5.6,111710.634411011,74240.9367727042,185951.571183715
5.8,110435.278896887,80196.2443273489,190631.523224236
6,108753.011590997,86515.7021951942,195268.713786191
6.2,106636.658687981,93212.8579309698,199849.516618951
6.4,104094.75242961,100301.410523294,204396.162952904
6.6,101193.489154817,107782.472988819,208975.962143636
6.8,97960.691150729,115668.821440843,213629.512591572
7,94429.3416967169,123971.477152166,218400.818848883
7.2,90643.0230038766,132699.504848907,223342.527852784
7.4,86628.7443573936,141837.728798112,228466.473155506
7.6,82419.825790229,151372.187608984,233792.013399213
7.8,78073.1212879323,161309.292575239,239382.413863171
8,73638.5454681053,171641.930481522,245280.475949627
8.2,69153.6049527467,182340.906978349,251494.511931096
8.4,64621.8459819872,193334.786170853,257956.63215284
8.6,60106.7288525136,204632.757191683,264739.486044197
8.8,55648.4977661886,216213.843151745,271862.340917934
9,51266.6226851484,227975.433399693,279242.056084841
9.2,46991.5554266703,239858.071217296,286849.626643967
9.4,42865.0429797794,251846.685017968,294711.727997748
9.6,38920.8628111072,263896.962612166,302817.825423273
9.8,35145.7333817434,275878.971530495,311024.704912239
10,31579.9106617421,287760.18672744,319340.097389182
10.2,28242.5727538722,299476.590492742,327719.163246615
10.4,25113.8081047135,310952.775410988,336066.583515702
10.6,22221.9590450563,322127.393988681,344349.353033737
10.8,19572.2084371934,332924.748902686,352496.95733988
11,17138.5615630115,343289.902151067,360428.463714078
11.2,14933.7905417259,353255.033299813,368188.823841539
11.4,12946.0733530327,362747.064410805,375693.137763837
11.6,11169.1149094754,371727.082337238,382896.197246713
11.8,9592.40163020723,380196.074881232,389788.476511439
12,8201.49371027141,388133.813390124,396335.307100396
12.2,6976.72422466387,395540.226930873,402516.951155537
12.4,5910.38532596432,402421.347785484,408331.733111449
12.6,4984.82558888935,408786.745347419,413771.570936309
