time,S,R,T
0,29970,30,30000
0.2,33598.9973594675,33.8825103298635,33632.8798697973
0.4,37605.8437050385,38.1995180136537,37644.0432230522
0.6,42032.3475412828,43.0024257252398,42075.3499670081
0.8,46918.9408265713,48.3420842556559,46967.282910827
1,52302.696100833,54.2663361041077,52356.9624369371
1.2,58211.973066623,60.8146180966905,58272.7876847197
1.4,64684.0111751874,68.034906194331,64752.0460813817
1.6,71747.1606306128,75.9669567592247,71823.1275873721
1.8,79422.2861326371,84.6437442434101,79506.9298768806
2,87743.3343734487,94.1101201933637,87837.444493642
2.2,96705.9860971337,104.37087470658,96810.3569718403
2.4,106331.937832138,115.458513981689,106447.39634612
2.6,116625.589974026,127.385478647937,116752.975452673
2.8,127543.358647541,140.10865824523,127683.467305786
3,139102.476329755,153.655707328899,139256.132037083
3.2,151232.12560673,167.947341894548,151400.072948625
3.4,163892.170412284,182.941986679745,164075.112398963
3.6,177048.472364508,198.604433241903,177247.07679775
3.8,190557.685186445,214.759529781806,190772.444716227
4,204401.150126931,231.392799158897,204632.54292609
4.2,218493.402579873,248.401892508131,218741.804472381
4.4,232675.468536366,265.584723881697,232941.053260248
4.6,246896.968831931,282.886548115034,247179.855380046
4.8,261052.45836518,300.174407691862,261352.632772872
5,275010.954766535,317.275797297789,275328.230563833
5.2,288688.126414732,334.090456400531,289022.216871133
5.4,301997.674502577,350.50409921942,302348.178601796
5.6,314861.586371981,366.409080876576,315227.995452857
5.8,327178.240788649,381.678835490216,327559.919624139
6,338917.921090334,396.268021963929,339314.189112298
6.2,350051.475336816,410.131963865224,350461.607300682
6.4,360488.735777914,423.154170655798,360911.88994857
6.6,370311.385008551,435.433089819006,370746.81809837
6.8,379512.111063527,446.954676940576,379959.065740467
7,388019.42573833,457.623766839618,388477.04950517
7.2,395811.205049431,467.407715928051,396278.612765359
7.4,403067.333594324,476.533876266564,403543.867470591
7.6,409702.683100245,484.888514439249,410187.571614684
7.8,415722.829821439,492.474638518241,416215.304459958
8,421177.17312477,499.353313813223,421676.526438584
8.2,426163.544003807,505.649768270641,426669.193772078
8.4,430663.242660927,511.334848839742,431174.577509766
8.6,434704.046046797,516.440975266755,435220.487022063
8.8,438345.773523749,521.046612445051,438866.820136195
9,441625.179630487,525.197080971341,442150.376711458
9.2,444569.427899751,528.923919106432,445098.351818858
9.4,447212.583480665,532.2690795877,447744.852560253
9.6,449567.715491397,535.252893057464,450102.968384454
9.8,451676.279465683,537.924923005771,452214.204388689
10,453569.908199983,540.324617288925,454110.232817272
10.2,455242.233454663,542.445241333459,455784.678695996
10.4,456682.020930806,544.274146873434,457226.29507768
10.6,457957.936512468,545.895787852963,458503.832300321
10.8,459096.317544595,547.343176598092,459643.660721193
11,460123.501372134,548.649325434869,460672.150697569
11.2,461065.825340031,549.847246689344,461615.67258672
11.4,461949.626793234,550.969952687563,462500.596745921
11.6,462703.393602378,551.928898425724,463255.322500804
11.8,463315.678404533,552.710156701262,463868.388561235
12,463864.992126162,553.411554508906,464418.403680671
12.2,464367.758136925,554.053788151827,464921.811925076
12.4,464840.399806482,554.657553933199,465395.057360415
12.6,465299.340504493,555.243548156192,465854.584052649
12.8,465761.00360062,555.832467123978,466316.836067744
13,466127.405870932,556.301192923215,466683.707063856
13.2,466421.686874615,556.678864408365,466978.365739023
13.4,466690.918696007,557.024704690805,467247.943400698
13.6,466942.523553136,557.34809522262,467499.871648358
13.8,467183.923664026,557.658417455893,467741.582081482
14,467422.541246704,557.965052842706,467980.506299547
14.2,467665.798519197,558.277382835144,468224.075902032
14.4,467845.729090185,558.509346158189,468404.238436343
14.6,467996.562225191,558.704262251914,468555.266487443
14.8,468132.5273725,558.880130589422,468691.40750309
15,468256.244940114,559.040253483683,468815.285193597
15.2,468370.335336032,559.187933247665,468929.52326928
15.4,468477.418968258,559.326472194339,469036.745440452
15.6,468580.116244791,559.459172636674,469139.575417428
15.8,468653.872315711,559.555059672802,469213.427375384
16,468716.745494987,559.636908049807,469276.382403037
16.2,468770.343482314,559.706742712097,469330.050225026
16.4,468815.844423047,559.766046790404,469375.610469838
16.6,468854.426462544,559.816303415457,469414.242765959
16.8,468887.267746158,559.858995717986,469447.126741876
17,468916.909321817,559.897343462793,469476.80666528
17.2,468951.521447552,559.941781076849,469511.463228629
17.4,468980.427420349,559.978731585094,469540.406151934
17.6,469003.627240208,560.008194987528,469563.635435195
17.8,469021.120907128,560.030171284151,469581.151078412
18,469032.908421111,560.044660474963,469592.953081586
