time,S,R,T
11.8,332965.483351765,131889.918657009,464855.402008774
12,333354.288023926,132053.760124631,465408.048148557
12.2,333698.149385898,132198.74704917,465896.896435069
12.4,334008.126657237,132329.276921027,466337.403578264
12.6,334283.33323554,132445.171891754,466728.505127294
12.8,334526.728563786,132547.685371405,467074.413935191
13,334740.413906122,132637.712729015,467378.126635137
13.2,334925.632347866,132715.7912926,467641.423640466
13.4,335084.660746746,132782.88109567,467867.541842417
13.6,335236.051280072,132846.654566198,468082.70584627
13.8,335370.33302676,132903.216015617,468273.549042376
14,335488.35456203,132952.924375978,468441.278938008
14.2,335590.386951933,132995.896361521,468586.283313454
14.4,335676.123753344,133032.006468668,468708.130222012
14.6,335744.681013968,133060.88697603,468805.567989999
14.8,335815.013158002,133090.483148004,468905.496306005
15,335877.286935847,133116.676662952,468993.963598799
15.2,335931.375657802,133139.416483652,469070.792141454
15.4,335977.309498116,133158.717091485,469136.0265896
15.6,336014.817084487,133174.466391166,469189.283475653
15.8,336043.325498066,133186.425710744,469229.75120881
16,336072.156399267,133198.512699254,469270.669098521
16.2,336098.656618293,133209.615049081,469308.271667374
16.4,336121.543990265,133219.196433646,469340.740423911
16.6,336140.973892703,133227.324456576,469368.298349279
16.8,336156.967762912,133234.010548119,469390.978311031
17,336169.413097991,133239.209965145,469408.623063136
17.2,336181.551513868,133244.29128123,469425.842795098
17.4,336193.658274952,133249.373625393,469443.031900345
17.6,336204.785783944,133254.061199755,469458.846983699
17.8,336215.105010027,133258.429703652,469473.534713679
18,336224.724842748,133262.528937298,469487.253780046
18.2,336233.692092019,133266.382801786,469500.074893805
18.4,336242.077864303,133269.992402361,469512.070266664
18.6,336249.864511537,133273.331986785,469523.196498322
18.8,336256.883271098,133276.346704917,469533.229976015
19,336262.95886913,133278.957803919,469541.916673049
19.2,336267.856282296,133281.060715549,469548.916997846
19.4,336271.280737784,133282.525056164,469553.805793948
19.6,336276.263555954,133284.669599561,469560.933155515
19.8,336285.733718595,133288.768751068,469574.502469663
20,336295.243053262,133292.88342345,469588.126476712
20.2,336304.591252705,133296.925237969,469601.516490674
20.4,336313.534404621,133300.787033472,469614.321438093
20.6,336321.784991652,133304.342866389,469626.127858041
20.8,336329.011891388,133307.448010735,469636.459902123
21,336334.840376364,133309.938958109,469644.779334473
21.2,336338.852114061,133311.633417694,469650.485531754
21.4,336340.585166907,133312.330316256,469652.915483163
21.6,336339.533992277,133311.809798148,469651.343790425
21.8,336335.149442491,133309.833225304,469644.982667796
22,336326.838764817,133306.143177244,469632.981942061
22.2,336329.06039569,133307.00415506,469636.06455075
22.4,336332.235376891,133308.265162305,469640.500539196
22.6,336334.872449476,133309.279784128,469644.152233604
22.8,336336.839409423,133309.990607874,469646.830017297
23,336337.990462697,133310.334444248,469648.324906945
23.2,336338.166225255,133310.242327314,469648.408552569
23.4,336337.193723039,133309.639514497,469646.833237535
23.6,336334.88639198,133308.445486582,469643.331878562
23.8,336331.044078,133306.573947712,469637.618025712
24,336325.453037007,133303.932825392,469629.385862399
24.2,336317.8859349,133300.424270484,469618.310205384
24.4,336308.101847563,133295.944657213,469604.046504776
24.6,336297.075192378,133290.933721309,469588.008913687
24.8,336288.643723228,133287.110953307,469575.754676536
25,336284.651925969,133285.305463923,469569.957389892
