time,S,R,T
0,34000,6000,40000
0.2,38011.4555792166,6756.53453883247,44767.9901180491
0.4,42415.2131310273,7592.77330918268,50007.98644021
0.6,47249.0742781731,8517.0205409509,55766.094819124
0.8,52545.4075172507,9536.61065392298,62082.0181711737
1,58333.0484758133,10658.3065369366,68991.3550127499
1.2,64628.3551176062,11886.3877385509,76514.7428561571
1.4,71456.6132166453,13227.1336848195,84683.7469014648
1.6,78833.1296785524,14684.6433850421,93517.7730635945
1.8,86755.9187928595,16259.8127798218,103015.731572681
2,95245.6050099059,17957.8373117079,113203.442321614
2.2,104262.776176211,19771.8538034361,124034.629979647
2.4,113818.400573748,21705.1902611985,135523.590834946
2.6,123870.114966332,23749.9868784555,147620.101844787
2.8,134375.347043523,25898.339434275,160273.686477798
3,145303.677238481,28144.7760175783,173448.45325606
3.2,156561.004211673,30469.8192658855,187030.823477559
3.4,168116.277322674,32867.9614925062,200984.23881518
3.6,179871.807785312,35318.0550308252,215189.862816138
3.8,191745.054611591,37803.0651937048,229548.119805296
4,203641.268658186,40303.001561245,243944.270219431
4.2,215484.660135947,42801.2315634738,258285.891699421
4.4,227194.303245812,45279.8125173982,272474.11576321
4.6,238657.891140598,47714.3363562269,286372.227496825
4.8,249791.786605726,50086.1947630007,299877.981368726
5,260591.731541905,52393.8172267383,312985.548768643
5.2,270951.021619026,54613.2191366016,325564.240755628
5.4,280801.352615347,56728.5621885145,337529.914803862
5.6,290155.466604006,58742.3632593977,348897.829863404
5.8,298964.155747469,60642.7277138465,359606.883461315
6,307199.684789618,62422.4651506212,369622.149940239
6.2,314859.826475459,64080.5630123126,378940.389487772
6.4,321953.969782472,65618.5936676049,387572.563450077
6.6,328488.696959509,67036.8092145149,395525.506174024
6.8,334484.292430696,68338.9833178143,402823.27574851
7,339962.85948726,69530.4231255321,409493.282612792
7.2,344965.796999485,70619.3123701253,415585.10936961
7.4,349540.443709163,71615.6849702363,421156.128679399
7.6,353596.906241826,72499.601066036,426096.507307862
7.8,357232.188845758,73292.1059723051,430524.294818063
8,360506.059467389,74006.1624542301,434512.221921619
8.2,363472.743474449,74653.5891632936,438126.332637742
8.4,366192.971560952,75247.6981821273,441440.669743079
8.6,368669.673136144,75789.0231398956,444458.696276039
8.8,370792.054927182,76252.7753070986,447044.830234281
9,372695.732019651,76668.8079574706,449364.539977122
9.2,374412.280204203,77043.9169011362,451456.197105339
