time,S,R,T
9.4,375973.275271491,77384.8979482196,453358.17321971
9.6,377385.795307124,77693.401599449,455079.196906573
9.8,378612.863546854,77961.8254140008,456574.688960855
10,379720.728414744,78204.2475750283,457924.975989772
10.2,380731.704342268,78425.5187080631,459157.223050331
10.4,381668.1057609,78630.489438637,460298.595199537
10.6,382526.727601955,78818.4674085611,461345.195010516
10.8,383252.892163239,78977.5801045559,462230.472267795
11,383907.588482962,79121.0785014627,463028.666984424
11.2,384502.982146018,79251.6088363647,463754.590982383
11.4,385051.238737306,79371.8173463452,464423.056083651
11.6,385551.353265596,79481.4840459977,465032.837311593
11.8,385972.586311572,79573.9180495034,465546.504361076
12,386348.514407959,79656.4251122225,466004.939520181
12.2,386685.780479624,79730.4496124722,466416.230092096
12.4,386991.027451439,79797.4359285698,466788.463380009
12.6,387265.234784093,79857.5982763007,467122.833060394
12.8,387495.088661376,79908.0462250467,467403.134886423
13,387697.128660596,79952.3738075822,467649.502468178
13.2,387875.487369717,79991.4801312909,467866.967501008
13.4,388034.297376706,80026.2643035561,468060.561680262
13.6,388173.282324223,80056.6880352919,468229.970359515
13.8,388282.25253647,80080.605342924,468362.857879394
14,388376.075697936,80101.1977485359,468477.273446472
14.2,388457.993399458,80119.1749224678,468577.168321925
14.4,388531.247231872,80135.24653506,468666.493766932
14.6,388599.078786016,80150.1222566528,468749.201042669
14.8,388664.729652728,80164.5117575864,468829.241410315
15,388731.441422845,80179.1247082012,468910.566131046
15.2,388785.609689315,80190.993674476,468976.603363791
15.4,388820.760297352,80198.7075968999,469019.467894252
15.6,388852.49397652,80205.6738692253,469058.167845745
15.8,388882.514734815,80212.2665418664,469094.781276682
16,388912.526580237,80218.8596652374,469131.386245474
16.2,388944.233520782,80225.8272897527,469170.060810535
16.4,388979.339564448,80233.5434658265,469212.883030275
16.6,389019.548719234,80242.382243873,469261.930963107
16.8,389045.966162282,80248.1948730584,469294.16103534
17,389065.587764397,80252.5173165225,469318.105080919
17.2,389084.263236825,80256.6338798278,469340.897116653
17.4,389102.521667639,80260.660641014,469363.182308653
17.6,389120.892144911,80264.7136781211,469385.605823032
17.8,389139.903756712,80268.9090691887,469408.812825901
18,389160.085591115,80273.3628922567,469433.448483372
18.2,389181.742393054,80278.1418738464,469459.8842669
18.4,389194.958577265,80281.0644487852,469476.02302605
18.6,389206.987381239,80283.7258889348,469490.713270174
18.8,389217.907680031,80286.1432334421,469504.050913473
19,389227.798348694,80288.3335214542,469516.131870148
19.2,389236.738262285,80290.3137921179,469527.052054403
19.4,389244.806295857,80292.1010845803,469536.907380437
19.6,389252.081324466,80293.7124379883,469545.793762454
19.8,389258.41513577,80295.1155125482,469553.530648319
20,389263.35155391,80296.2110034451,469559.562557355
20.2,389267.39342996,80297.1081411457,469564.501571105
20.4,389270.582168849,80297.8158171183,469568.397985968
20.6,389272.959175508,80298.3429228314,469571.302098339
20.8,389274.565854864,80298.6983497535,469573.264204617
21,389275.443611848,80298.8909893528,469574.334601201
21.2,389275.633851388,80298.9297330978,469574.563584486
21.4,389276.782778252,80299.1807764156,469575.963554668
21.6,389278.824064939,80299.6303039936,469578.454368933
21.8,389280.505041198,80299.9997347816,469580.50477598
22,389281.825707029,80300.2890687793,469582.114775808
22.2,389282.786062433,80300.498305987,469583.28436842
22.4,389283.386107408,80300.6274464045,469584.013553813
22.6,389283.625841956,80300.6764900319,469584.302331988
22.8,389283.505266077,80300.6454368692,469584.150702946
23,389283.024379769,80300.5342869163,469583.558666685
23.2,389282.183183034,80300.3430401733,469582.526223207
23.4,389280.981675871,80300.0716966401,469581.053372511
23.6,389279.41985828,80299.7202563169,469579.140114597
23.8,389277.560730994,80299.3027825327,469576.863513527
24,389276.752103905,80299.1201399549,469575.87224386
24.2,389275.99540309,80298.9494220651,469574.944825156
24.4,389275.290628551,80298.7906288631,469574.081257415
24.6,389274.637780288,80298.6437603491,469573.281540637
24.8,389274.036858299,80298.508816523,469572.545674822
25,389273.487862585,80298.3857973848,469571.87365997
