time,S,R,T
0,25500,4500,30000
0.2,28587.5840880531,5082.34802053869,33669.9321085918
0.4,31996.2810838248,5729.79767021137,37726.0787540362
0.6,35761.462714644,6450.01925007013,42211.4819647141
0.8,39917.241117275,7250.58194658969,47167.8230638647
1,44494.8532335626,8138.60174943205,52633.4549829946
1.2,49517.6330982261,9119.81799346385,58637.4510916899
1.4,55016.9471316601,10201.370345745,65218.3174774051
1.6,61015.9259483068,11389.0179267648,72404.9438750716
1.8,67531.4635891934,12687.5050893994,80218.9686785928
2,74591.7854896097,14103.4292702774,88695.2147598871
2.2,82190.1568528482,15636.8734546575,97827.0303075057
2.4,90345.8997615898,17292.8506475127,107638.750409102
2.6,99058.008848896,19072.2427615524,118130.251610448
2.8,108290.48393388,20968.7629111628,129259.246845043
3,118055.882492865,22986.1136529111,141041.996145776
3.2,128284.911127818,25110.417640627,153395.328768445
3.4,138950.901492619,27337.0458330134,166287.947325632
3.6,150012.518875821,29657.9568594453,179670.475735266
3.8,161355.67439526,32048.6482847495,193404.32268001
4,172960.283748074,34505.9966594326,207466.280407507
4.2,184743.119290822,37012.1311085072,221755.250399329
4.4,196580.914425218,39539.5821839607,236120.496609178
4.6,208425.878810641,42078.9744258414,250504.853236482
4.8,220183.139475832,44608.8933204129,264792.032796245
5,231750.50117991,47105.8936720433,278856.394851954
5.2,243053.18822232,49554.1345344684,292607.322756789
5.4,254025.507988527,51937.8171970245,305963.325185551
5.6,264597.655666146,54240.5141867637,318838.169852909
5.8,274685.584410307,56443.6203989185,331129.204809226
6,284287.62734617,58545.3218197056,342832.949165876
6.2,293356.531566934,60534.3078811884,353890.839448122
6.4,301825.514782594,62395.1996234867,364220.714406081
6.6,309808.103093794,64152.603632244,373960.706726038
6.8,317240.886145592,65791.6809430034,383032.567088595
7,324087.638974616,67303.6532005907,391391.292175207
7.2,330364.765673415,68691.6228650582,399056.388538473
7.4,336180.749423854,69979.5829279274,406160.332351781
7.6,341480.815356202,71154.4870540963,412635.302410299
7.8,346271.17722361,72217.1257606183,418488.302984228
8,350627.234149934,73184.455645309,423811.689795243
8.2,354584.164647699,74064.0352259498,428648.199873648
8.4,358144.846486164,74855.8755226512,433000.722008815
8.6,361335.685647026,75565.5335621752,436901.219209201
8.8,364214.842294851,76206.6690392217,440421.511334073
9,366797.384154526,76781.9458143107,443579.329968837
9.2,369113.266530936,77297.8265897593,446411.093120695
9.4,371184.023176514,77759.215530723,448943.238707238
9.6,373028.762315964,78170.5679213305,451199.330237295
9.8,374679.944426561,78538.8100843885,453218.754510949
10,376164.229241556,78869.794826249,455034.024067805
10.2,377436.350180061,79153.9771290702,456590.327309131
10.4,378553.694332245,79403.7878429345,457957.482175179
10.6,379545.629523018,79625.6595163889,459171.289039407
10.8,380434.327906233,79824.4842648413,460258.812171074
11,381241.961635742,80005.1542036996,461247.115839442
11.2,381990.702865399,80172.5614483716,462163.26431377
11.4,382676.531635089,80325.8691619322,463002.400797022
11.6,383208.772340003,80445.2864795933,463654.058819597
11.8,383683.101275385,80551.7829407877,464234.884216173
12,384113.384130385,80648.4338033605,464761.817933746
12.2,384513.486594153,80738.3143251572,465251.80091931
12.4,384897.274355839,80824.499764023,465721.774119862
12.6,385278.613104593,80910.0653778031,466188.678482396
12.8,385606.812535046,80983.8058069654,466590.618342012
13,385857.494357412,81040.3362486863,466897.830606098
13.2,386085.630853237,81091.8252684436,467177.456121681
13.4,386297.566194531,81139.6842676249,467437.250462156
13.6,386499.644553303,81185.3246476173,467684.96920092
13.8,386698.210101563,81230.1578098081,467928.367911371
14,386899.60701132,81275.5951555846,468175.202166904
14.2,387050.687586604,81309.7976141404,468360.485200744
14.4,387176.899984681,81338.4315688294,468515.33155351
