time,S,R,T
0,29970,30,30000
0.2,33537.9020461628,33.8826757584219,33571.7847219213
0.4,37362.072672058,38.201099327116,37400.2737713851
0.6,41447.2402662571,43.008664901407,41490.2489311585
0.8,45790.0262218826,48.3598578978996,45838.3860797805
1,50378.913471016,54.3080212835205,50433.2214922995
1.2,55191.6407868748,60.9064280661688,55252.547214941
1.4,60214.8692085266,68.208210123884,60283.0774186505
1.6,65408.8070571258,76.2793069024907,65485.0863640283
1.8,70753.1985999751,85.1754286888707,70838.374028664
2,76196.348598248,94.9709914907132,76291.3195897387
2.2,81707.7184653866,105.727543924169,81813.4460093108
2.4,87230.5203378899,117.527905260714,87348.0482431506
2.6,92724.2566329686,130.440874003848,92854.6975069725
2.8,98131.5396487455,144.560956834585,98276.1006055801
3,103404.769642669,159.965829803736,103564.735472473
3.2,108500.018044993,176.807654752055,108676.825699745
3.4,113366.302538107,195.152911117446,113561.455449224
3.6,117954.629429588,215.092997331482,118169.722426919
3.8,122228.430049642,236.776958263243,122465.207007905
4,126167.760959378,260.429354836752,126428.190314215
4.2,129716.454912446,286.110210168992,130002.565122615
4.4,132832.490200866,313.943800033587,133146.4340009
4.6,135548.947933993,344.323204164969,135893.271138158
4.8,137839.551072862,377.429050808522,138216.980123671
5,139663.232866047,413.389033666955,140076.621899714
5.2,141008.49442624,452.459180779261,141460.95360702
5.4,141953.416230718,495.366639161482,142448.782869879
5.6,142445.652072083,542.152611175457,142987.804683258
5.8,142478.996195866,593.100962692471,143072.097158559
6,142096.166854571,648.957690605961,142745.124545177
6.2,141336.583036567,710.43762730753,142047.020663875
6.4,140184.357352527,777.733186964256,140962.090539491
6.6,138649.745541198,851.283728980313,139501.029270178
6.8,136805.242306859,932.95059180445,137738.192898663
7,134649.228043769,1022.90181781514,135672.129861584
7.2,132200.33043245,1121.76804089646,133322.098473347
7.4,129484.674743919,1230.71163169185,130715.386375611
7.6,126538.094173187,1351.77789813287,127889.87207132
7.8,123379.959555785,1485.51489384162,124865.474449627
8,120036.747177788,1633.64880339364,121670.395981182
8.2,116536.887487549,1798.89128943614,118335.778776985
8.4,112905.275295152,1982.1710030308,114887.446298183
8.6,109164.215732117,2186.02283124443,111350.238563361
8.8,105331.214890919,2414.18422649155,107745.399117411
9,101433.1588934,2668.04215014673,104101.201043547
9.2,97487.2023699825,2951.34288742313,100438.545257406
9.4,93504.1697331661,3269.33952324905,96773.5092564152
9.6,89508.4786869807,3624.0494928401,93132.5281798208
9.8,85513.4387842051,4021.02132568244,89534.4601098875
10,81527.5721744196,4467.64307926301,85995.2152536826
10.2,77570.9671278468,4966.85860574468,82537.8257335915
10.4,73654.3013884907,5526.85282213936,79181.1542106301
10.6,69785.2370976469,6157.94229665937,75943.1793943062
10.8,65979.9298326907,6864.43980823599,72844.3696409267
11,62246.63444006,7658.30294093775,69904.9373809978
11.2,58591.6298549116,8553.76710684596,67145.3969617576
11.4,55028.0690699481,9557.14331324225,64585.2123831904
11.6,51561.4941851039,10685.6161038027,62247.1102889067
11.8,48196.1100402076,11958.4857212029,60154.5957614105
12,44942.5228691498,13384.9246678596,58327.4475370094
12.2,41803.4801952245,14988.9977643265,56792.477959551
12.4,38781.0282514462,16796.2074358434,55577.2356872896
12.6,35883.2367186816,18819.7083864389,54702.9451051205
12.8,33111.0365885935,21088.3414085067,54199.3779971002
13,30463.3891452952,23635.4281738534,54098.8173191486
13.2,27942.8716088077,26486.0515722452,54428.923181053
13.4,25551.2478045517,29673.7834695661,55225.0312741178
13.6,23290.05044725,33234.988528269,56525.038975519
13.8,21158.6444690491,37206.2241798275,58364.8686488767
14,19155.1675894768,41625.4064063895,60780.5739958663
14.2,17276.8625659275,46532.3269273514,63809.1894932789
14.4,15521.3244903025,51970.4163336466,67491.7408239491
14.6,13887.5908970118,57976.8977493053,71864.4886463172
14.8,12374.454072709,64589.5721230657,76964.0261957747
15,10978.3786911249,71852.7362038139,82831.1148949387
15.2,9695.61766976288,79791.3099534583,89486.9276232212
15.4,8522.00794184277,88428.767280139,96950.7752219818
15.6,7453.4567088689,97798.6395372159,105252.096246085
15.8,6485.34665199183,107898.001829839,114383.348481831
16,5612.62735570768,118720.091874284,124332.719229991
16.2,4829.74042906231,130269.582841924,135099.323270986
16.4,4131.9613527425,142500.282470063,146632.243822805
16.6,3514.04372717834,155362.457763471,158876.501490649
16.8,2969.81414312312,168814.892155675,171784.706298798
17,2493.8614318441,182777.527088566,185271.38852041
17.2,2080.98697245511,197146.894242726,199227.881215181
17.4,1724.93613770359,211828.554025793,213553.490163497
17.6,1420.14488742476,226700.639489003,228120.784376428
17.8,1161.89765915888,241642.353863328,242804.251522486
18,944.197077434617,256551.311644227,257495.508721661
18.2,762.019015104938,271303.614042845,272065.63305795
18.4,611.17335985377,285752.754755615,286363.928115469
18.6,486.591863266065,299787.993990832,300274.585854098
18.8,385.006744053755,313323.030363364,313708.037107418
19,302.633455084666,326271.858535106,326574.491990191
19.2,236.425186468617,338576.589761006,338813.014947475
19.4,183.630848495433,350193.66511833,350377.295966826
19.6,141.777204379376,361090.365804175,361232.143008555
19.8,108.847768049603,371252.033962168,371360.881730218
20,83.138033439838,380675.663025768,380758.801059207
20.2,63.1353974601139,389366.207404585,389429.342802045
20.4,47.6968389226413,397343.175764356,397390.872603279
20.6,35.8639383175773,404633.01966182,404668.883600138
20.8,26.8449826320961,411267.699550159,411294.544532791
21,20.0038670936929,417283.495751199,417303.499618292
21.2,14.8310624550015,422719.464970243,422734.296032698
21.4,10.9462905205468,427616.76744375,427627.713734271
21.6,8.04172006489135,432016.489014736,432024.530734801
21.8,5.88308117048356,435959.317657584,435965.200738754
22,4.28766020730436,439484.693113646,439488.980773853
22.2,3.11420613894154,442630.358309785,442633.472515924
22.4,2.25333658263746,445431.959194928,445434.212531511
22.6,1.62398714153404,447922.93564975,447924.559636891
22.8,1.16615558535205,450134.365675091,450135.531830676
23,0.834846074949674,452094.907413996,452095.742260071
23.2,0.596616385468357,453830.815483896,453831.412100281
23.4,0.424508851704095,455365.961346702,455366.385855553
23.6,0.300846274286297,456722.111811064,456722.412657339
23.8,0.212621710214757,457918.921493345,457919.134115055
24,0.14962298326423,458974.072449177,458974.22207216
24.2,0.104877957531968,459903.4645028,459903.569380758
24.4,0.0734022027398804,460721.326335136,460721.399737339
24.6,0.0512255649132225,461440.37777543,461440.429000995
24.8,0.0355794711761587,462071.968436634,462072.004016105
25,0.0246484087671572,462626.196958984,462626.221607392
