time,S,R,T
0,39960,40,40000
0.2,44593.4165312293,45.0442352594955,44638.4607664888
0.4,49527.7335941892,50.6227264055011,49578.3563205947
0.6,54760.456089108,56.7952249589717,54817.251314067
0.8,60278.1583987947,63.6175818597744,60341.7759806545
1,66057.3226036197,71.1452809579118,66128.4678845776
1.2,72064.9351563724,79.4264464211643,72144.3616027936
1.4,78265.0876891964,88.5215825418855,78353.6092717382
1.6,84610.8596147872,98.485400266218,84709.3450150534
1.8,91053.8571510505,109.375293118629,91163.2324441691
2,97537.9031756403,121.252156681056,97659.1553323214
2.2,104002.19513533,134.178011258241,104136.373146589
2.4,110386.121835654,148.218778865657,110534.34061452
2.6,116623.174539026,163.443087056681,116786.617626083
2.8,122655.948477606,179.926699431874,122835.875177038
3,128424.927694229,197.751796180387,128622.679490409
3.2,133886.529870845,217.034810862335,134103.564681708
3.4,138992.938267081,237.88362291823,139230.821889999
3.6,143680.376592951,260.364292551366,143940.740885502
3.8,147893.351564688,284.564584149075,148177.916148837
4,151668.198779818,310.777090415445,151978.975870234
4.2,154959.066466813,339.111081550523,155298.177548364
4.4,157711.197367013,369.655963677678,158080.853330691
4.6,159887.394910345,402.540312800539,160289.935223146
4.8,161605.358554194,438.391078075194,162043.749632269
5,162785.811014522,477.201442116425,163263.012456638
5.2,163412.379584366,519.166981059979,163931.546565426
5.4,163492.79613916,564.605515413392,164057.401654574
5.6,163153.435657511,614.459604073497,163767.895261584
5.8,162337.558742522,668.70758149468,163006.266324016
6,161055.103746742,727.678886819888,161782.782633562
6.2,159340.803759441,792.00715973568,160132.810919177
6.4,157265.086384983,862.763967179805,158127.850352163
6.6,154829.480510352,940.175574624705,155769.656084977
6.8,152065.953968135,1024.99520718689,153090.949175321
7,149027.408619991,1118.87238812945,150146.28100812
7.2,145736.544004809,1222.16351716867,146958.707521977
7.4,142225.700857858,1335.7618935275,143561.462751385
7.6,138514.651762994,1462.19665109905,139976.848414093
7.8,134638.779202643,1601.96518398922,136240.744386632
8,130628.376638078,1756.2272587534,132384.603896832
8.2,126487.953755306,1928.53879101033,128416.492546316
8.4,122249.183991367,2119.93130280467,124369.115294172
8.6,117938.007907999,2331.96908625257,120269.976994251
8.8,113562.289734021,2569.16449214937,116131.45422617
9,109142.129286227,2833.96716437652,111976.096450603
9.2,104700.552229278,3128.33349985153,107828.885729129
9.4,100249.048717358,3457.92687752887,103706.975594887
9.6,95801.2989243366,3827.586968794,99628.8858931306
9.8,91377.3281516966,4239.76692326556,95617.0950749621
10,86988.9759262626,4701.46246842871,91690.4383946913
10.2,82645.5600590658,5221.34787625242,87866.9079353182
10.4,78364.7732616444,5802.52278452701,84167.2960461714
10.6,74157.397309383,6453.47337890021,80610.8706882832
10.8,70027.3875306228,7188.73873248699,77216.1262631098
11,65990.6114701474,8012.29557093946,74002.9070410868
11.2,62056.6670071816,8934.24608660293,70990.9130937845
11.4,58224.1224074195,9977.63946806215,68201.7618754816
11.6,54506.7238707349,11147.7084449482,65654.4323156831
11.8,50912.7422458793,12456.2947209971,63369.0369668764
12,47437.0816214894,13937.9508641807,61375.0324856701
12.2,44090.7803684653,15599.8164051395,59690.5967736048
12.4,40879.6749443695,17457.8692127919,58337.5441571614
12.6,37799.3034025822,19554.1917238786,57353.4951264609
12.8,34855.2874883712,21905.3060636479,56760.5935520191
13,32051.9024199138,24531.1475568237,56583.0499767375
13.2,29385.7011506817,27477.6065580388,56863.3077087205
