40000,40000,40000
50805.0273822794,50805.0273822794,50805.0273822794
64394.1183656834,64394.1183656834,64394.1183656834
81406.2466786551,81406.2466786551,81406.2466786551
102579.983831095,102579.983831095,102579.983831095
128742.499623514,128742.499623514,128742.499623514
160780.204089814,160780.204089814,160780.204089814
199584.268789867,199584.268789867,199584.268789867
245963.804969185,245963.804969185,245963.804969185
300536.058820176,300536.058820176,300536.058820176
363534.61743895,363534.61743895,363534.61743895
