10000,10000,10000
17207.6351740632,17207.6351740632,17207.6351740632
29204.7741681924,29204.7741681924,29204.7741681924
48461.5975459513,48461.5975459513,48461.5975459513
77638.136017114,77638.136017114,77638.136017114
118195.842118531,118195.842118531,118195.842118531
168306.266208124,168306.266208124,168306.266208124
221932.720380282,221932.720380282,221932.720380282
271177.473810551,271177.473810551,271177.473810551
310436.967399597,310436.967399597,310436.967399597
338355.61092601,338355.61092601,338355.61092601
356635.806728245,356635.806728245,356635.806728245
367966.016733938,367966.016733938,367966.016733938
374751.174661944,374751.174661944,374751.174661944
378732.223589421,378732.223589421,378732.223589421
