40000,40000,40000
58110.786077556,58110.786077556,58110.786077556
83158.4472633768,83158.4472633768,83158.4472633768
116596.937280169,116596.937280169,116596.937280169
159183.733455996,159183.733455996,159183.733455996
210280.496444567,210280.496444567,210280.496444567
267385.704193633,267385.704193633,267385.704193633
326348.494547965,326348.494547965,326348.494547965
382461.436457413,382461.436457413,382461.436457413
431863.962193827,431863.962193827,431863.962193827
472467.638017512,472467.638017512,472467.638017512
503993.261078963,503993.261078963,503993.261078963
527406.30829581,527406.30829581,527406.30829581
544227.22533145,544227.22533145,544227.22533145
556025.618464147,556025.618464147,556025.618464147
