time,S,R,T
0,22500,7500,30000
0.2,26138.9112383993,8484.59247919306,34623.5037175923
0.4,30226.725655268,9577.82541610082,39804.5510713689
0.6,34810.0978972445,10792.2068578625,45602.304755107
0.8,39930.3236637798,12139.8016796507,52070.1253434305
1,45616.3037625439,13631.0002997214,59247.3040622653
1.2,51899.0295828283,15277.6257358808,67176.6553187091
1.4,58799.0128884751,17090.2151128575,75889.2280013326
1.6,66329.1459496769,19079.5892529894,85408.7352026663
1.8,74496.5786914459,21256.0004253231,95752.579116769
2,83294.0640745396,23629.2385118867,106923.302586426
2.2,92704.8722533794,26207.9652958017,118912.837549181
2.4,102692.223736787,28999.6780145705,131691.901751357
2.6,113211.374388461,32010.579281409,145221.953669871
2.8,124193.798769149,35244.9776048756,159438.776374025
3,135571.475195001,38706.1416643929,174277.616859394
3.2,147234.864560473,42393.354339062,189628.218899535
3.4,159083.538466818,46307.3049988376,205390.843465656
3.6,171003.401926566,50443.3632026255,221446.765129192
3.8,182861.78559763,54796.6125764672,237658.398174097
4,194513.621519765,59360.4528120883,253874.074331853
4.2,205845.185145862,64126.7467889013,269971.931934764
4.4,216694.173633732,69084.9820609099,285779.155694642
4.6,226919.017801068,74224.0435237185,301143.061324787
4.8,236438.032156257,79535.0629232362,315973.095079493
5,245100.345735611,85003.7855022936,330104.131237904
5.2,252816.034739453,90619.7303015653,343435.765041019
5.4,259537.001058329,96375.1812277609,355912.18228609
5.6,265171.254583172,102256.793288329,367428.047871502
5.8,269695.163229535,108258.702232939,377953.865462475
6,273095.111934872,114374.624621238,387469.73655611
6.2,275358.501599984,120596.469071992,395954.970671975
6.4,276497.490727435,126923.120655206,403420.611382641
6.6,276542.474946303,133349.965866642,409892.440812945
6.8,275541.210786657,139874.464586191,415415.675372848
7,273525.197474572,146494.662870943,420019.860345515
7.2,270533.781720461,153209.497986304,423743.279706766
7.4,266653.623496067,160019.657640108,426673.281136175
7.6,261958.514340019,166925.743410463,428884.257750481
7.8,256477.780588642,173925.376967855,430403.157556497
8,250316.648868202,181021.555091352,431338.203959554
8.2,243565.45642219,188216.347619962,431781.804042152
8.4,236267.188805208,195505.575829885,431772.764635093
8.6,228510.170500354,202890.386986041,431400.557486395
8.8,220385.874515225,210371.985901548,430757.860416774
9,211953.551185357,217945.064366382,429898.615551739
9.2,203253.010386027,225599.899683021,428852.910069049
9.4,194368.294074845,233334.888633068,427703.182707913
9.6,185361.134317497,241143.123496484,426504.25781398
9.8,176262.484134179,249007.798718572,425270.282852751
10,167132.270663531,256920.603780413,424052.874443944
